mock230-selftest-evidence-v1
wire	osrs239
000502	PASS	godwars_ancient_vampire/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_vampire]
000503	PASS	godwars_ancient_vampire/dungeon_war retains reviewed style/max/effect/prayer metadata
000504	PASS	godwars_ancient_werewolf1/primary resolves its animation/projectile/start/impact/sound assets (3135/6536/-1/-1/-1/-1)
000505	PASS	godwars_ancient_werewolf1/primary runtime cadence is 4 ticks (got 4)
000506	PASS	godwars_ancient_werewolf1/primary retains exact handler [ai_opplayer2,godwars_ancient_werewolf1]
000507	PASS	godwars_ancient_werewolf1/primary retains reviewed style/max/effect/prayer metadata
000508	PASS	godwars_ancient_werewolf1/dungeon_war resolves its animation/projectile/start/impact/sound assets (3135/6536/-1/-1/-1/-1)
000509	PASS	godwars_ancient_werewolf1/dungeon_war runtime cadence is 4 ticks (got 4)
000510	PASS	godwars_ancient_werewolf1/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_werewolf1]
000511	PASS	godwars_ancient_werewolf1/dungeon_war retains reviewed style/max/effect/prayer metadata
000512	PASS	godwars_ancient_werewolf2/primary resolves its animation/projectile/start/impact/sound assets (3136/6536/-1/-1/-1/-1)
000513	PASS	godwars_ancient_werewolf2/primary runtime cadence is 4 ticks (got 4)
000514	PASS	godwars_ancient_werewolf2/primary retains exact handler [ai_opplayer2,godwars_ancient_werewolf2]
000515	PASS	godwars_ancient_werewolf2/primary retains reviewed style/max/effect/prayer metadata
000516	PASS	godwars_ancient_werewolf2/dungeon_war resolves its animation/projectile/start/impact/sound assets (3136/6536/-1/-1/-1/-1)
000517	PASS	godwars_ancient_werewolf2/dungeon_war runtime cadence is 4 ticks (got 4)
000518	PASS	godwars_ancient_werewolf2/dungeon_war retains exact handler [ai_opnpc2,godwars_ancient_werewolf2]
000519	PASS	godwars_ancient_werewolf2/dungeon_war retains reviewed style/max/effect/prayer metadata
000520	PASS	godwars_armadyl_avatar/ranged_wind resolves its animation/projectile/start/impact/sound assets (3162/6980/1201/-1/-1/3874)
000521	PASS	godwars_armadyl_avatar/ranged_wind runtime cadence is 3 ticks (got 3)
000522	PASS	godwars_armadyl_avatar/ranged_wind retains exact handler [ai_opplayer2,godwars_armadyl_avatar]
000523	PASS	godwars_armadyl_avatar/ranged_wind retains reviewed style/max/effect/prayer metadata
000524	PASS	godwars_armadyl_avatar/magic_wind resolves its animation/projectile/start/impact/sound assets (3162/6980/-1/1200/-1/3851)
000525	PASS	godwars_armadyl_avatar/magic_wind runtime cadence is 3 ticks (got 3)
000526	PASS	godwars_armadyl_avatar/magic_wind retains exact handler [ai_opplayer2,godwars_armadyl_avatar]
000527	PASS	godwars_armadyl_avatar/magic_wind retains reviewed style/max/effect/prayer metadata
000528	PASS	godwars_armadyl_avatar/magical_melee resolves its animation/projectile/start/impact/sound assets (3162/6981/-1/-1/-1/3892)
000529	PASS	godwars_armadyl_avatar/magical_melee runtime cadence is 3 ticks (got 3)
000530	PASS	godwars_armadyl_avatar/magical_melee retains exact handler [ai_opplayer2,godwars_armadyl_avatar]
000531	PASS	godwars_armadyl_avatar/magical_melee retains reviewed style/max/effect/prayer metadata
000532	PASS	godwars_armadyl_bodyguard_geerin/primary resolves its animation/projectile/start/impact/sound assets (3164/6956/1192/-1/-1/3874)
000533	PASS	godwars_armadyl_bodyguard_geerin/primary runtime cadence is 5 ticks (got 5)
000534	PASS	godwars_armadyl_bodyguard_geerin/primary retains exact handler [ai_opplayer2,godwars_armadyl_bodyguard_geerin]
000535	PASS	godwars_armadyl_bodyguard_geerin/primary retains reviewed style/max/effect/prayer metadata
000536	PASS	godwars_armadyl_bodyguard_kilisa/primary resolves its animation/projectile/start/impact/sound assets (3165/6957/-1/-1/-1/3865)
000537	PASS	godwars_armadyl_bodyguard_kilisa/primary runtime cadence is 5 ticks (got 5)
000538	PASS	godwars_armadyl_bodyguard_kilisa/primary retains exact handler [ai_opplayer2,godwars_armadyl_bodyguard_kilisa]
000539	PASS	godwars_armadyl_bodyguard_kilisa/primary retains reviewed style/max/effect/prayer metadata
000540	PASS	godwars_armadyl_bodyguard_skree/primary resolves its animation/projectile/start/impact/sound assets (3163/6955/1201/1194/1195/3851)
000541	PASS	godwars_armadyl_bodyguard_skree/primary runtime cadence is 5 ticks (got 5)
000542	PASS	godwars_armadyl_bodyguard_skree/primary retains exact handler [ai_opplayer2,godwars_armadyl_bodyguard_skree]
000543	PASS	godwars_armadyl_bodyguard_skree/primary retains reviewed style/max/effect/prayer metadata
000544	PASS	godwars_armadyl_female_armor01_blue/primary resolves its animation/projectile/start/impact/sound assets (3177/6955/1201/1194/1195/-1)
000545	PASS	godwars_armadyl_female_armor01_blue/primary runtime cadence is 4 ticks (got 4)
000546	PASS	godwars_armadyl_female_armor01_blue/primary retains exact handler [ai_opplayer2,godwars_armadyl_female_armor01_blue]
000547	PASS	godwars_armadyl_female_armor01_blue/primary retains reviewed style/max/effect/prayer metadata
000548	PASS	godwars_armadyl_female_armor01_blue/dungeon_war resolves its animation/projectile/start/impact/sound assets (3177/6955/1201/1194/1195/-1)
000549	PASS	godwars_armadyl_female_armor01_blue/dungeon_war runtime cadence is 4 ticks (got 4)
000550	PASS	godwars_armadyl_female_armor01_blue/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_female_armor01_blue]
000551	PASS	godwars_armadyl_female_armor01_blue/dungeon_war retains reviewed style/max/effect/prayer metadata
000552	PASS	godwars_armadyl_female_armor01_green/primary resolves its animation/projectile/start/impact/sound assets (3178/6955/1201/1194/1195/-1)
000553	PASS	godwars_armadyl_female_armor01_green/primary runtime cadence is 4 ticks (got 4)
000554	PASS	godwars_armadyl_female_armor01_green/primary retains exact handler [ai_opplayer2,godwars_armadyl_female_armor01_green]
000555	PASS	godwars_armadyl_female_armor01_green/primary retains reviewed style/max/effect/prayer metadata
000556	PASS	godwars_armadyl_female_armor01_green/dungeon_war resolves its animation/projectile/start/impact/sound assets (3178/6955/1201/1194/1195/-1)
000557	PASS	godwars_armadyl_female_armor01_green/dungeon_war runtime cadence is 4 ticks (got 4)
000558	PASS	godwars_armadyl_female_armor01_green/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_female_armor01_green]
000559	PASS	godwars_armadyl_female_armor01_green/dungeon_war retains reviewed style/max/effect/prayer metadata
000560	PASS	godwars_armadyl_female_armor01_red/primary resolves its animation/projectile/start/impact/sound assets (3179/6955/1201/1194/1195/-1)
000561	PASS	godwars_armadyl_female_armor01_red/primary runtime cadence is 4 ticks (got 4)
000562	PASS	godwars_armadyl_female_armor01_red/primary retains exact handler [ai_opplayer2,godwars_armadyl_female_armor01_red]
000563	PASS	godwars_armadyl_female_armor01_red/primary retains reviewed style/max/effect/prayer metadata
000564	PASS	godwars_armadyl_female_armor01_red/dungeon_war resolves its animation/projectile/start/impact/sound assets (3179/6955/1201/1194/1195/-1)
000565	PASS	godwars_armadyl_female_armor01_red/dungeon_war runtime cadence is 4 ticks (got 4)
000566	PASS	godwars_armadyl_female_armor01_red/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_female_armor01_red]
000567	PASS	godwars_armadyl_female_armor01_red/dungeon_war retains reviewed style/max/effect/prayer metadata
000568	PASS	godwars_armadyl_female_armor02_blue/primary resolves its animation/projectile/start/impact/sound assets (3180/6956/1192/-1/-1/-1)
000569	PASS	godwars_armadyl_female_armor02_blue/primary runtime cadence is 4 ticks (got 4)
000570	PASS	godwars_armadyl_female_armor02_blue/primary retains exact handler [ai_opplayer2,godwars_armadyl_female_armor02_blue]
000571	PASS	godwars_armadyl_female_armor02_blue/primary retains reviewed style/max/effect/prayer metadata
000572	PASS	godwars_armadyl_female_armor02_blue/dungeon_war resolves its animation/projectile/start/impact/sound assets (3180/6956/1192/-1/-1/-1)
000573	PASS	godwars_armadyl_female_armor02_blue/dungeon_war runtime cadence is 4 ticks (got 4)
000574	PASS	godwars_armadyl_female_armor02_blue/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_female_armor02_blue]
000575	PASS	godwars_armadyl_female_armor02_blue/dungeon_war retains reviewed style/max/effect/prayer metadata
000576	PASS	godwars_armadyl_female_armor02_green/primary resolves its animation/projectile/start/impact/sound assets (3181/6956/1192/-1/-1/-1)
000577	PASS	godwars_armadyl_female_armor02_green/primary runtime cadence is 4 ticks (got 4)
000578	PASS	godwars_armadyl_female_armor02_green/primary retains exact handler [ai_opplayer2,godwars_armadyl_female_armor02_green]
000579	PASS	godwars_armadyl_female_armor02_green/primary retains reviewed style/max/effect/prayer metadata
000580	PASS	godwars_armadyl_female_armor02_green/dungeon_war resolves its animation/projectile/start/impact/sound assets (3181/6956/1192/-1/-1/-1)
000581	PASS	godwars_armadyl_female_armor02_green/dungeon_war runtime cadence is 4 ticks (got 4)
000582	PASS	godwars_armadyl_female_armor02_green/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_female_armor02_green]
000583	PASS	godwars_armadyl_female_armor02_green/dungeon_war retains reviewed style/max/effect/prayer metadata
000584	PASS	godwars_armadyl_female_armor02_red/primary resolves its animation/projectile/start/impact/sound assets (3182/6956/1192/-1/-1/-1)
000585	PASS	godwars_armadyl_female_armor02_red/primary runtime cadence is 4 ticks (got 4)
000586	PASS	godwars_armadyl_female_armor02_red/primary retains exact handler [ai_opplayer2,godwars_armadyl_female_armor02_red]
000587	PASS	godwars_armadyl_female_armor02_red/primary retains reviewed style/max/effect/prayer metadata
000588	PASS	godwars_armadyl_female_armor02_red/dungeon_war resolves its animation/projectile/start/impact/sound assets (3182/6956/1192/-1/-1/-1)
000589	PASS	godwars_armadyl_female_armor02_red/dungeon_war runtime cadence is 4 ticks (got 4)
000590	PASS	godwars_armadyl_female_armor02_red/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_female_armor02_red]
000591	PASS	godwars_armadyl_female_armor02_red/dungeon_war retains reviewed style/max/effect/prayer metadata
000592	PASS	godwars_armadyl_female_armor03_blue/primary resolves its animation/projectile/start/impact/sound assets (3183/6957/1193/-1/-1/-1)
000593	PASS	godwars_armadyl_female_armor03_blue/primary runtime cadence is 4 ticks (got 4)
000594	PASS	godwars_armadyl_female_armor03_blue/primary retains exact handler [ai_opplayer2,godwars_armadyl_female_armor03_blue]
000595	PASS	godwars_armadyl_female_armor03_blue/primary retains reviewed style/max/effect/prayer metadata
000596	PASS	godwars_armadyl_female_armor03_blue/dungeon_war resolves its animation/projectile/start/impact/sound assets (3183/6957/1193/-1/-1/-1)
000597	PASS	godwars_armadyl_female_armor03_blue/dungeon_war runtime cadence is 4 ticks (got 4)
000598	PASS	godwars_armadyl_female_armor03_blue/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_female_armor03_blue]
000599	PASS	godwars_armadyl_female_armor03_blue/dungeon_war retains reviewed style/max/effect/prayer metadata
000600	PASS	godwars_armadyl_male_armor01_blue/primary resolves its animation/projectile/start/impact/sound assets (3169/6955/1201/1194/1195/-1)
000601	PASS	godwars_armadyl_male_armor01_blue/primary runtime cadence is 4 ticks (got 4)
000602	PASS	godwars_armadyl_male_armor01_blue/primary retains exact handler [ai_opplayer2,godwars_armadyl_male_armor01_blue]
000603	PASS	godwars_armadyl_male_armor01_blue/primary retains reviewed style/max/effect/prayer metadata
000604	PASS	godwars_armadyl_male_armor01_blue/dungeon_war resolves its animation/projectile/start/impact/sound assets (3169/6955/1201/1194/1195/-1)
000605	PASS	godwars_armadyl_male_armor01_blue/dungeon_war runtime cadence is 4 ticks (got 4)
000606	PASS	godwars_armadyl_male_armor01_blue/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_male_armor01_blue]
000607	PASS	godwars_armadyl_male_armor01_blue/dungeon_war retains reviewed style/max/effect/prayer metadata
000608	PASS	godwars_armadyl_male_armor01_green/primary resolves its animation/projectile/start/impact/sound assets (3170/6955/1201/1194/1195/-1)
000609	PASS	godwars_armadyl_male_armor01_green/primary runtime cadence is 4 ticks (got 4)
000610	PASS	godwars_armadyl_male_armor01_green/primary retains exact handler [ai_opplayer2,godwars_armadyl_male_armor01_green]
000611	PASS	godwars_armadyl_male_armor01_green/primary retains reviewed style/max/effect/prayer metadata
000612	PASS	godwars_armadyl_male_armor01_green/dungeon_war resolves its animation/projectile/start/impact/sound assets (3170/6955/1201/1194/1195/-1)
000613	PASS	godwars_armadyl_male_armor01_green/dungeon_war runtime cadence is 4 ticks (got 4)
000614	PASS	godwars_armadyl_male_armor01_green/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_male_armor01_green]
000615	PASS	godwars_armadyl_male_armor01_green/dungeon_war retains reviewed style/max/effect/prayer metadata
000616	PASS	godwars_armadyl_male_armor01_red/primary resolves its animation/projectile/start/impact/sound assets (3171/6955/1201/1194/1195/-1)
000617	PASS	godwars_armadyl_male_armor01_red/primary runtime cadence is 4 ticks (got 4)
000618	PASS	godwars_armadyl_male_armor01_red/primary retains exact handler [ai_opplayer2,godwars_armadyl_male_armor01_red]
000619	PASS	godwars_armadyl_male_armor01_red/primary retains reviewed style/max/effect/prayer metadata
000620	PASS	godwars_armadyl_male_armor01_red/dungeon_war resolves its animation/projectile/start/impact/sound assets (3171/6955/1201/1194/1195/-1)
000621	PASS	godwars_armadyl_male_armor01_red/dungeon_war runtime cadence is 4 ticks (got 4)
000622	PASS	godwars_armadyl_male_armor01_red/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_male_armor01_red]
000623	PASS	godwars_armadyl_male_armor01_red/dungeon_war retains reviewed style/max/effect/prayer metadata
000624	PASS	godwars_armadyl_male_armor02_blue/primary resolves its animation/projectile/start/impact/sound assets (3172/6956/1192/-1/-1/-1)
000625	PASS	godwars_armadyl_male_armor02_blue/primary runtime cadence is 4 ticks (got 4)
000626	PASS	godwars_armadyl_male_armor02_blue/primary retains exact handler [ai_opplayer2,godwars_armadyl_male_armor02_blue]
000627	PASS	godwars_armadyl_male_armor02_blue/primary retains reviewed style/max/effect/prayer metadata
000628	PASS	godwars_armadyl_male_armor02_blue/dungeon_war resolves its animation/projectile/start/impact/sound assets (3172/6956/1192/-1/-1/-1)
000629	PASS	godwars_armadyl_male_armor02_blue/dungeon_war runtime cadence is 4 ticks (got 4)
000630	PASS	godwars_armadyl_male_armor02_blue/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_male_armor02_blue]
000631	PASS	godwars_armadyl_male_armor02_blue/dungeon_war retains reviewed style/max/effect/prayer metadata
000632	PASS	godwars_armadyl_male_armor02_green/primary resolves its animation/projectile/start/impact/sound assets (3173/6956/1192/-1/-1/-1)
000633	PASS	godwars_armadyl_male_armor02_green/primary runtime cadence is 4 ticks (got 4)
000634	PASS	godwars_armadyl_male_armor02_green/primary retains exact handler [ai_opplayer2,godwars_armadyl_male_armor02_green]
000635	PASS	godwars_armadyl_male_armor02_green/primary retains reviewed style/max/effect/prayer metadata
000636	PASS	godwars_armadyl_male_armor02_green/dungeon_war resolves its animation/projectile/start/impact/sound assets (3173/6956/1192/-1/-1/-1)
000637	PASS	godwars_armadyl_male_armor02_green/dungeon_war runtime cadence is 4 ticks (got 4)
000638	PASS	godwars_armadyl_male_armor02_green/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_male_armor02_green]
000639	PASS	godwars_armadyl_male_armor02_green/dungeon_war retains reviewed style/max/effect/prayer metadata
000640	PASS	godwars_armadyl_male_armor02_red/primary resolves its animation/projectile/start/impact/sound assets (3174/6956/1192/-1/-1/-1)
000641	PASS	godwars_armadyl_male_armor02_red/primary runtime cadence is 4 ticks (got 4)
000642	PASS	godwars_armadyl_male_armor02_red/primary retains exact handler [ai_opplayer2,godwars_armadyl_male_armor02_red]
000643	PASS	godwars_armadyl_male_armor02_red/primary retains reviewed style/max/effect/prayer metadata
000644	PASS	godwars_armadyl_male_armor02_red/dungeon_war resolves its animation/projectile/start/impact/sound assets (3174/6956/1192/-1/-1/-1)
000645	PASS	godwars_armadyl_male_armor02_red/dungeon_war runtime cadence is 4 ticks (got 4)
000646	PASS	godwars_armadyl_male_armor02_red/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_male_armor02_red]
000647	PASS	godwars_armadyl_male_armor02_red/dungeon_war retains reviewed style/max/effect/prayer metadata
000648	PASS	godwars_armadyl_male_armor03_green/primary resolves its animation/projectile/start/impact/sound assets (3175/6957/1193/-1/-1/-1)
000649	PASS	godwars_armadyl_male_armor03_green/primary runtime cadence is 4 ticks (got 4)
000650	PASS	godwars_armadyl_male_armor03_green/primary retains exact handler [ai_opplayer2,godwars_armadyl_male_armor03_green]
000651	PASS	godwars_armadyl_male_armor03_green/primary retains reviewed style/max/effect/prayer metadata
000652	PASS	godwars_armadyl_male_armor03_green/dungeon_war resolves its animation/projectile/start/impact/sound assets (3175/6957/1193/-1/-1/-1)
000653	PASS	godwars_armadyl_male_armor03_green/dungeon_war runtime cadence is 4 ticks (got 4)
000654	PASS	godwars_armadyl_male_armor03_green/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_male_armor03_green]
000655	PASS	godwars_armadyl_male_armor03_green/dungeon_war retains reviewed style/max/effect/prayer metadata
000656	PASS	godwars_armadyl_male_armor03_red/primary resolves its animation/projectile/start/impact/sound assets (3176/6957/1193/-1/-1/-1)
000657	PASS	godwars_armadyl_male_armor03_red/primary runtime cadence is 4 ticks (got 4)
000658	PASS	godwars_armadyl_male_armor03_red/primary retains exact handler [ai_opplayer2,godwars_armadyl_male_armor03_red]
000659	PASS	godwars_armadyl_male_armor03_red/primary retains reviewed style/max/effect/prayer metadata
000660	PASS	godwars_armadyl_male_armor03_red/dungeon_war resolves its animation/projectile/start/impact/sound assets (3176/6957/1193/-1/-1/-1)
000661	PASS	godwars_armadyl_male_armor03_red/dungeon_war runtime cadence is 4 ticks (got 4)
000662	PASS	godwars_armadyl_male_armor03_red/dungeon_war retains exact handler [ai_opnpc2,godwars_armadyl_male_armor03_red]
000663	PASS	godwars_armadyl_male_armor03_red/dungeon_war retains reviewed style/max/effect/prayer metadata
000664	PASS	godwars_bandos_avatar/melee resolves its animation/projectile/start/impact/sound assets (2215/7018/-1/-1/-1/3843)
000665	PASS	godwars_bandos_avatar/melee runtime cadence is 6 ticks (got 6)
000666	PASS	godwars_bandos_avatar/melee retains exact handler [ai_opplayer2,godwars_bandos_avatar]
000667	PASS	godwars_bandos_avatar/melee retains reviewed style/max/effect/prayer metadata
000668	PASS	godwars_bandos_avatar/ranged_volley resolves its animation/projectile/start/impact/sound assets (2215/7021/1202/-1/-1/3871)
000669	PASS	godwars_bandos_avatar/ranged_volley runtime cadence is 6 ticks (got 6)
000670	PASS	godwars_bandos_avatar/ranged_volley retains exact handler [ai_opplayer2,godwars_bandos_avatar]
000671	PASS	godwars_bandos_avatar/ranged_volley retains reviewed style/max/effect/prayer metadata
000672	PASS	godwars_bloodveld/primary resolves its animation/projectile/start/impact/sound assets (3138/1552/-1/-1/-1/-1)
000673	PASS	godwars_bloodveld/primary runtime cadence is 4 ticks (got 4)
000674	PASS	godwars_bloodveld/primary retains exact handler [ai_opplayer2,godwars_bloodveld]
000675	PASS	godwars_bloodveld/primary retains reviewed style/max/effect/prayer metadata
000676	PASS	godwars_bloodveld/dungeon_war resolves its animation/projectile/start/impact/sound assets (3138/1552/-1/-1/-1/-1)
000677	PASS	godwars_bloodveld/dungeon_war runtime cadence is 4 ticks (got 4)
000678	PASS	godwars_bloodveld/dungeon_war retains exact handler [ai_opnpc2,godwars_bloodveld]
000679	PASS	godwars_bloodveld/dungeon_war retains reviewed style/max/effect/prayer metadata
000680	PASS	godwars_goblin1/primary resolves its animation/projectile/start/impact/sound assets (2245/6184/-1/-1/-1/-1)
000681	PASS	godwars_goblin1/primary runtime cadence is 5 ticks (got 5)
000682	PASS	godwars_goblin1/primary retains exact handler [ai_opplayer2,godwars_goblin1]
000683	PASS	godwars_goblin1/primary retains reviewed style/max/effect/prayer metadata
000684	PASS	godwars_goblin1/dungeon_war resolves its animation/projectile/start/impact/sound assets (2245/6184/-1/-1/-1/-1)
000685	PASS	godwars_goblin1/dungeon_war runtime cadence is 5 ticks (got 5)
000686	PASS	godwars_goblin1/dungeon_war retains exact handler [ai_opnpc2,godwars_goblin1]
000687	PASS	godwars_goblin1/dungeon_war retains reviewed style/max/effect/prayer metadata
000688	PASS	godwars_goblin2/primary resolves its animation/projectile/start/impact/sound assets (2246/6184/-1/-1/-1/-1)
000689	PASS	godwars_goblin2/primary runtime cadence is 5 ticks (got 5)
000690	PASS	godwars_goblin2/primary retains exact handler [ai_opplayer2,godwars_goblin2]
000691	PASS	godwars_goblin2/primary retains reviewed style/max/effect/prayer metadata
000692	PASS	godwars_goblin2/dungeon_war resolves its animation/projectile/start/impact/sound assets (2246/6184/-1/-1/-1/-1)
000693	PASS	godwars_goblin2/dungeon_war runtime cadence is 5 ticks (got 5)
000694	PASS	godwars_goblin2/dungeon_war retains exact handler [ai_opnpc2,godwars_goblin2]
000695	PASS	godwars_goblin2/dungeon_war retains reviewed style/max/effect/prayer metadata
000696	PASS	godwars_goblin3/primary resolves its animation/projectile/start/impact/sound assets (2247/6184/-1/-1/-1/-1)
000697	PASS	godwars_goblin3/primary runtime cadence is 5 ticks (got 5)
000698	PASS	godwars_goblin3/primary retains exact handler [ai_opplayer2,godwars_goblin3]
000699	PASS	godwars_goblin3/primary retains reviewed style/max/effect/prayer metadata
000700	PASS	godwars_goblin3/dungeon_war resolves its animation/projectile/start/impact/sound assets (2247/6184/-1/-1/-1/-1)
000701	PASS	godwars_goblin3/dungeon_war runtime cadence is 5 ticks (got 5)
000702	PASS	godwars_goblin3/dungeon_war retains exact handler [ai_opnpc2,godwars_goblin3]
000703	PASS	godwars_goblin3/dungeon_war retains reviewed style/max/effect/prayer metadata
000704	PASS	godwars_goblin4/primary resolves its animation/projectile/start/impact/sound assets (2248/6184/-1/-1/-1/-1)
000705	PASS	godwars_goblin4/primary runtime cadence is 5 ticks (got 5)
000706	PASS	godwars_goblin4/primary retains exact handler [ai_opplayer2,godwars_goblin4]
000707	PASS	godwars_goblin4/primary retains reviewed style/max/effect/prayer metadata
000708	PASS	godwars_goblin4/dungeon_war resolves its animation/projectile/start/impact/sound assets (2248/6184/-1/-1/-1/-1)
000709	PASS	godwars_goblin4/dungeon_war runtime cadence is 5 ticks (got 5)
000710	PASS	godwars_goblin4/dungeon_war retains exact handler [ai_opnpc2,godwars_goblin4]
000711	PASS	godwars_goblin4/dungeon_war retains reviewed style/max/effect/prayer metadata
000712	PASS	godwars_goblin5/primary resolves its animation/projectile/start/impact/sound assets (2249/6184/-1/-1/-1/-1)
000713	PASS	godwars_goblin5/primary runtime cadence is 5 ticks (got 5)
000714	PASS	godwars_goblin5/primary retains exact handler [ai_opplayer2,godwars_goblin5]
000715	PASS	godwars_goblin5/primary retains reviewed style/max/effect/prayer metadata
000716	PASS	godwars_goblin5/dungeon_war resolves its animation/projectile/start/impact/sound assets (2249/6184/-1/-1/-1/-1)
000717	PASS	godwars_goblin5/dungeon_war runtime cadence is 5 ticks (got 5)
000718	PASS	godwars_goblin5/dungeon_war retains exact handler [ai_opnpc2,godwars_goblin5]
000719	PASS	godwars_goblin5/dungeon_war retains reviewed style/max/effect/prayer metadata
000720	PASS	godwars_gorak/primary resolves its animation/projectile/start/impact/sound assets (3141/4300/-1/-1/-1/-1)
000721	PASS	godwars_gorak/primary runtime cadence is 4 ticks (got 4)
000722	PASS	godwars_gorak/primary retains exact handler [ai_opplayer2,godwars_gorak]
000723	PASS	godwars_gorak/primary retains reviewed style/max/effect/prayer metadata
000724	PASS	godwars_gorak/dungeon_war resolves its animation/projectile/start/impact/sound assets (3141/4300/-1/-1/-1/-1)
000725	PASS	godwars_gorak/dungeon_war runtime cadence is 4 ticks (got 4)
000726	PASS	godwars_gorak/dungeon_war retains exact handler [ai_opnpc2,godwars_gorak]
000727	PASS	godwars_gorak/dungeon_war retains reviewed style/max/effect/prayer metadata
000728	PASS	godwars_icefiend_1/primary resolves its animation/projectile/start/impact/sound assets (3140/1582/-1/-1/-1/-1)
000729	PASS	godwars_icefiend_1/primary runtime cadence is 4 ticks (got 4)
000730	PASS	godwars_icefiend_1/primary retains exact handler [ai_opplayer2,godwars_icefiend_1]
000731	PASS	godwars_icefiend_1/primary retains reviewed style/max/effect/prayer metadata
000732	PASS	godwars_pyrefiend_1/primary resolves its animation/projectile/start/impact/sound assets (3139/1582/-1/-1/-1/-1)
000733	PASS	godwars_pyrefiend_1/primary runtime cadence is 4 ticks (got 4)
000734	PASS	godwars_pyrefiend_1/primary retains exact handler [ai_opplayer2,godwars_pyrefiend_1]
000735	PASS	godwars_pyrefiend_1/primary retains reviewed style/max/effect/prayer metadata
000736	PASS	godwars_saradomin_avatar/melee resolves its animation/projectile/start/impact/sound assets (2205/6967/-1/-1/-1/3883)
000737	PASS	godwars_saradomin_avatar/melee runtime cadence is 2 ticks (got 2)
000738	PASS	godwars_saradomin_avatar/melee retains exact handler [ai_opplayer2,godwars_saradomin_avatar]
000739	PASS	godwars_saradomin_avatar/melee retains reviewed style/max/effect/prayer metadata
000740	PASS	godwars_saradomin_avatar/magic resolves its animation/projectile/start/impact/sound assets (2205/6970/-1/1196/-1/3856)
000741	PASS	godwars_saradomin_avatar/magic runtime cadence is 2 ticks (got 2)
000742	PASS	godwars_saradomin_avatar/magic retains exact handler [ai_opplayer2,godwars_saradomin_avatar]
000743	PASS	godwars_saradomin_avatar/magic retains reviewed style/max/effect/prayer metadata
000744	PASS	godwars_saradomin_centaur/primary resolves its animation/projectile/start/impact/sound assets (2208/7026/1190/1185/-1/3874)
000745	PASS	godwars_saradomin_centaur/primary runtime cadence is 5 ticks (got 5)
000746	PASS	godwars_saradomin_centaur/primary retains exact handler [ai_opplayer2,godwars_saradomin_centaur]
000747	PASS	godwars_saradomin_centaur/primary retains reviewed style/max/effect/prayer metadata
000748	PASS	godwars_saradomin_knight_1/primary resolves its animation/projectile/start/impact/sound assets (2213/390/-1/-1/-1/-1)
000749	PASS	godwars_saradomin_knight_1/primary runtime cadence is 6 ticks (got 6)
000750	PASS	godwars_saradomin_knight_1/primary retains exact handler [ai_opplayer2,godwars_saradomin_knight_1]
000751	PASS	godwars_saradomin_knight_1/primary retains reviewed style/max/effect/prayer metadata
000752	PASS	godwars_saradomin_knight_1/dungeon_war resolves its animation/projectile/start/impact/sound assets (2213/390/-1/-1/-1/-1)
000753	PASS	godwars_saradomin_knight_1/dungeon_war runtime cadence is 6 ticks (got 6)
000754	PASS	godwars_saradomin_knight_1/dungeon_war retains exact handler [ai_opnpc2,godwars_saradomin_knight_1]
000755	PASS	godwars_saradomin_knight_1/dungeon_war retains reviewed style/max/effect/prayer metadata
000756	PASS	godwars_saradomin_knight_2/primary resolves its animation/projectile/start/impact/sound assets (2214/390/-1/-1/-1/-1)
000757	PASS	godwars_saradomin_knight_2/primary runtime cadence is 6 ticks (got 6)
000758	PASS	godwars_saradomin_knight_2/primary retains exact handler [ai_opplayer2,godwars_saradomin_knight_2]
000759	PASS	godwars_saradomin_knight_2/primary retains reviewed style/max/effect/prayer metadata
000760	PASS	godwars_saradomin_knight_2/dungeon_war resolves its animation/projectile/start/impact/sound assets (2214/390/-1/-1/-1/-1)
000761	PASS	godwars_saradomin_knight_2/dungeon_war runtime cadence is 6 ticks (got 6)
000762	PASS	godwars_saradomin_knight_2/dungeon_war retains exact handler [ai_opnpc2,godwars_saradomin_knight_2]
000763	PASS	godwars_saradomin_knight_2/dungeon_war retains reviewed style/max/effect/prayer metadata
000764	PASS	godwars_saradomin_lion/primary resolves its animation/projectile/start/impact/sound assets (2207/7037/1183/1182/1184/3890)
000765	PASS	godwars_saradomin_lion/primary runtime cadence is 5 ticks (got 5)
