id,name,examine,cost,is_members,tradeable,ge_tradeable,stacking_behaviour,team,weight,category,shift_click_drop_index,noted_id,noted_template,placeholder_id,placeholder_template,bought_id,bought_template,inv_model,wearpos_1,wearpos_2,wearpos_3,male_model_0,male_model_1,male_model_2,male_head_model,male_head_model_2,male_offset,female_model_0,female_model_1,female_model_2,female_head_model,female_head_model_2,female_offset,zoom2d,xan2d,yan2d,zan2d,offset_x2d,offset_y2d,resize_x,resize_y,resize_z,ambient,contrast,recolors,retextures,ground_op1,ground_op2,ground_op3,ground_op4,ground_op5,inv_op1,inv_op2,inv_op3,inv_op4,inv_op5,stack_ids,stack_counts,params,record_bytes,decoded_bytes,stop_opcode
8989,Brewin' guide,A how-to of brewing and arson.,1,true,false,false,0,0,1,0,-2,-1,-1,16224,-1,-1,-1,2794,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,848,222,159,0,0,0,128,128,128,0,0,5018>11148,,,,,,,Read,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,80,80,-1
8990,Brewin' guide,A how-to of brewing and arson.,1,true,false,false,0,0,1,0,-2,-1,-1,-1,-1,-1,-1,2794,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,848,222,159,0,0,0,128,128,128,0,0,5018>11148,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,59=1,81,81,-1
8991,Blue navy slacks,Not for slackers.,100,true,false,false,0,0,3,0,-2,-1,-1,16225,-1,-1,-1,15736,7,-1,-1,15976,-1,-1,-1,-1,0,15988,-1,-1,-1,-1,0,1827,539,816,138,-5,0,128,128,128,0,0,,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,85,85,-1
8992,Green navy slacks,Not for slackers.,100,true,false,false,0,0,3,0,-2,-1,-1,16226,-1,-1,-1,15736,7,-1,-1,15976,-1,-1,-1,-1,0,15988,-1,-1,-1,-1,0,1827,539,816,138,-5,0,128,128,128,0,0,43311>22831 43303>22823 43422>22942,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,100,100,-1
8993,Red navy slacks,Not for slackers.,100,true,false,false,0,0,3,0,-2,-1,-1,16227,-1,-1,-1,15736,7,-1,-1,15976,-1,-1,-1,-1,0,15988,-1,-1,-1,-1,0,1827,539,816,138,-5,0,128,128,128,0,0,43311>414 43303>662 43422>910,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,98,98,-1
8994,Brown navy slacks,Not for slackers.,100,true,false,false,0,0,3,0,-2,-1,-1,16228,-1,-1,-1,15736,7,-1,-1,15976,-1,-1,-1,-1,0,15988,-1,-1,-1,-1,0,1827,539,816,138,-5,0,128,128,128,0,0,43311>5400 43303>5648 43422>6024,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,100,100,-1
8995,Black navy slacks,Not for slackers.,100,true,false,false,0,0,3,0,-2,-1,-1,16229,-1,-1,-1,15736,7,-1,-1,15976,-1,-1,-1,-1,0,15988,-1,-1,-1,-1,0,1827,539,816,138,-5,0,128,128,128,0,0,43311>0 43422>43030 43303>39 43528>0,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,104,104,-1
8996,Purple navy slacks,Not for slackers.,100,true,false,false,0,0,3,0,-2,-1,-1,16230,-1,-1,-1,15736,7,-1,-1,15976,-1,-1,-1,-1,0,15988,-1,-1,-1,-1,0,1827,539,816,138,-5,0,128,128,128,0,0,43311>56858 43303>57106 43422>57228,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,101,101,-1
8997,Grey navy slacks,Not for slackers.,100,true,false,false,0,0,3,0,-2,-1,-1,16231,-1,-1,-1,15736,7,-1,-1,15976,-1,-1,-1,-1,0,15988,-1,-1,-1,-1,0,1827,539,816,138,-5,0,128,128,128,0,0,43311>28 43303>20 43422>12,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,99,99,-1
8998,null,,1,false,true,false,0,0,0,0,-2,8924,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
8999,null,,1,false,true,false,0,0,0,0,-2,8925,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9000,null,,1,false,true,false,0,0,0,0,-2,8926,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9001,null,,1,false,true,false,0,0,0,0,-2,8927,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9002,null,,1,false,true,false,0,0,0,0,-2,8928,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9003,Security book,WARNING: Contains information which could make your account secure!,2,false,true,true,0,0,10,0,-2,9014,-1,18683,-1,-1,-1,16013,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,950,237,127,0,0,26,128,128,128,0,0,,,,,,,,Read,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,121,121,-1
9004,Stronghold notes,Information regarding the Stronghold of Security.,2,false,true,true,0,0,10,0,-2,9015,-1,18684,-1,-1,-1,16013,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,950,261,151,0,0,26,128,128,128,0,0,51111>22451 60054>17304 55256>22488,,,,,,,Read,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,120,120,-1
9005,Fancy boots,Very nice boots from the Stronghold of Security.,1,false,false,false,0,0,10,17,-2,-1,-1,18685,-1,-1,-1,16014,10,-1,-1,16009,-1,-1,-1,-1,0,16011,-1,-1,-1,-1,0,784,162,1829,0,-2,-4,128,128,128,0,0,,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,4=-1;3=-3;5=1;6=2;7=3,150,150,-1
9006,Fighting boots,Very nice boots from the Stronghold of Security.,1,false,false,false,0,0,10,17,-2,-1,-1,18686,-1,-1,-1,16015,10,-1,-1,16010,-1,-1,-1,-1,0,16012,-1,-1,-1,-1,0,784,147,1841,0,0,-4,128,128,128,0,0,,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,4=-1;3=-3;5=1;6=2;7=3,150,150,-1
9007,Right skull half,Ooooh spooky!,1,false,false,false,0,0,80,0,-2,-1,-1,18687,-1,-1,-1,15904,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,720,147,105,0,-4,-6,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,59,59,-1
9008,Left skull half,Ooooh spooky!,1,false,false,false,0,0,80,0,-2,-1,-1,18688,-1,-1,-1,15905,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,231,1877,0,13,-100,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,55,55,-1
9009,Strange skull,Seems to be for use with a staff or sceptre of some sort.,1,false,false,false,0,0,80,0,-2,-1,-1,18689,-1,-1,-1,15908,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1360,345,285,0,7,6,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,100,100,-1
9010,Top of sceptre,Top half of a broken Sceptre.,1,false,false,false,0,0,1814,0,-2,-1,-1,18690,-1,-1,-1,15907,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1744,1671,1808,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,67,67,-1
9011,Bottom of sceptre,Bottom half of a broken Sceptre.,1,false,false,false,0,0,1814,0,-2,-1,-1,18691,-1,-1,-1,15903,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1488,584,1275,0,3,2,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,79,79,-1
9012,Runed sceptre,"Sceptre with runes on, it appears to be missing something.",1,false,false,false,0,0,3628,0,-2,-1,-1,18692,-1,-1,-1,15906,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2128,387,1014,0,1,61,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,101,101,-1
9013,Skull sceptre,A fragile magical Sceptre.,1,false,false,false,0,0,1814,1,-2,-1,-1,18693,-1,-1,-1,15909,3,-1,-1,15942,-1,-1,-1,-1,0,39609,-1,-1,-1,-1,0,2000,276,1550,0,-3,77,128,128,128,0,0,,,,,,,,,Wield,Invoke,Divine,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,10=3;11=0;14=5;13=0;0=0;1=-1;2=7;4=0;3=10;5=2;6=3;7=1;9=0;8=4;451=Invoke;452=Divine;2713=414;2714=414;2716=414;2636=415;2667=813;2668=1210;2669=1209;2672=1206;2673=1205;2674=1207;2675=1208,326,326,-1
9014,null,,1,false,true,false,0,0,0,0,-2,9003,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9015,null,,1,false,true,false,0,0,0,0,-2,9004,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9016,Gorak claws,Oversized nail clippings.,150,true,false,false,0,0,1,0,-2,-1,-1,17198,-1,-1,-1,16193,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1488,221,1694,0,-12,-57,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,72,72,-1
9017,Star flower,A rare flower with magical properties.,75,true,false,false,0,0,1,0,-2,-1,-1,17199,-1,-1,-1,16191,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,854,332,1895,0,1,-22,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,85,85,-1
9018,Gorak claw powder,Ground-down Gorak claws.,150,true,false,false,0,0,1,0,-2,-1,-1,17200,-1,-1,-1,16192,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,848,429,1867,0,-8,-4,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,77,77,-1
9019,Magic essence (unf),I need another ingredient to finish this magic essence potion.,75,true,false,false,0,0,1,69,-2,-1,-1,17201,-1,-1,-1,2789,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,550,84,1996,0,0,-1,128,128,128,0,0,61>82 8757>8489,,,,,,,,,,Empty,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,434=15,144,144,-1
9020,Queen's secateurs,Contains the Fairy Queen's magic essence.,1,true,false,false,0,0,453,0,-2,-1,-1,17202,-1,-1,-1,11931,3,-1,-1,7423,-1,-1,-1,-1,0,7423,-1,-1,-1,-1,6,912,489,764,0,22,-4,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,99,99,-1
9021,Magic essence(4),4 doses of magic essence potion.,280,true,false,false,0,0,35,69,-2,-1,-1,17203,-1,-1,-1,2789,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,550,84,1996,0,0,-1,128,128,128,0,0,61>5068 8757>8489,,,,,,,Drink,,,Empty,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,468=9,118,118,-1
9022,Magic essence(3),3 doses of magic essence potion.,230,true,false,false,0,0,30,69,-2,-1,-1,19451,-1,-1,-1,2697,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,550,84,1996,0,0,-1,128,128,128,0,0,61>5068 8757>8489,,,,,,,Drink,,,Empty,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,434=15;468=9,126,126,-1
9023,Magic essence(2),2 doses of magic essence potion.,180,true,false,false,0,0,25,69,-2,-1,-1,19452,-1,-1,-1,2384,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,550,84,1996,0,0,-1,128,128,128,0,0,61>5068 8757>8489,,,,,,,Drink,,,Empty,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,468=9,118,118,-1
9024,Magic essence(1),1 dose of magic essence potion.,130,true,false,false,0,0,20,69,-2,-1,-1,19453,-1,-1,-1,2621,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,550,84,1996,0,0,-1,128,128,128,0,0,61>5068 8757>8489,,,,,,,Drink,,,Empty,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,468=9,117,117,-1
9025,Nuff's certificate,"A scroll that says she's a healer, that's Fairy Nuff.",1,true,false,false,0,0,10,0,-2,-1,-1,20432,-1,-1,-1,16190,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1232,546,938,0,0,4,128,128,128,0,0,,,,,,,,Read,Study,,,Destroy,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,121,121,-1
9026,Ivory comb,Gets knots and kinks out of your hair.,10,true,true,true,0,0,10,525,-2,9027,-1,16167,-1,-1,-1,16380,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,868,498,147,0,4,3,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,90,90,-1
9027,null,,1,false,true,false,0,0,0,0,-2,9026,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9028,Golden scarab,Little ornament in the shape of a scarab.,30,true,true,true,0,0,10,526,-2,9029,-1,16168,-1,-1,-1,16382,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,976,431,30,0,6,7,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,96,96,-1
9029,null,,1,false,true,false,0,0,0,0,-2,9028,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9030,Stone scarab,Little ornament in the shape of a scarab.,20,true,true,true,0,0,10,527,-2,9031,-1,16169,-1,-1,-1,16382,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,976,431,30,0,6,7,128,128,128,0,0,10151>10283 9913>10262,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,105,105,-1
9031,null,,1,false,true,false,0,0,0,0,-2,9030,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9032,Pottery scarab,Little ornament in the shape of a scarab.,10,true,true,true,0,0,10,525,-2,9033,-1,16170,-1,-1,-1,16382,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,976,431,30,0,6,7,128,128,128,0,0,10151>6957 9913>5667,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,107,107,-1
9033,null,,1,false,true,false,0,0,0,0,-2,9032,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9034,Golden statuette,A small golden statuette.,30,true,true,true,0,0,100,526,-2,9035,-1,16171,-1,-1,-1,16384,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1872,156,1718,0,6,-9,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,83,83,-1
9035,null,,1,false,true,false,0,0,0,0,-2,9034,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9036,Pottery statuette,A small statuette.,10,true,true,true,0,0,100,525,-2,9037,-1,16172,-1,-1,-1,16384,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1872,156,1718,0,6,-9,128,128,128,0,0,9019>6957 10039>6814 9133>7077 8858>6046,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,95,95,-1
9037,null,,1,false,true,false,0,0,0,0,-2,9036,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9038,Stone statuette,A small statuette.,20,true,true,true,0,0,100,527,-2,9039,-1,16173,-1,-1,-1,16384,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1872,156,1718,0,6,-9,128,128,128,0,0,9019>10283 10039>10291 9133>10275 8858>10266,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,93,93,-1
9039,null,,1,false,true,false,0,0,0,0,-2,9038,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9040,Gold seal,A seal. It's gold.,30,true,true,true,0,0,10,526,-2,9041,-1,16174,-1,-1,-1,16383,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,912,663,198,0,-3,2,128,128,128,0,0,10283>9019 24>11148,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,79,79,-1
9041,null,,1,false,true,false,0,0,0,0,-2,9040,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9042,Stone seal,A seal. Made out of stone obviously.,20,true,true,true,0,0,10,527,-2,9043,-1,16175,-1,-1,-1,16383,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,912,663,198,0,-3,2,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,88,88,-1
9043,null,,1,false,true,false,0,0,0,0,-2,9042,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9044,Pharaoh's sceptre,An ancient and powerful sceptre.,100,true,false,false,0,0,2000,0,-2,-1,-1,-1,-1,-1,-1,16379,3,-1,-1,16348,-1,-1,-1,-1,0,39613,-1,-1,-1,-1,0,1744,285,1508,0,-1,46,128,128,128,0,0,,,,,,,,Convert,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,111,111,-1
9045,Pharaoh's sceptre,An ancient and powerful sceptre.,1,true,false,false,1,0,2000,15,-2,-1,-1,-1,-1,-1,-1,16379,3,-1,-1,16348,-1,-1,-1,-1,0,39613,-1,-1,-1,-1,0,1744,285,1508,0,-1,46,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1;59=1,109,109,-1
9046,Pharaoh's sceptre,An ancient and powerful sceptre.,100,true,false,false,0,0,2000,0,-2,-1,-1,-1,-1,-1,-1,16379,3,-1,-1,16348,-1,-1,-1,-1,0,39613,-1,-1,-1,-1,0,1744,285,1508,0,-1,46,128,128,128,0,0,,,,,,,,Convert,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,111,111,-1
9047,Pharaoh's sceptre,An ancient and powerful sceptre.,1,true,false,false,1,0,2000,15,-2,-1,-1,-1,-1,-1,-1,16379,3,-1,-1,16348,-1,-1,-1,-1,0,39613,-1,-1,-1,-1,0,1744,285,1508,0,-1,46,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1;59=1,109,109,-1
9048,Pharaoh's sceptre,An ancient and powerful sceptre.,100,true,false,false,0,0,2000,0,-2,-1,-1,-1,-1,-1,-1,16379,3,-1,-1,16348,-1,-1,-1,-1,0,39613,-1,-1,-1,-1,0,1744,285,1508,0,-1,46,128,128,128,0,0,,,,,,,,Convert,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,111,111,-1
9049,Pharaoh's sceptre,An ancient and powerful sceptre.,1,true,false,false,1,0,2000,15,-2,-1,-1,-1,-1,-1,-1,16379,3,-1,-1,16348,-1,-1,-1,-1,0,39613,-1,-1,-1,-1,0,1744,285,1508,0,-1,46,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1;59=1,109,109,-1
9050,Pharaoh's sceptre,An ancient and powerful sceptre.,100,true,false,false,0,0,2000,0,-2,-1,-1,-1,-1,-1,-1,16379,3,-1,-1,16348,-1,-1,-1,-1,0,39613,-1,-1,-1,-1,0,1744,285,1508,0,-1,46,128,128,128,0,0,,,,,,,,Convert,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,111,111,-1
9051,Pharaoh's sceptre,An ancient and powerful sceptre.,1,true,false,false,1,0,2000,15,-2,-1,-1,-1,-1,-1,-1,16379,3,-1,-1,16348,-1,-1,-1,-1,0,39613,-1,-1,-1,-1,0,1744,285,1508,0,-1,46,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1;59=1,109,109,-1
9052,Locust meat,"Delicious and nutritious. Well, nutritious anyway.",1,true,true,true,0,0,3,5,-2,9053,-1,16177,-1,-1,-1,16381,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,912,141,231,0,-3,0,128,128,128,0,0,,,,,,,,Eat,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,100,100,-1
9053,null,,1,false,true,false,0,0,0,0,-2,9052,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
9054,Red goblin mail,Some red armour designed to fit goblins.,40,false,false,false,0,0,3628,528,-2,-1,-1,16422,-1,-1,-1,24514,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1244,611,0,0,-1,0,128,128,128,0,0,6798>918 6550>924,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,105,105,-1
9055,Black goblin mail,Some black armour designed to fit goblins.,40,false,false,false,0,0,3628,528,-2,-1,-1,16423,-1,-1,-1,24514,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1244,611,0,0,-1,0,128,128,128,0,0,6798>8 6550>16,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,109,109,-1
9056,Yellow goblin mail,Some yellow armour designed to fit goblins.,40,false,false,false,0,0,3628,528,-2,-1,-1,16424,-1,-1,-1,24514,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1244,611,0,0,-1,0,128,128,128,0,0,6798>11183 6550>11063,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,111,111,-1
9057,Green goblin mail,Some green armour designed to fit goblins.,40,false,false,false,0,0,3628,528,-2,-1,-1,16425,-1,-1,-1,24514,4,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1244,611,0,0,-1,0,128,128,128,0,0,6798>22292 6550>22172,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,109,109,-1
