switch_type,switch_name,shell_count,variant_count,spawned_in_world,spawned_shell_bases,content_ref_count,sample_content_refs
varbit,corscurs_progress,11,815,yes,"corsair_captain_crossroads, corsair_captain_throne, corsair_ferry_covedocks, corsair_ferry_rimmington, corscurs_banker_multi, corscurs_cabinboy_sick, corscurs_cook_postquest, corscurs_cook_sick, corscurs_navigator_sick, corscurs_thief_postquest, corscurs_thief_sick",62,quests/quest_corsaircurse/scripts/corsaircurse.rs2:16; quests/quest_corsaircurse/scripts/corsaircurse.rs2:21; quests/quest_corsaircurse/scripts/corsaircurse.rs2:21
varbit,kr_quest,10,27,yes,"kr_anna_sinclair_multi, kr_bob_sinclair_multi, kr_carol_sinclair_multi, kr_david_sinclair_multi, kr_elizabeth_sinclair_multi, kr_frank_sinclair_multi, kr_multi_king_arthur, kr_multi_merlin_jail, kr_multi_murderer, kr_murderguard_house_multi",90,quests/quest_murder/scripts/gossip.rs2:113; quests/quest_murder/scripts/gossip.rs2:129; quests/quest_murder/scripts/gossip.rs2:130
varbit,slug2_main,10,102,yes,"slug2_hobb, slug2_jeb, slug2_maledict, slug2_oniall, slug2_villager1_stage1_multi, slug2_villager1_stage2_multi, slug2_villager2_stage1_multi, slug2_villager2_stage2_multi, slug2_villager3_stage1_multi, slug2_villager3_stage2_multi",88,quests/quest_makinghistory/scripts/makinghistory_jorral.rs2:21; quests/quest_theslugmenace/scripts/slugmenace_pages.rs2:25; quests/quest_theslugmenace/scripts/slugmenace_pages.rs2:44
varbit,mistmyst_progress,10,396,yes,"mistmyst_abigale, mistmyst_hewey, mistmyst_killer_background, mistmyst_lacey, mistmyst_mandy, mistmyst_mandy_post, mistmyst_mirror, mistmyst_sid, mistmyst_tayten",96,quests/quest_misthalinmystery/scripts/misthalinmystery.rs2:10; quests/quest_misthalinmystery/scripts/misthalinmystery.rs2:16; quests/quest_misthalinmystery/scripts/misthalinmystery.rs2:18
varbit,brain_multi_monk,9,13,yes,"brain_multi_monk_1, brain_multi_monk_2, brain_multi_monk_3, brain_multi_monk_4, brain_multi_monk_5, brain_multi_monk_6, brain_multi_monk_7, brain_multi_monk_8, brain_multi_tranquility",1,quests/quest_thegreatbrainrobbery/scripts/brain_shared.rs2:21
varbit,contact,8,559,yes,"contact_osman_desert_multi, ics_little_locust, ics_little_plague_frog",61,quests/quest_beneathcursedsands/scripts/beneathcursedsands.rs2:360; quests/quest_contact/scripts/contact_shared.rs2:14; quests/quest_contact/scripts/contact_jex.rs2:7
varbit,contact_people_vis,8,8,yes,"contact_guard_female_01_multi, contact_guard_female_02_multi, contact_guard_male_01_multi, contact_guard_male_02_multi, contact_market_baker_multi, contact_market_craft_multi, contact_market_dagger_multi, contact_stone_mason_multi",3,quests/quest_contact/scripts/contact_jex.rs2:21; quests/quest_contact/scripts/contact_debug.rs2:6; quests/quest_contact/scripts/contact_debug.rs2:40
varbit,ics_little_var,7,137,yes,"ics_little_hipriest_town, ics_little_linen1, ics_little_multi_wanderer, magic_carpet_multi_monkey1, magic_carpet_seller6, magic_carpet_seller7",103,quests/quest_beneathcursedsands/scripts/beneathcursedsands.rs2:360; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1326; quests/quest_contact/scripts/contact_shared.rs2:8
varbit,myarm,7,17,yes,"myarm_multi_ardougne, myarm_multi_brimhaven, myarm_multi_kitchen, myarm_multi_village",88,quests/quest_makingfriendswithmyarm/scripts/makingfriendswithmyarm.rs2:52; quests/quest_makingfriendswithmyarm/scripts/makingfriendswithmyarm.rs2:80; quests/quest_makingfriendswithmyarm/scripts/makingfriendswithmyarm.rs2:421
varbit,slice_quest,7,19,yes,"slice_dwarf_alvijar, slice_dwarf_alvijar_postquest, slice_goblin_archaeologist_post_quest, slice_sergeant_mossfists_cave, slice_sergeant_mossfists_swamp, slice_sergeant_slimetoes_cave, slice_sergeant_slimetoes_swamp",65,quests/quest_anothersliceofham/scripts/slice_tegdak.rs2:16; quests/quest_anothersliceofham/scripts/slice_tegdak.rs2:20; quests/quest_anothersliceofham/scripts/slice_tegdak.rs2:22
varbit,bim,7,39,yes,"bim_burntof_postquest, bim_checkal_postquest, bim_marley_postquest, bim_willow_outside, bim_willow_outside_entrace, bim_willow_postquest",47,quests/quest_defenderofvarrock/scripts/dov_rovin.rs2:8; quests/quest_belowicemountain/scripts/belowicemountain.rs2:40; quests/quest_belowicemountain/scripts/belowicemountain.rs2:41
varbit,eaglepeak_quest,6,12,yes,"eaglepeak_eagle_desert, eaglepeak_eagle_jungle, eaglepeak_eagle_polar, eaglepeak_ferret_zoo, eaglepeak_nickolaus, eaglepeak_nickolaus_campsite",84,quests/scripts/quest_cheat.rs2:411; quests/scripts/quest_cheat.rs2:414; quests/quest_eaglepeak/scripts/silver_room.rs2:21
varbit,swansong,6,123,yes,"swan_boat_boatwoman, swan_boat_colonist, swan_multioutside, swan_wom_office, wom_multi",71,quests/quest_makingfriendswithmyarm/scripts/makingfriendswithmyarm.rs2:227; quests/quest_swansong/scripts/swansong_colony.rs2:24; quests/quest_swansong/scripts/swansong_colony.rs2:26
varp,tbwt_main,6,21,yes,"tbwt_tamayu_multinpc_house, tbwt_tamayu_multinpc_jungle, tbwt_tiadeche_multinpc_house, tbwt_tiadeche_multinpc_shore, tbwt_tinsay_multinpc_house, tbwt_tinsay_multinpc_island",36,quests/scripts/quest_cheat.rs2:1179; quests/scripts/quest_cheat.rs2:1182; quests/quest_tbwt/scripts/tbwt_lubufu.rs2:161
varbit,agrith_quest,5,15,yes,"agrith_dave_at_portal, agrith_reen_alkharid, agrith_sandstorm",86,quests/quest_shadowstorm/scripts/shadowstorm_dye.rs2:14; quests/quest_shadowstorm/scripts/shadowstorm_dye.rs2:43; quests/quest_shadowstorm/scripts/shadowstorm_dye.rs2:43
varbit,dttd_main,5,11,yes,"dttd_delivery_dwarf, dttd_maze_guide, dttd_mill_man_invisible",62,quests/quest_deathtothedorgeshuun/scripts/dttd_haminfiltrate.rs2:55; quests/quest_deathtothedorgeshuun/scripts/dttd_haminfiltrate.rs2:56; quests/quest_deathtothedorgeshuun/scripts/dttd_haminfiltrate.rs2:73
varbit,fossilquest_progress,5,253,yes,"fossilquest_barge_guard_port, fossilquest_david, fossilquest_john, fossilquest_jr_navigator, fossilquest_lead_navigator",70,quests/quest_bonevoyage/scripts/bonevoyage.rs2:11; quests/quest_bonevoyage/scripts/bonevoyage.rs2:15; quests/quest_bonevoyage/scripts/bonevoyage.rs2:26
varp,dragonquest,4,23,yes,"cabin_boy_jenkins, dragonslayer_ned_on_crandor, dragonslayer_ned_on_ship, elvarg",66,quests/quest_hero/scripts/quest_hero.rs2:5; quests/quest_hero/scripts/quest_hero.rs2:25; quests/quest_dragon/scripts/dragon_journal.rs2:7
varp,fenk_quest,4,19,yes,"fenk_creature, fenk_creature_released, fenk_fenkenstrain, fenk_fenkenstrain_in_tower",8,quests/quest_fenkenstrain/scripts/fenkenstrain_finish.rs2:71; quests/quest_fenkenstrain/scripts/fenkenstrain_finish.rs2:101; quests/quest_fenkenstrain/scripts/fenkenstrain.rs2:165
varp,haunted,4,6,yes,"anma_assistant_multi, anma_witch_multi, ernest_multichicken",22,quests/quest_animalmagnetism/scripts/anma.rs2:10; quests/quest_animalmagnetism/scripts/anma.rs2:265; quests/quest_animalmagnetism/scripts/anma.rs2:273
varp,runemysteries,4,28,yes,"aubury, gnome_brimstail, guild_wizard",56,quests/quest_runemysteries/scripts/runemysteries_journal.rs2:6; quests/quest_runemysteries/scripts/runemysteries_journal.rs2:16; quests/quest_runemysteries/scripts/runemysteries_journal.rs2:34
varbit,vikingexile,4,236,yes,"haskell_rellekka, viking_brundt, vikingexile_brundt_island_multi, vikingexile_brundt_multi",84,quests/quest_fremennikexiles/scripts/fremennikexiles.rs2:12; quests/quest_fremennikexiles/scripts/fremennikexiles.rs2:24; quests/quest_fremennikexiles/scripts/fremennikexiles.rs2:26
varbit,blood_tithe_visible,4,5,yes,"burgh_gadderanks_multinpc, burgh_juve1_multinpc, burgh_juve2_multinpc, burgh_villager_tithe_multinpc",1,quests/quest_inaidofthemyreque/scripts/myreque2_fight.rs2:116
varp,seaslugquest,4,19,yes,"holgartland, kennith, kennith_land, kent_land",63,quests/quest_theslugmenace/scripts/slugmenace_tiffy.rs2:14; quests/quest_seaslug/scripts/seaslug_journal.rs2:4; quests/quest_seaslug/scripts/seaslug_journal.rs2:11
varbit,lost_tribe_quest,4,30,yes,"lost_tribe_guide, lost_tribe_mistag, lost_tribe_sigmund, lost_tribe_sigmund_ham",74,quests/quest_wanted/scripts/wanted_shared.rs2:14; quests/quest_cook/scripts/quest_cook.rs2:65; quests/quest_deathtothedorgeshuun/scripts/dttd_debug.rs2:35
varbit,enakh_where_is_lazim,4,4,yes,"enakh_lazim_altar_multinpc, enakh_lazim_fallen_statue_east_multinpc, enakh_lazim_pedestal_multinpc, enakh_lazim_statue_east_multinpc",6,quests/quest_enakhraslament/scripts/enakhraslament_quarry.rs2:87; quests/quest_enakhraslament/scripts/enakhraslament_quarry.rs2:168; quests/quest_enakhraslament/scripts/enakhraslament_temple.rs2:159
varbit,tol_prog,4,33,yes,"tol_homonculus_multi, tol_npc_efergy01_multi, tol_npc_mage01_multi, tol_npc_mage02_multi",53,quests/quest_toweroflife/scripts/tol_outfit.rs2:14; quests/quest_toweroflife/scripts/tol_outfit.rs2:48; quests/quest_toweroflife/scripts/tol_outfit.rs2:72
varbit,shayzienquest,4,51,yes,"phileas_rimor, raids_temple_duffy, raids_temple_gnosi, raids_temple_historian",71,quests/quest_taleoftherighteous/scripts/taleoftherighteous.rs2:10; quests/quest_taleoftherighteous/scripts/taleoftherighteous.rs2:15; quests/quest_taleoftherighteous/scripts/taleoftherighteous.rs2:17
varp,option_attackpriority_npc,3,15,yes,"fossil_zygomite_cap, slayer_mutated_zygomite_adolescent_cap, slayer_mutated_zygomite_adult_cap",3,interface_settings_side/scripts/settings_side.rs2:23; interface_settings_side/scripts/settings_side.rs2:23; interface_settings_side/scripts/settings_side.rs2:90
varbit,peng_multi_kgp,3,4,yes,"peng_multi_kgp, peng_multi_kgp_booth, peng_noodle_multi",10,quests/quest_coldwar/scripts/coldwar_debug.rs2:7; quests/quest_coldwar/scripts/coldwar_debug.rs2:19; quests/quest_coldwar/scripts/coldwar_debug.rs2:75
varp,brain_quest_var,3,35,yes,"brain_island_fenkenstrain, brain_island_tranquility, brain_tranquility",73,quests/quest_fenkenstrain/scripts/fenkenstrain.rs2:175; quests/quest_fenkenstrain/scripts/fenkenstrain.rs2:175; quests/quest_thegreatbrainrobbery/scripts/brain_door.rs2:38
varbit,deserttreasure,3,19,yes,"azzanadra, fourdiamonds_elder, fourdiamonds_elder2",71,quests/quest_recipefordisaster/scripts/recipefordisaster_finale.rs2:13; quests/quest_recipefordisaster/scripts/recipefordisaster_finale.rs2:80; quests/quest_deserttreasure/scripts/deserttreasure.rs2:3
varbit,fd_icewarrior_subquest,3,10,yes,"fourdiamonds_troll_child, troll_frozen_1, troll_frozen_2",4,quests/quest_deserttreasure/scripts/deserttreasure.rs2:910; quests/quest_deserttreasure/scripts/deserttreasure.rs2:1066; quests/quest_deserttreasure/scripts/deserttreasure.rs2:1078
varp,priestperil,3,62,yes,"priestperilguarddog, priestperiltrappedmonk, priestperiltrappedmonk2",89,quests/quest_makinghistory/scripts/makinghistory_jorral.rs2:139; quests/quest_priestperil/scripts/mausoleum_drezel.rs2:7; quests/quest_priestperil/scripts/mausoleum_drezel.rs2:9
varbit,lunar_quest_main,3,421,yes,"lunar_fremennik_pirate, lunar_pirate_cabin_boy, lunar_pirate_captain",106,quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1351; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1370; quests/quest_lunardiplomacy/scripts/lunardip_staff.rs2:8
varp,crestquest,3,39,yes,"avan, caleb_fitzharmon, johnathon_fitzharmon",54,quests/quest_recipefordisaster/scripts/recipefordisaster_amikvarze.rs2:130; quests/quest_crest/scripts/crest_avan.rs2:7; quests/quest_crest/scripts/crest_avan.rs2:17
varbit,arcquest,3,20,yes,"arcquest_mori, arcquest_mori_postquest, trobin_arceuus_focus",83,quests/scripts/quest_cheat.rs2:131; quests/scripts/quest_cheat.rs2:134; quests/quest_ascentofarceuus/scripts/ascentofarceuus.rs2:15
varbit,golem_a,2,2,yes,"magic_carpet_multi_monkey2, magic_carpet_seller5",40,quests/quest_shadowstorm/scripts/shadowstorm_dye.rs2:120; quests/quest_shadowstorm/scripts/shadowstorm.rs2:10; quests/quest_shadowstorm/scripts/shadowstorm.rs2:202
varp,regicide_quest,2,25,yes,"recruiter, regicide_old_camp_tracker",78,quests/quest_biohazard/scripts/chemist.rs2:61; quests/quest_rovingelves/scripts/rovingelves_islwyn.rs2:24; quests/quest_regicide/scripts/regicide_tyras_lazy_guard.rs2:5
varbit,agrith_convinced_dave,2,2,yes,agrith_dave_in_passage,4,quests/quest_shadowstorm/scripts/shadowstorm_ritual.rs2:25; quests/quest_shadowstorm/scripts/shadowstorm_ritual.rs2:154; quests/quest_shadowstorm/scripts/shadowstorm_ritual.rs2:163
varbit,agrith_badden_uzer,2,2,yes,agrith_badden_uzer,8,quests/quest_shadowstorm/scripts/shadowstorm_dye.rs2:122; quests/quest_shadowstorm/scripts/shadowstorm.rs2:82; quests/quest_shadowstorm/scripts/shadowstorm.rs2:109
varbit,agrith_reen_uzer,2,2,yes,agrith_reen_uzer,4,quests/quest_shadowstorm/scripts/shadowstorm.rs2:44; quests/quest_shadowstorm/scripts/shadowstorm.rs2:51; quests/quest_shadowstorm/scripts/shadowstorm_ritual.rs2:25
varp,mm_main,2,11,yes,grandtree_glough,63,quests/quest_recipefordisaster/scripts/recipefordisaster_monkey.rs2:9; quests/quest_recipefordisaster/scripts/recipefordisaster_monkey.rs2:116; quests/quest_grandtree/scripts/foreman.rs2:8
varbit,myarm_barnabyswap,2,2,yes,"captain_barnaby, myarm_barnaby",4,quests/quest_myarmsbigadventure/scripts/maba_debug.rs2:13; quests/quest_myarmsbigadventure/scripts/maba_debug.rs2:56; quests/quest_myarmsbigadventure/scripts/maba_travel.rs2:6
varp,abyssal_miniquest,2,9,yes,"rcu_zammy_mage1, rcu_zammy_mage1_edge",28,quests/quest_templeoftheeye/scripts/templeoftheeye.rs2:95; quests/quest_entertheabyss/scripts/entertheabyss.rs2:29; quests/quest_entertheabyss/scripts/entertheabyss.rs2:57
varbit,anma_main,2,54,yes,nasty_tree,104,quests/quest_animalmagnetism/scripts/anma.rs2:51; quests/quest_animalmagnetism/scripts/anma.rs2:72; quests/quest_animalmagnetism/scripts/anma.rs2:75
varbit,dream_prog,2,15,yes,"dream_birds_eye_jack_multi, lunar_pirate_navigator_multi",41,quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1370; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:1370; quests/quest_dreammentor/scripts/dreammentor_shared.rs2:57
varbit,myq3_safalaan_visible,2,2,yes,"myreque_pt3_multi_safalaan_basecamp, myreque_pt3_multi_safalaan_castle",2,quests/quest_darknessofhallowvale/scripts/doh_shared.rs2:124; quests/quest_darknessofhallowvale/scripts/doh_shared.rs2:216
varbit,golem_clay,2,6,yes,golem_golem,4,quests/quest_golem/scripts/golem.rs2:138; quests/quest_golem/scripts/golem.rs2:148; quests/quest_golem/scripts/golem_portal.rs2:285
varbit,burgh_bank_teller,2,2,yes,"burgh_actual_bank_teller_multinpc, burgh_potential_bank_teller_multinpc",1,quests/quest_inaidofthemyreque/scripts/myreque2_bank.rs2:47
varbit,devious_monk,2,2,yes,"devious_monk_dead, devious_monk_hooded",4,quests/quest_makinghistory/scripts/makinghistory_ghost.rs2:9; quests/quest_deviousminds/scripts/deviousminds_monk.rs2:10; quests/quest_deviousminds/scripts/deviousminds_monk.rs2:82
varbit,slug2_npc_track1,2,3,yes,"slug2_holgart_jeb, slug2_invisi_lobster",5,quests/quest_theslugmenace/scripts/slugmenace_witchaven.rs2:16; quests/quest_theslugmenace/scripts/slugmenace_witchaven.rs2:146; quests/quest_theslugmenace/scripts/slugmenace_debug.rs2:7
varbit,dwarfrock_quest,2,13,yes,"dwarfrock_multi_dondakan, dwarfrock_multi_gold_boatman",58,quests/quest_betweenarock/scripts/betweenarock_travel.rs2:101; quests/quest_betweenarock/scripts/betweenarock_schematics.rs2:21; quests/quest_betweenarock/scripts/betweenarock_schematics.rs2:25
varp,treequest,2,20,yes,"elkoy, elkoy_village",128,quests/quest_grandtree/scripts/king_narnode.rs2:25; quests/quest_tree/scripts/khazard_warlord.rs2:4; quests/quest_tree/scripts/khazard_warlord.rs2:10
varp,itgronigen,2,9,yes,"observatory_professor_multi, observatory_professor_multi2",32,quests/scripts/quest_cheat.rs2:883; quests/scripts/quest_cheat.rs2:886; quests/quest_itgronigen/scripts/spirit_of_scorpius.rs2:5
varbit,handsand_sandy_multi,2,2,yes,"handsand_sandy, handsand_sandy_looking",3,quests/quest_handinthesand/scripts/handsand_sandy.rs2:6; quests/quest_handinthesand/scripts/handsand_sandy.rs2:65; quests/quest_handinthesand/scripts/handsand_sandy.rs2:163
varbit,ds2_frem,2,52,yes,"torfinn_rellekka, torfinn_ungael",4,quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:39; quests/quest_dragonslayer2/scripts/dragonslayer2.rs2:947; minigames/minigame_vorkath/scripts/vorkath.rs2:71
varbit,piscquest,2,14,yes,"piscquest_official, piscquest_target",74,quests/quest_queenofthieves/scripts/queenofthieves_locs.rs2:7; quests/quest_queenofthieves/scripts/queenofthieves_locs.rs2:8; quests/quest_queenofthieves/scripts/queenofthieves_locs.rs2:14
varp,routequest,2,160,yes,"route_harold_evans, route_sani_piliu",32,quests/quest_routequest/scripts/routequest_journal.rs2:4; quests/quest_routequest/scripts/routequest_journal.rs2:15; quests/quest_routequest/scripts/routequest_journal.rs2:25
varbit,prif_learnt_crystal_singing,2,4,yes,"prif_singer1_multi, prif_singer2_multi",1,minigames/minigame_gauntlet/scripts/crystal_npcs.rs2:26
varbit,bim_marley,2,45,yes,"bim_marley_edge, bim_marley_temple_outside",17,quests/quest_belowicemountain/scripts/belowicemountain.rs2:34; quests/quest_belowicemountain/scripts/belowicemountain.rs2:207; quests/quest_belowicemountain/scripts/belowicemountain.rs2:215
varbit,bim_checkal,2,41,yes,"bim_checkal_barb, bim_checkal_temple_outside",15,quests/quest_belowicemountain/scripts/belowicemountain.rs2:34; quests/quest_belowicemountain/scripts/belowicemountain.rs2:40; quests/quest_belowicemountain/scripts/belowicemountain.rs2:146
varbit,bim_burntof,2,45,yes,"bim_burntof_pub, bim_burntof_temple_outside",15,quests/quest_belowicemountain/scripts/belowicemountain.rs2:34; quests/quest_belowicemountain/scripts/belowicemountain.rs2:317; quests/quest_belowicemountain/scripts/belowicemountain.rs2:325
varp,legendsquest,2,101,yes,"radimus_erkle_guild, radimus_erkle_hut",167,quests/scripts/quest_cheat.rs2:739; quests/scripts/quest_cheat.rs2:742; quests/quest_legends/scripts/radimus_erkle.rs2:6
varbit,akd_lovakengj_helped,2,15,yes,"akd_jorra, lovakengj_assistant",6,quests/quest_kingdomdivided/scripts/kingdomdivided.rs2:11; quests/quest_kingdomdivided/scripts/kingdomdivided.rs2:148; quests/quest_kingdomdivided/scripts/kingdomdivided.rs2:273
varbit,myarm_dwarfjoke,1,1,yes,myarm_troll_deaddwarf_multi,1,quests/quest_myarmsbigadventure/scripts/maba_debug.rs2:11
varbit,regicide_given_rabbit,1,1,yes,regicide_tyras_lazy_guard,8,quests/quest_regicide/scripts/regicide_tyras_lazy_guard.rs2:5; quests/quest_regicide/scripts/regicide_tyras_lazy_guard.rs2:7; quests/quest_regicide/scripts/regicide_tyras_lazy_guard.rs2:12
varp,chompybird,1,67,yes,rantz,48,quests/quest_zogreflesheaters/scripts/zogreflesheaters.rs2:10; quests/quest_zogreflesheaters/scripts/zogreflesheaters.rs2:387; quests/quest_chompybird/scripts/fycie.rs2:4
varbit,fd_icewarrior_dadfree,1,2,yes,troll_block_1,4,quests/quest_deserttreasure/scripts/deserttreasure.rs2:1064; quests/quest_deserttreasure/scripts/deserttreasure.rs2:1077; quests/quest_deserttreasure/scripts/deserttreasure.rs2:1110
varbit,fd_icewarrior_mumfree,1,2,yes,troll_block_2,4,quests/quest_deserttreasure/scripts/deserttreasure.rs2:1065; quests/quest_deserttreasure/scripts/deserttreasure.rs2:1076; quests/quest_deserttreasure/scripts/deserttreasure.rs2:1110
varbit,feud_bandit_boss_vis,1,1,yes,feud_bandit_boss,2,quests/quest_thefeud/scripts/feud_confrontation.rs2:10; quests/quest_thefeud/scripts/feud_recruitment.rs2:241
varbit,peng_multi_hide,1,3,yes,peng_generic_surface_multi,12,quests/quest_coldwar/scripts/coldwar_larry.rs2:124; quests/quest_coldwar/scripts/coldwar_birdhide.rs2:2; quests/quest_coldwar/scripts/coldwar_birdhide.rs2:17
varbit,soulbane_tolna_pres,1,1,yes,soulbane_tolna_multi,3,quests/quest_soulsbane/scripts/soulsbane_tolna.rs2:95; quests/quest_soulsbane/scripts/soulsbane.rs2:197; quests/quest_soulsbane/scripts/soulsbane.rs2:268
varbit,mdaughter_bear_multi_state,1,1,yes,mdaughter_multi_bear,1,quests/quest_mountaindaughter/scripts/mountaindaughter_kendal.rs2:61
varbit,mm_daero,1,16,yes,mm_daero,32,quests/quest_grandtree/scripts/glough.rs2:18; quests/quest_mm/scripts/mm_puzzle.rs2:5; quests/quest_mm/scripts/mm_puzzle.rs2:28
varbit,mm_waydar,1,4,yes,mm_waydar,4,quests/quest_mm/scripts/mm_journal.rs2:88; quests/quest_mm/scripts/mm_waydar.rs2:4; quests/quest_mm/scripts/mm_waydar.rs2:53
varbit,mm_lumdo,1,8,yes,mm_lumdo,9,quests/quest_mm/scripts/mm_journal.rs2:94; quests/quest_mm/scripts/mm_journal.rs2:98; quests/quest_mm/scripts/mm_waydar.rs2:4
varbit,snakeboss_info,1,4,yes,snakeboss_priest,1,minigames/minigame_zulrah/scripts/zulrah.rs2:26
varbit,giantdwarf_quest,1,2,yes,dwarf_city_boatman_mines,142,quests/quest_giantdwarf/scripts/gdwarf_debug.rs2:5; quests/quest_giantdwarf/scripts/gdwarf_debug.rs2:50; quests/quest_giantdwarf/scripts/gdwarf_debug.rs2:53
varbit,fris_king,1,2,yes,fris_r_burgher,2,quests/quest_thefremennikisles/scripts/fris_debug.rs2:10; quests/quest_thefremennikisles/scripts/fris_shared.rs2:45
varbit,giantdwarf_model_state,1,8,yes,dwarf_city_shop_sculpture_model_multi,7,quests/quest_giantdwarf/scripts/gdwarf_debug.rs2:8; quests/quest_giantdwarf/scripts/gdwarf_debug.rs2:78; quests/quest_giantdwarf/scripts/gdwarf_debug.rs2:94
varp,fluffs,1,7,yes,gertrude,39,quests/quest_fluffs/scripts/quest_fluffs.rs2:23; quests/quest_fluffs/scripts/quest_fluffs.rs2:28; quests/quest_fluffs/scripts/quest_fluffs.rs2:30
varp,misc_quest,1,101,yes,misc_advisor_ghrim,56,quests/quest_royaltrouble/scripts/royal_journal.rs2:5; quests/quest_royaltrouble/scripts/royal_debug.rs2:5; quests/quest_royaltrouble/scripts/royal_shared.rs2:6
varbit,sheepherder_sheep_a,1,1,yes,herder_plaguesheep_1_enclosure,1,quests/quest_sheepherder/scripts/councillor_halgrive.rs2:71
varbit,sheepherder_sheep_b,1,1,yes,herder_plaguesheep_2_enclosure,1,quests/quest_sheepherder/scripts/councillor_halgrive.rs2:72
varbit,sheepherder_sheep_c,1,1,yes,herder_plaguesheep_3_enclosure,1,quests/quest_sheepherder/scripts/councillor_halgrive.rs2:73
varbit,sheepherder_sheep_d,1,1,yes,herder_plaguesheep_4_enclosure,1,quests/quest_sheepherder/scripts/councillor_halgrive.rs2:74
varp,fever_quest,1,131,yes,fever_port_ship_teach,58,quests/quest_cabinfever/scripts/cabinfever_shared.rs2:32; quests/quest_cabinfever/scripts/cabinfever_bill.rs2:3; quests/quest_cabinfever/scripts/cabinfever_bill.rs2:10
varbit,dttd_zanik_in_cellar,1,1,yes,dttd_zanik_cellar,6,quests/quest_deathtothedorgeshuun/scripts/dttd_start.rs2:6; quests/quest_deathtothedorgeshuun/scripts/dttd_start.rs2:37; quests/quest_deathtothedorgeshuun/scripts/dttd_start.rs2:83
varbit,zep_multi_piccard,1,2,yes,zep_multi_piccard,4,quests/quest_enlightenedjourney/scripts/ej_debug.rs2:22; quests/quest_enlightenedjourney/scripts/ej_shared.rs2:29; quests/quest_enlightenedjourney/scripts/ej_shared.rs2:150
varbit,zep_multi_cast,1,1,yes,zep_multi_assistant_cast,3,quests/quest_enlightenedjourney/scripts/ej_debug.rs2:23; quests/quest_enlightenedjourney/scripts/ej_shared.rs2:30; quests/quest_enlightenedjourney/scripts/ej_network.rs2:77
varbit,zep_multi_craft,1,1,yes,zep_multi_assistant_craft,3,quests/quest_enlightenedjourney/scripts/ej_debug.rs2:25; quests/quest_enlightenedjourney/scripts/ej_shared.rs2:32; quests/quest_enlightenedjourney/scripts/ej_network.rs2:125
varbit,zep_multi_varr,1,1,yes,zep_multi_assistant_varr,3,quests/quest_enlightenedjourney/scripts/ej_debug.rs2:26; quests/quest_enlightenedjourney/scripts/ej_shared.rs2:33; quests/quest_enlightenedjourney/scripts/ej_network.rs2:149
varbit,elid_rangingchannel,1,2,yes,elid_ranging_target_multinpc,3,quests/quest_spiritsoftheelid/scripts/elid_dungeon.rs2:174; quests/quest_spiritsoftheelid/scripts/elid_dungeon.rs2:179; quests/quest_spiritsoftheelid/scripts/elid_dungeon.rs2:185
varp,imp,1,3,yes,wizard_mizgog,10,quests/quest_imp/scripts/quest_imp.rs2:8; quests/quest_imp/scripts/imp_journal.rs2:6; quests/quest_imp/scripts/imp_journal.rs2:16
varp,phoenixgang,1,9,yes,jonny_the_beard,57,quests/quest_ethicallyacquiredantiquities/scripts/ethicallyacquiredantiquities.rs2:325; quests/quest_ethicallyacquiredantiquities/scripts/ethicallyacquiredantiquities.rs2:326; quests/quest_ethicallyacquiredantiquities/scripts/ethicallyacquiredantiquities.rs2:360
varp,barcrawl,1,4,yes,barbguard1,5,areas/area_yanille/scripts/dragon_bartender.rs2:6; areas/area_brimhaven/scripts/deadmans_bartender.rs2:6; areas/falador/scripts/barmaid.rs2:7
varbit,handsand_quest,1,161,yes,handsand_bert,85,quests/quest_handinthesand/scripts/handsand_bert.rs2:5; quests/quest_handinthesand/scripts/handsand_bert.rs2:14; quests/quest_handinthesand/scripts/handsand_bert.rs2:16
varbit,ahoy_questvar,1,5,yes,ahoy_akharanu_multi,52,quests/quest_ghostsahoy/scripts/ahoy_manual.rs2:11; quests/quest_ghostsahoy/scripts/ahoy_manual.rs2:46; quests/quest_ghostsahoy/scripts/ahoy_hub.rs2:12
varbit,makinghistory_melina_pres,1,1,yes,makinghistory_melina_multi,3,quests/quest_makinghistory/scripts/makinghistory_ghost.rs2:6; quests/quest_makinghistory/scripts/makinghistory_ghost.rs2:52; quests/quest_makinghistory/scripts/makinghistory_ghost.rs2:93
varbit,makinghistory_droalak_pres,1,1,yes,makinghistory_droalak_multi,3,quests/quest_makinghistory/scripts/makinghistory_jorral.rs2:72; quests/quest_makinghistory/scripts/makinghistory_ghost.rs2:6; quests/quest_makinghistory/scripts/makinghistory_ghost.rs2:71
varbit,feud_mayor_multivar,1,2,yes,feud_mayor,1,quests/quest_thefeud/scripts/feud_alimorrisane.rs2:58
varbit,feud_boss_vis,1,1,yes,feud_menap_boss,2,quests/quest_thefeud/scripts/feud_confrontation.rs2:9; quests/quest_thefeud/scripts/feud_recruitment.rs2:239
