algo   grid lvls    fov    yaw eye      scenery     sc_ct  radius      iters       time_s      ns/iter
heap*   104    1     90      0 center   def_w3d         4      25      10000     0.919844      91984.4
w3d     104    1     90      0 center   def_w3d         4      25      10000     0.936768      93676.8
heap*   104    1     90      0 center   rand20         20      25      10000     0.924446      92444.6
w3d     104    1     90      0 center   rand20         20      25      10000     0.926680      92668.0
heap*   104    1     90      0 corner   none            0      25      10000     0.498907      49890.7
w3d     104    1     90      0 corner   none            0      25      10000     0.720128      72012.8
heap*   104    1     90      0 corner   def_heap        4      25      10000     0.501821      50182.1
w3d     104    1     90      0 corner   def_heap        4      25      10000     0.725665      72566.5
heap*   104    1     90      0 corner   def_w3d         4      25      10000     0.500344      50034.4
w3d     104    1     90      0 corner   def_w3d         4      25      10000     0.726087      72608.7
heap*   104    1     90      0 corner   rand20         20      25      10000     0.500675      50067.5
w3d     104    1     90      0 corner   rand20         20      25      10000     0.719103      71910.3
heap*   104    1     90      0 edge     none            0      25      10000     0.668111      66811.1
w3d     104    1     90      0 edge     none            0      25      10000     0.812918      81291.8
heap*   104    1     90      0 edge     def_heap        4      25      10000     0.668638      66863.8
w3d     104    1     90      0 edge     def_heap        4      25      10000     0.812619      81261.9
heap*   104    1     90      0 edge     def_w3d         4      25      10000     0.674945      67494.5
w3d     104    1     90      0 edge     def_w3d         4      25      10000     0.820177      82017.7
heap*   104    1     90      0 edge     rand20         20      25      10000     0.669976      66997.6
w3d     104    1     90      0 edge     rand20         20      25      10000     0.808072      80807.2
heap*   104    1     90     45 center   none            0      25      10000     0.901523      90152.3
w3d     104    1     90     45 center   none            0      25      10000     0.903598      90359.8
heap*   104    1     90     45 center   def_heap        4      25      10000     0.904556      90455.6
w3d     104    1     90     45 center   def_heap        4      25      10000     0.906792      90679.2
heap    104    1     90     45 center   def_w3d         4      25      10000     0.904276      90427.6
w3d*    104    1     90     45 center   def_w3d         4      25      10000     0.898602      89860.2
heap    104    1     90     45 center   rand20         20      25      10000     0.921610      92161.0
w3d*    104    1     90     45 center   rand20         20      25      10000     0.910196      91019.6
heap*   104    1     90     45 corner   none            0      25      10000     0.514685      51468.5
w3d     104    1     90     45 corner   none            0      25      10000     0.735714      73571.4
heap*   104    1     90     45 corner   def_heap        4      25      10000     0.512779      51277.9
w3d     104    1     90     45 corner   def_heap        4      25      10000     0.734789      73478.9
heap*   104    1     90     45 corner   def_w3d         4      25      10000     0.515746      51574.6
w3d     104    1     90     45 corner   def_w3d         4      25      10000     0.735422      73542.2
heap*   104    1     90     45 corner   rand20         20      25      10000     0.520921      52092.1
w3d     104    1     90     45 corner   rand20         20      25      10000     0.734990      73499.0
heap    104    1     90     45 edge     none            0      25      10000     0.880527      88052.7
w3d*    104    1     90     45 edge     none            0      25      10000     0.870226      87022.6
heap    104    1     90     45 edge     def_heap        4      25      10000     0.878666      87866.6
w3d*    104    1     90     45 edge     def_heap        4      25      10000     0.878465      87846.5
heap    104    1     90     45 edge     def_w3d         4      25      10000     0.883428      88342.8
w3d*    104    1     90     45 edge     def_w3d         4      25      10000     0.876570      87657.0
heap    104    1     90     45 edge     rand20         20      25      10000     0.908942      90894.2
w3d*    104    1     90     45 edge     rand20         20      25      10000     0.882506      88250.6
heap*   104    1     90    180 center   none            0      25      10000     0.926869      92686.9
w3d     104    1     90    180 center   none            0      25      10000     0.936305      93630.5
heap*   104    1     90    180 center   def_heap        4      25      10000     0.935238      93523.8
w3d     104    1     90    180 center   def_heap        4      25      10000     0.944379      94437.9
heap    104    1     90    180 center   def_w3d         4      25      10000     0.951810      95181.0
w3d*    104    1     90    180 center   def_w3d         4      25      10000     0.931823      93182.3
heap    104    1     90    180 center   rand20         20      25      10000     0.950185      95018.5
w3d*    104    1     90    180 center   rand20         20      25      10000     0.936834      93683.4
heap*   104    1     90    180 corner   none            0      25      10000     0.752657      75265.7
w3d     104    1     90    180 corner   none            0      25      10000     0.859395      85939.5
heap*   104    1     90    180 corner   def_heap        4      25      10000     0.748596      74859.6
w3d     104    1     90    180 corner   def_heap        4      25      10000     0.848491      84849.1
heap*   104    1     90    180 corner   def_w3d         4      25      10000     0.751614      75161.4
w3d     104    1     90    180 corner   def_w3d         4      25      10000     0.854208      85420.8
heap*   104    1     90    180 corner   rand20         20      25      10000     0.758916      75891.6
w3d     104    1     90    180 corner   rand20         20      25      10000     0.856280      85628.0
heap*   104    1     90    180 edge     none            0      25      10000     0.724623      72462.3
w3d     104    1     90    180 edge     none            0      25      10000     0.822597      82259.7
heap*   104    1     90    180 edge     def_heap        4      25      10000     0.684824      68482.4
w3d     104    1     90    180 edge     def_heap        4      25      10000     0.808621      80862.1
heap*   104    1     90    180 edge     def_w3d         4      25      10000     0.686020      68602.0
w3d     104    1     90    180 edge     def_w3d         4      25      10000     0.814047      81404.7
heap*   104    1     90    180 edge     rand20         20      25      10000     0.697853      69785.3
w3d     104    1     90    180 edge     rand20         20      25      10000     0.810769      81076.9
heap*   104    1     90    360 center   none            0      25      10000     0.900840      90084.0
w3d     104    1     90    360 center   none            0      25      10000     0.922040      92204.0
heap*   104    1     90    360 center   def_heap        4      25      10000     0.905457      90545.7
w3d     104    1     90    360 center   def_heap        4      25      10000     0.922320      92232.0
heap*   104    1     90    360 center   def_w3d         4      25      10000     0.902961      90296.1
w3d     104    1     90    360 center   def_w3d         4      25      10000     0.922496      92249.6
heap*   104    1     90    360 center   rand20         20      25      10000     0.912372      91237.2
w3d     104    1     90    360 center   rand20         20      25      10000     0.924604      92460.4
heap*   104    1     90    360 corner   none            0      25      10000     0.497749      49774.9
w3d     104    1     90    360 corner   none            0      25      10000     0.719697      71969.7
heap*   104    1     90    360 corner   def_heap        4      25      10000     0.500686      50068.6
w3d     104    1     90    360 corner   def_heap        4      25      10000     0.723515      72351.5
heap*   104    1     90    360 corner   def_w3d         4      25      10000     0.509966      50996.6
w3d     104    1     90    360 corner   def_w3d         4      25      10000     0.733716      73371.6
heap*   104    1     90    360 corner   rand20         20      25      10000     0.506191      50619.1
w3d     104    1     90    360 corner   rand20         20      25      10000     0.728458      72845.8
heap*   104    1     90    360 edge     none            0      25      10000     0.669768      66976.8
w3d     104    1     90    360 edge     none            0      25      10000     0.810113      81011.3
heap*   104    1     90    360 edge     def_heap        4      25      10000     0.664668      66466.8
w3d     104    1     90    360 edge     def_heap        4      25      10000     0.820382      82038.2
heap*   104    1     90    360 edge     def_w3d         4      25      10000     0.672873      67287.3
w3d     104    1     90    360 edge     def_w3d         4      25      10000     0.824952      82495.2
heap*   104    1     90    360 edge     rand20         20      25      10000     0.678807      67880.7
w3d     104    1     90    360 edge     rand20         20      25      10000     0.829044      82904.4
heap    104    2     90      0 center   none            0      25      10000     1.508007     150800.7
w3d*    104    2     90      0 center   none            0      25      10000     1.469576     146957.6
heap    104    2     90      0 center   def_heap        4      25      10000     1.512641     151264.1
w3d*    104    2     90      0 center   def_heap        4      25      10000     1.462445     146244.5
heap    104    2     90      0 center   def_w3d         4      25      10000     1.496734     149673.4
w3d*    104    2     90      0 center   def_w3d         4      25      10000     1.429249     142924.9
heap    104    2     90      0 center   rand20         20      25      10000     1.497764     149776.4
w3d*    104    2     90      0 center   rand20         20      25      10000     1.425462     142546.2
heap*   104    2     90      0 corner   none            0      25      10000     0.632353      63235.3
w3d     104    2     90      0 corner   none            0      25      10000     1.068015     106801.5
heap*   104    2     90      0 corner   def_heap        4      25      10000     0.636263      63626.3
w3d     104    2     90      0 corner   def_heap        4      25      10000     1.069053     106905.3
heap*   104    2     90      0 corner   def_w3d         4      25      10000     0.634356      63435.6
w3d     104    2     90      0 corner   def_w3d         4      25      10000     1.072650     107265.0
heap*   104    2     90      0 corner   rand20         20      25      10000     0.634413      63441.3
w3d     104    2     90      0 corner   rand20         20      25      10000     1.071536     107153.6
heap*   104    2     90      0 edge     none            0      25      10000     0.999542      99954.2
w3d     104    2     90      0 edge     none            0      25      10000     1.249966     124996.6
heap*   104    2     90      0 edge     def_heap        4      25      10000     1.014979     101497.9
w3d     104    2     90      0 edge     def_heap        4      25      10000     1.229664     122966.4
heap*   104    2     90      0 edge     def_w3d         4      25      10000     0.996442      99644.2
w3d     104    2     90      0 edge     def_w3d         4      25      10000     1.230970     123097.0
heap*   104    2     90      0 edge     rand20         20      25      10000     0.997330      99733.0
w3d     104    2     90      0 edge     rand20         20      25      10000     1.230757     123075.7
heap    104    2     90     45 center   none            0      25      10000     1.480936     148093.6
w3d*    104    2     90     45 center   none            0      25      10000     1.386677     138667.7
heap    104    2     90     45 center   def_heap        4      25      10000     1.483014     148301.4
w3d*    104    2     90     45 center   def_heap        4      25      10000     1.410326     141032.6
heap    104    2     90     45 center   def_w3d         4      25      10000     1.506501     150650.1
w3d*    104    2     90     45 center   def_w3d         4      25      10000     1.420554     142055.4
heap    104    2     90     45 center   rand20         20      25      10000     1.520199     152019.9
w3d*    104    2     90     45 center   rand20         20      25      10000     1.413862     141386.2
heap*   104    2     90     45 corner   none            0      25      10000     0.656456      65645.6
w3d     104    2     90     45 corner   none            0      25      10000     1.109979     110997.9
heap*   104    2     90     45 corner   def_heap        4      25      10000     0.661006      66100.6
w3d     104    2     90     45 corner   def_heap        4      25      10000     1.095591     109559.1
heap*   104    2     90     45 corner   def_w3d         4      25      10000     0.657159      65715.9
w3d     104    2     90     45 corner   def_w3d         4      25      10000     1.094656     109465.6
heap*   104    2     90     45 corner   rand20         20      25      10000     0.657888      65788.8
w3d     104    2     90     45 corner   rand20         20      25      10000     1.085789     108578.9
heap    104    2     90     45 edge     none            0      25      10000     1.449701     144970.1
w3d*    104    2     90     45 edge     none            0      25      10000     1.338892     133889.2
heap    104    2     90     45 edge     def_heap        4      25      10000     1.434777     143477.7
w3d*    104    2     90     45 edge     def_heap        4      25      10000     1.326278     132627.8
heap    104    2     90     45 edge     def_w3d         4      25      10000     1.428876     142887.6
w3d*    104    2     90     45 edge     def_w3d         4      25      10000     1.330126     133012.6
heap    104    2     90     45 edge     rand20         20      25      10000     1.452082     145208.2
w3d*    104    2     90     45 edge     rand20         20      25      10000     1.346966     134696.6
heap    104    2     90    180 center   none            0      25      10000     1.520798     152079.8
w3d*    104    2     90    180 center   none            0      25      10000     1.448479     144847.9
heap    104    2     90    180 center   def_heap        4      25      10000     1.522822     152282.2
w3d*    104    2     90    180 center   def_heap        4      25      10000     1.447390     144739.0
heap    104    2     90    180 center   def_w3d         4      25      10000     1.528948     152894.8
w3d*    104    2     90    180 center   def_w3d         4      25      10000     1.449142     144914.2
heap    104    2     90    180 center   rand20         20      25      10000     1.546565     154656.5
w3d*    104    2     90    180 center   rand20         20      25      10000     1.455378     145537.8
heap*   104    2     90    180 corner   none            0      25      10000     1.079731     107973.1
w3d     104    2     90    180 corner   none            0      25      10000     1.249225     124922.5
heap*   104    2     90    180 corner   def_heap        4      25      10000     1.082599     108259.9
w3d     104    2     90    180 corner   def_heap        4      25      10000     1.252745     125274.5
heap*   104    2     90    180 corner   def_w3d         4      25      10000     1.087635     108763.5
w3d     104    2     90    180 corner   def_w3d         4      25      10000     1.242542     124254.2
heap*   104    2     90    180 corner   rand20         20      25      10000     1.073670     107367.0
w3d     104    2     90    180 corner   rand20         20      25      10000     1.257596     125759.6
heap*   104    2     90    180 edge     none            0      25      10000     1.033359     103335.9
w3d     104    2     90    180 edge     none            0      25      10000     1.233556     123355.6
heap*   104    2     90    180 edge     def_heap        4      25      10000     1.025982     102598.2
w3d     104    2     90    180 edge     def_heap        4      25      10000     1.232468     123246.8
heap*   104    2     90    180 edge     def_w3d         4      25      10000     1.027667     102766.7
w3d     104    2     90    180 edge     def_w3d         4      25      10000     1.231820     123182.0
heap*   104    2     90    180 edge     rand20         20      25      10000     1.035872     103587.2
w3d     104    2     90    180 edge     rand20         20      25      10000     1.239564     123956.4
heap    104    2     90    360 center   none            0      25      10000     1.482093     148209.3
w3d*    104    2     90    360 center   none            0      25      10000     1.432355     143235.5
heap    104    2     90    360 center   def_heap        4      25      10000     1.478446     147844.6
w3d*    104    2     90    360 center   def_heap        4      25      10000     1.422990     142299.0
heap    104    2     90    360 center   def_w3d         4      25      10000     1.481158     148115.8
w3d*    104    2     90    360 center   def_w3d         4      25      10000     1.433165     143316.5
heap    104    2     90    360 center   rand20         20      25      10000     1.482065     148206.5
w3d*    104    2     90    360 center   rand20         20      25      10000     1.435671     143567.1
heap*   104    2     90    360 corner   none            0      25      10000     0.636503      63650.3
w3d     104    2     90    360 corner   none            0      25      10000     1.072317     107231.7
heap*   104    2     90    360 corner   def_heap        4      25      10000     0.635811      63581.1
w3d     104    2     90    360 corner   def_heap        4      25      10000     1.071208     107120.8
heap*   104    2     90    360 corner   def_w3d         4      25      10000     0.634097      63409.7
w3d     104    2     90    360 corner   def_w3d         4      25      10000     1.077277     107727.7
heap*   104    2     90    360 corner   rand20         20      25      10000     0.636980      63698.0
w3d     104    2     90    360 corner   rand20         20      25      10000     1.078979     107897.9
heap*   104    2     90    360 edge     none            0      25      10000     0.998177      99817.7
w3d     104    2     90    360 edge     none            0      25      10000     1.226782     122678.2
heap*   104    2     90    360 edge     def_heap        4      25      10000     0.989022      98902.2
w3d     104    2     90    360 edge     def_heap        4      25      10000     1.228660     122866.0
heap*   104    2     90    360 edge     def_w3d         4      25      10000     0.979864      97986.4
w3d     104    2     90    360 edge     def_w3d         4      25      10000     1.225060     122506.0
heap*   104    2     90    360 edge     rand20         20      25      10000     0.995999      99599.9
w3d     104    2     90    360 edge     rand20         20      25      10000     1.229801     122980.1
