algo    grid lvls    fov    yaw eye      scenery     sc_ct  radius      iters       time_s      ns/iter
w3d       51    2     90      0 center   rand20         20      25        100     0.010777     107768.0
bucket*   51    2     90      0 corner   none            0      25        100     0.003704      37038.0
w3d       51    2     90      0 corner   none            0      25        100     0.006779      67791.0
bucket*   51    2     90      0 corner   def_heap        4      25        100     0.003247      32471.0
w3d       51    2     90      0 corner   def_heap        4      25        100     0.006859      68586.0
bucket*   51    2     90      0 corner   def_w3d         4      25        100     0.003223      32233.0
w3d       51    2     90      0 corner   def_w3d         4      25        100     0.006504      65043.0
bucket*   51    2     90      0 corner   rand20         20      25        100     0.003374      33744.0
w3d       51    2     90      0 corner   rand20         20      25        100     0.006606      66064.0
bucket*   51    2     90      0 edge     none            0      25        100     0.004363      43631.0
w3d       51    2     90      0 edge     none            0      25        100     0.008490      84904.0
bucket*   51    2     90      0 edge     def_heap        4      25        100     0.004477      44766.0
w3d       51    2     90      0 edge     def_heap        4      25        100     0.008536      85362.0
bucket*   51    2     90      0 edge     def_w3d         4      25        100     0.004523      45231.0
w3d       51    2     90      0 edge     def_w3d         4      25        100     0.008453      84530.0
bucket*   51    2     90      0 edge     rand20         20      25        100     0.004712      47123.0
w3d       51    2     90      0 edge     rand20         20      25        100     0.008249      82492.0
bucket*   51    2     90     45 center   none            0      25        100     0.006337      63375.0
w3d       51    2     90     45 center   none            0      25        100     0.010173     101729.0
bucket*   51    2     90     45 center   def_heap        4      25        100     0.006116      61158.0
w3d       51    2     90     45 center   def_heap        4      25        100     0.010334     103337.0
bucket*   51    2     90     45 center   def_w3d         4      25        100     0.006176      61762.0
w3d       51    2     90     45 center   def_w3d         4      25        100     0.010631     106309.0
bucket*   51    2     90     45 center   rand20         20      25        100     0.006275      62749.0
w3d       51    2     90     45 center   rand20         20      25        100     0.010962     109621.0
bucket*   51    2     90     45 corner   none            0      25        100     0.003185      31847.0
w3d       51    2     90     45 corner   none            0      25        100     0.006563      65627.0
bucket*   51    2     90     45 corner   def_heap        4      25        100     0.003280      32801.0
w3d       51    2     90     45 corner   def_heap        4      25        100     0.006492      64925.0
bucket*   51    2     90     45 corner   def_w3d         4      25        100     0.003194      31945.0
w3d       51    2     90     45 corner   def_w3d         4      25        100     0.007023      70226.0
bucket*   51    2     90     45 corner   rand20         20      25        100     0.003210      32099.0
w3d       51    2     90     45 corner   rand20         20      25        100     0.006420      64201.0
bucket*   51    2     90     45 edge     none            0      25        100     0.005712      57117.0
w3d       51    2     90     45 edge     none            0      25        100     0.008992      89918.0
bucket*   51    2     90     45 edge     def_heap        4      25        100     0.005605      56048.0
w3d       51    2     90     45 edge     def_heap        4      25        100     0.009469      94685.0
bucket*   51    2     90     45 edge     def_w3d         4      25        100     0.006044      60443.0
w3d       51    2     90     45 edge     def_w3d         4      25        100     0.009637      96371.0
bucket*   51    2     90     45 edge     rand20         20      25        100     0.005902      59021.0
w3d       51    2     90     45 edge     rand20         20      25        100     0.009812      98116.0
bucket*   51    2     90    180 center   none            0      25        100     0.006187      61875.0
w3d       51    2     90    180 center   none            0      25        100     0.010475     104753.0
bucket*   51    2     90    180 center   def_heap        4      25        100     0.006030      60301.0
w3d       51    2     90    180 center   def_heap        4      25        100     0.010587     105866.0
bucket*   51    2     90    180 center   def_w3d         4      25        100     0.006095      60949.0
w3d       51    2     90    180 center   def_w3d         4      25        100     0.010390     103898.0
bucket*   51    2     90    180 center   rand20         20      25        100     0.006131      61310.0
w3d       51    2     90    180 center   rand20         20      25        100     0.011184     111843.0
bucket*   51    2     90    180 corner   none            0      25        100     0.004515      45146.0
w3d       51    2     90    180 corner   none            0      25        100     0.009078      90785.0
bucket*   51    2     90    180 corner   def_heap        4      25        100     0.004570      45704.0
w3d       51    2     90    180 corner   def_heap        4      25        100     0.009662      96624.0
bucket*   51    2     90    180 corner   def_w3d         4      25        100     0.004586      45858.0
w3d       51    2     90    180 corner   def_w3d         4      25        100     0.008151      81510.0
bucket*   51    2     90    180 corner   rand20         20      25        100     0.004416      44156.0
w3d       51    2     90    180 corner   rand20         20      25        100     0.008247      82472.0
bucket*   51    2     90    180 edge     none            0      25        100     0.004552      45517.0
w3d       51    2     90    180 edge     none            0      25        100     0.007988      79879.0
bucket*   51    2     90    180 edge     def_heap        4      25        100     0.005540      55404.0
w3d       51    2     90    180 edge     def_heap        4      25        100     0.008065      80646.0
bucket*   51    2     90    180 edge     def_w3d         4      25        100     0.005649      56487.0
w3d       51    2     90    180 edge     def_w3d         4      25        100     0.008199      81988.0
bucket*   51    2     90    180 edge     rand20         20      25        100     0.004508      45081.0
w3d       51    2     90    180 edge     rand20         20      25        100     0.009524      95236.0
bucket*   51    2     90    360 center   none            0      25        100     0.006129      61289.0
w3d       51    2     90    360 center   none            0      25        100     0.010530     105301.0
bucket*   51    2     90    360 center   def_heap        4      25        100     0.006375      63746.0
w3d       51    2     90    360 center   def_heap        4      25        100     0.010834     108344.0
bucket*   51    2     90    360 center   def_w3d         4      25        100     0.006680      66797.0
w3d       51    2     90    360 center   def_w3d         4      25        100     0.010577     105766.0
bucket*   51    2     90    360 center   rand20         20      25        100     0.006635      66351.0
w3d       51    2     90    360 center   rand20         20      25        100     0.011907     119069.0
bucket*   51    2     90    360 corner   none            0      25        100     0.003199      31988.0
w3d       51    2     90    360 corner   none            0      25        100     0.006575      65748.0
bucket*   51    2     90    360 corner   def_heap        4      25        100     0.003289      32893.0
w3d       51    2     90    360 corner   def_heap        4      25        100     0.006667      66674.0
bucket*   51    2     90    360 corner   def_w3d         4      25        100     0.003130      31302.0
w3d       51    2     90    360 corner   def_w3d         4      25        100     0.006864      68643.0
bucket*   51    2     90    360 corner   rand20         20      25        100     0.003336      33357.0
w3d       51    2     90    360 corner   rand20         20      25        100     0.006445      64454.0
bucket*   51    2     90    360 edge     none            0      25        100     0.004578      45778.0
w3d       51    2     90    360 edge     none            0      25        100     0.008240      82400.0
bucket*   51    2     90    360 edge     def_heap        4      25        100     0.004329      43290.0
w3d       51    2     90    360 edge     def_heap        4      25        100     0.010202     102016.0
bucket*   51    2     90    360 edge     def_w3d         4      25        100     0.004313      43133.0
w3d       51    2     90    360 edge     def_w3d         4      25        100     0.008445      84447.0
bucket*   51    2     90    360 edge     rand20         20      25        100     0.004429      44291.0
w3d       51    2     90    360 edge     rand20         20      25        100     0.008752      87519.0
bucket*   51    4     90      0 center   none            0      25        100     0.010205     102046.0
w3d       51    4     90      0 center   none            0      25        100     0.019288     192883.0
bucket*   51    4     90      0 center   def_heap        4      25        100     0.010413     104134.0
w3d       51    4     90      0 center   def_heap        4      25        100     0.019385     193850.0
bucket*   51    4     90      0 center   def_w3d         4      25        100     0.010581     105806.0
w3d       51    4     90      0 center   def_w3d         4      25        100     0.024926     249262.0
bucket*   51    4     90      0 center   rand20         20      25        100     0.013148     131481.0
w3d       51    4     90      0 center   rand20         20      25        100     0.026424     264238.0
bucket*   51    4     90      0 corner   none            0      25        100     0.004578      45782.0
w3d       51    4     90      0 corner   none            0      25        100     0.014193     141929.0
bucket*   51    4     90      0 corner   def_heap        4      25        100     0.005409      54093.0
w3d       51    4     90      0 corner   def_heap        4      25        100     0.013332     133317.0
bucket*   51    4     90      0 corner   def_w3d         4      25        100     0.004392      43920.0
w3d       51    4     90      0 corner   def_w3d         4      25        100     0.012428     124279.0
bucket*   51    4     90      0 corner   rand20         20      25        100     0.004552      45524.0
w3d       51    4     90      0 corner   rand20         20      25        100     0.031870     318697.0
bucket*   51    4     90      0 edge     none            0      25        100     0.012031     120312.0
w3d       51    4     90      0 edge     none            0      25        100     0.016926     169264.0
bucket*   51    4     90      0 edge     def_heap        4      25        100     0.008369      83693.0
w3d       51    4     90      0 edge     def_heap        4      25        100     0.022252     222518.0
bucket*   51    4     90      0 edge     def_w3d         4      25        100     0.010393     103926.0
w3d       51    4     90      0 edge     def_w3d         4      25        100     0.035113     351133.0
bucket*   51    4     90      0 edge     rand20         20      25        100     0.007402      74017.0
w3d       51    4     90      0 edge     rand20         20      25        100     0.015998     159978.0
bucket    51    4     90     45 center   none            0      25        100     0.047390     473899.0
w3d*      51    4     90     45 center   none            0      25        100     0.023653     236534.0
bucket*   51    4     90     45 center   def_heap        4      25        100     0.011397     113971.0
w3d       51    4     90     45 center   def_heap        4      25        100     0.019328     193276.0
bucket*   51    4     90     45 center   def_w3d         4      25        100     0.010601     106006.0
w3d       51    4     90     45 center   def_w3d         4      25        100     0.019024     190245.0
bucket*   51    4     90     45 center   rand20         20      25        100     0.010666     106662.0
w3d       51    4     90     45 center   rand20         20      25        100     0.020327     203271.0
bucket*   51    4     90     45 corner   none            0      25        100     0.004311      43114.0
w3d       51    4     90     45 corner   none            0      25        100     0.011742     117416.0
bucket*   51    4     90     45 corner   def_heap        4      25        100     0.004190      41897.0
w3d       51    4     90     45 corner   def_heap        4      25        100     0.011666     116659.0
bucket*   51    4     90     45 corner   def_w3d         4      25        100     0.004246      42456.0
w3d       51    4     90     45 corner   def_w3d         4      25        100     0.011784     117837.0
bucket*   51    4     90     45 corner   rand20         20      25        100     0.004269      42690.0
w3d       51    4     90     45 corner   rand20         20      25        100     0.012128     121277.0
bucket*   51    4     90     45 edge     none            0      25        100     0.009564      95636.0
w3d       51    4     90     45 edge     none            0      25        100     0.016631     166305.0
bucket*   51    4     90     45 edge     def_heap        4      25        100     0.009360      93597.0
w3d       51    4     90     45 edge     def_heap        4      25        100     0.018169     181686.0
bucket*   51    4     90     45 edge     def_w3d         4      25        100     0.009939      99395.0
w3d       51    4     90     45 edge     def_w3d         4      25        100     0.017880     178804.0
bucket*   51    4     90     45 edge     rand20         20      25        100     0.009632      96317.0
w3d       51    4     90     45 edge     rand20         20      25        100     0.018093     180933.0
bucket*   51    4     90    180 center   none            0      25        100     0.010804     108038.0
w3d       51    4     90    180 center   none            0      25        100     0.020476     204763.0
bucket*   51    4     90    180 center   def_heap        4      25        100     0.011288     112878.0
w3d       51    4     90    180 center   def_heap        4      25        100     0.020195     201955.0
bucket*   51    4     90    180 center   def_w3d         4      25        100     0.010765     107650.0
w3d       51    4     90    180 center   def_w3d         4      25        100     0.020633     206329.0
bucket*   51    4     90    180 center   rand20         20      25        100     0.012176     121764.0
w3d       51    4     90    180 center   rand20         20      25        100     0.021611     216110.0
bucket*   51    4     90    180 corner   none            0      25        100     0.007079      70787.0
w3d       51    4     90    180 corner   none            0      25        100     0.014918     149177.0
bucket*   51    4     90    180 corner   def_heap        4      25        100     0.007058      70575.0
w3d       51    4     90    180 corner   def_heap        4      25        100     0.016765     167652.0
bucket*   51    4     90    180 corner   def_w3d         4      25        100     0.007087      70868.0
w3d       51    4     90    180 corner   def_w3d         4      25        100     0.014829     148291.0
bucket*   51    4     90    180 corner   rand20         20      25        100     0.007360      73604.0
w3d       51    4     90    180 corner   rand20         20      25        100     0.014834     148345.0
bucket*   51    4     90    180 edge     none            0      25        100     0.007414      74136.0
w3d       51    4     90    180 edge     none            0      25        100     0.015499     154987.0
bucket*   51    4     90    180 edge     def_heap        4      25        100     0.007547      75468.0
w3d       51    4     90    180 edge     def_heap        4      25        100     0.015420     154204.0
bucket*   51    4     90    180 edge     def_w3d         4      25        100     0.007295      72952.0
w3d       51    4     90    180 edge     def_w3d         4      25        100     0.015410     154102.0
bucket*   51    4     90    180 edge     rand20         20      25        100     0.007552      75520.0
w3d       51    4     90    180 edge     rand20         20      25        100     0.015685     156851.0
bucket*   51    4     90    360 center   none            0      25        100     0.010855     108546.0
w3d       51    4     90    360 center   none            0      25        100     0.020304     203035.0
bucket*   51    4     90    360 center   def_heap        4      25        100     0.010823     108233.0
w3d       51    4     90    360 center   def_heap        4      25        100     0.020934     209337.0
bucket*   51    4     90    360 center   def_w3d         4      25        100     0.010976     109763.0
w3d       51    4     90    360 center   def_w3d         4      25        100     0.021519     215191.0
bucket*   51    4     90    360 center   rand20         20      25        100     0.011346     113464.0
w3d       51    4     90    360 center   rand20         20      25        100     0.020543     205431.0
bucket*   51    4     90    360 corner   none            0      25        100     0.004307      43073.0
w3d       51    4     90    360 corner   none            0      25        100     0.012354     123540.0
bucket*   51    4     90    360 corner   def_heap        4      25        100     0.004406      44056.0
w3d       51    4     90    360 corner   def_heap        4      25        100     0.012337     123367.0
bucket*   51    4     90    360 corner   def_w3d         4      25        100     0.004675      46753.0
w3d       51    4     90    360 corner   def_w3d         4      25        100     0.011739     117386.0
bucket*   51    4     90    360 corner   rand20         20      25        100     0.004449      44487.0
w3d       51    4     90    360 corner   rand20         20      25        100     0.011575     115745.0
bucket*   51    4     90    360 edge     none            0      25        100     0.008241      82410.0
w3d       51    4     90    360 edge     none            0      25        100     0.016111     161114.0
bucket*   51    4     90    360 edge     def_heap        4      25        100     0.007257      72573.0
w3d       51    4     90    360 edge     def_heap        4      25        100     0.017409     174091.0
bucket*   51    4     90    360 edge     def_w3d         4      25        100     0.007268      72680.0
w3d       51    4     90    360 edge     def_w3d         4      25        100     0.015893     158926.0
bucket*   51    4     90    360 edge     rand20         20      25        100     0.007768      77679.0
w3d       51    4     90    360 edge     rand20         20      25        100     0.016494     164943.0
bucket*  104    2     90      0 center   none            0      25        100     0.016829     168293.0
w3d      104    2     90      0 center   none            0      25        100     0.019576     195762.0
bucket*  104    2     90      0 center   def_heap        4      25        100     0.015659     156594.0
w3d      104    2     90      0 center   def_heap        4      25        100     0.019641     196408.0
bucket*  104    2     90      0 center   def_w3d         4      25        100     0.015932     159316.0
w3d      104    2     90      0 center   def_w3d         4      25        100     0.019828     198284.0
bucket*  104    2     90      0 center   rand20         20      25        100     0.015584     155838.0
w3d      104    2     90      0 center   rand20         20      25        100     0.019810     198098.0
bucket*  104    2     90      0 corner   none            0      25        100     0.011624     116235.0
w3d      104    2     90      0 corner   none            0      25        100     0.014782     147823.0
bucket*  104    2     90      0 corner   def_heap        4      25        100     0.011644     116436.0
w3d      104    2     90      0 corner   def_heap        4      25        100     0.015033     150326.0
bucket*  104    2     90      0 corner   def_w3d         4      25        100     0.011548     115479.0
w3d      104    2     90      0 corner   def_w3d         4      25        100     0.015241     152412.0
bucket*  104    2     90      0 corner   rand20         20      25        100     0.012187     121868.0
w3d      104    2     90      0 corner   rand20         20      25        100     0.014938     149384.0
bucket*  104    2     90      0 edge     none            0      25        100     0.013361     133608.0
w3d      104    2     90      0 edge     none            0      25        100     0.016504     165035.0
bucket*  104    2     90      0 edge     def_heap        4      25        100     0.013137     131369.0
w3d      104    2     90      0 edge     def_heap        4      25        100     0.016552     165521.0
bucket*  104    2     90      0 edge     def_w3d         4      25        100     0.013159     131587.0
w3d      104    2     90      0 edge     def_w3d         4      25        100     0.016648     166480.0
bucket*  104    2     90      0 edge     rand20         20      25        100     0.013375     133750.0
w3d      104    2     90      0 edge     rand20         20      25        100     0.016376     163756.0
bucket*  104    2     90     45 center   none            0      25        100     0.015319     153193.0
w3d      104    2     90     45 center   none            0      25        100     0.019167     191670.0
bucket*  104    2     90     45 center   def_heap        4      25        100     0.015698     156978.0
w3d      104    2     90     45 center   def_heap        4      25        100     0.020506     205059.0
bucket*  104    2     90     45 center   def_w3d         4      25        100     0.015505     155055.0
w3d      104    2     90     45 center   def_w3d         4      25        100     0.019534     195339.0
bucket*  104    2     90     45 center   rand20         20      25        100     0.015834     158339.0
w3d      104    2     90     45 center   rand20         20      25        100     0.019495     194949.0
bucket*  104    2     90     45 corner   none            0      25        100     0.011830     118296.0
w3d      104    2     90     45 corner   none            0      25        100     0.014588     145877.0
bucket*  104    2     90     45 corner   def_heap        4      25        100     0.011486     114862.0
w3d      104    2     90     45 corner   def_heap        4      25        100     0.014811     148114.0
bucket*  104    2     90     45 corner   def_w3d         4      25        100     0.011773     117734.0
w3d      104    2     90     45 corner   def_w3d         4      25        100     0.014684     146843.0
bucket*  104    2     90     45 corner   rand20         20      25        100     0.011787     117873.0
w3d      104    2     90     45 corner   rand20         20      25        100     0.014784     147840.0
bucket*  104    2     90     45 edge     none            0      25        100     0.015043     150428.0
w3d      104    2     90     45 edge     none            0      25        100     0.018772     187720.0
bucket*  104    2     90     45 edge     def_heap        4      25        100     0.015013     150126.0
w3d      104    2     90     45 edge     def_heap        4      25        100     0.018953     189527.0
bucket*  104    2     90     45 edge     def_w3d         4      25        100     0.014930     149304.0
w3d      104    2     90     45 edge     def_w3d         4      25        100     0.018637     186366.0
bucket*  104    2     90     45 edge     rand20         20      25        100     0.015306     153063.0
w3d      104    2     90     45 edge     rand20         20      25        100     0.018917     189172.0
bucket*  104    2     90    180 center   none            0      25        100     0.015834     158342.0
w3d      104    2     90    180 center   none            0      25        100     0.020391     203912.0
bucket*  104    2     90    180 center   def_heap        4      25        100     0.015528     155284.0
w3d      104    2     90    180 center   def_heap        4      25        100     0.019794     197944.0
bucket*  104    2     90    180 center   def_w3d         4      25        100     0.015745     157453.0
w3d      104    2     90    180 center   def_w3d         4      25        100     0.020454     204538.0
bucket*  104    2     90    180 center   rand20         20      25        100     0.015421     154214.0
w3d      104    2     90    180 center   rand20         20      25        100     0.020647     206468.0
bucket*  104    2     90    180 corner   none            0      25        100     0.014333     143335.0
w3d      104    2     90    180 corner   none            0      25        100     0.018221     182212.0
bucket*  104    2     90    180 corner   def_heap        4      25        100     0.014695     146954.0
w3d      104    2     90    180 corner   def_heap        4      25        100     0.017952     179523.0
bucket*  104    2     90    180 corner   def_w3d         4      25        100     0.014353     143534.0
w3d      104    2     90    180 corner   def_w3d         4      25        100     0.018698     186984.0
bucket*  104    2     90    180 corner   rand20         20      25        100     0.014536     145362.0
w3d      104    2     90    180 corner   rand20         20      25        100     0.017761     177611.0
bucket*  104    2     90    180 edge     none            0      25        100     0.013522     135225.0
w3d      104    2     90    180 edge     none            0      25        100     0.016448     164483.0
bucket*  104    2     90    180 edge     def_heap        4      25        100     0.013098     130984.0
w3d      104    2     90    180 edge     def_heap        4      25        100     0.016521     165206.0
bucket*  104    2     90    180 edge     def_w3d         4      25        100     0.013204     132042.0
w3d      104    2     90    180 edge     def_w3d         4      25        100     0.016676     166757.0
bucket*  104    2     90    180 edge     rand20         20      25        100     0.013620     136200.0
w3d      104    2     90    180 edge     rand20         20      25        100     0.017035     170352.0
bucket*  104    2     90    360 center   none            0      25        100     0.015606     156063.0
w3d      104    2     90    360 center   none            0      25        100     0.019724     197245.0
bucket*  104    2     90    360 center   def_heap        4      25        100     0.015365     153651.0
w3d      104    2     90    360 center   def_heap        4      25        100     0.019903     199028.0
bucket*  104    2     90    360 center   def_w3d         4      25        100     0.015441     154410.0
w3d      104    2     90    360 center   def_w3d         4      25        100     0.019901     199006.0
bucket*  104    2     90    360 center   rand20         20      25        100     0.015708     157083.0
w3d      104    2     90    360 center   rand20         20      25        100     0.019932     199317.0
bucket*  104    2     90    360 corner   none            0      25        100     0.011753     117535.0
w3d      104    2     90    360 corner   none            0      25        100     0.014805     148053.0
bucket*  104    2     90    360 corner   def_heap        4      25        100     0.011465     114649.0
w3d      104    2     90    360 corner   def_heap        4      25        100     0.014900     148997.0
bucket*  104    2     90    360 corner   def_w3d         4      25        100     0.011710     117101.0
w3d      104    2     90    360 corner   def_w3d         4      25        100     0.014748     147478.0
bucket*  104    2     90    360 corner   rand20         20      25        100     0.011759     117590.0
w3d      104    2     90    360 corner   rand20         20      25        100     0.015199     151987.0
bucket*  104    2     90    360 edge     none            0      25        100     0.013065     130655.0
w3d      104    2     90    360 edge     none            0      25        100     0.016533     165331.0
bucket*  104    2     90    360 edge     def_heap        4      25        100     0.013124     131242.0
w3d      104    2     90    360 edge     def_heap        4      25        100     0.017193     171925.0
bucket*  104    2     90    360 edge     def_w3d         4      25        100     0.013177     131775.0
w3d      104    2     90    360 edge     def_w3d         4      25        100     0.016587     165866.0
bucket*  104    2     90    360 edge     rand20         20      25        100     0.013181     131814.0
w3d      104    2     90    360 edge     rand20         20      25        100     0.016515     165154.0
bucket*  104    4     90      0 center   none            0      25        100     0.022654     226544.0
w3d      104    4     90      0 center   none            0      25        100     0.031034     310343.0
bucket*  104    4     90      0 center   def_heap        4      25        100     0.022772     227715.0
w3d      104    4     90      0 center   def_heap        4      25        100     0.030505     305051.0
bucket*  104    4     90      0 center   def_w3d         4      25        100     0.023023     230228.0
w3d      104    4     90      0 center   def_w3d         4      25        100     0.030684     306837.0
bucket*  104    4     90      0 center   rand20         20      25        100     0.022994     229941.0
w3d      104    4     90      0 center   rand20         20      25        100     0.031315     313148.0
bucket*  104    4     90      0 corner   none            0      25        100     0.015106     151065.0
w3d      104    4     90      0 corner   none            0      25        100     0.022784     227844.0
bucket*  104    4     90      0 corner   def_heap        4      25        100     0.015451     154512.0
w3d      104    4     90      0 corner   def_heap        4      25        100     0.021912     219124.0
bucket*  104    4     90      0 corner   def_w3d         4      25        100     0.015725     157252.0
w3d      104    4     90      0 corner   def_w3d         4      25        100     0.022340     223398.0
bucket*  104    4     90      0 corner   rand20         20      25        100     0.015564     155637.0
w3d      104    4     90      0 corner   rand20         20      25        100     0.022675     226750.0
bucket*  104    4     90      0 edge     none            0      25        100     0.018636     186357.0
w3d      104    4     90      0 edge     none            0      25        100     0.025950     259501.0
bucket*  104    4     90      0 edge     def_heap        4      25        100     0.018791     187909.0
w3d      104    4     90      0 edge     def_heap        4      25        100     0.026601     266008.0
bucket*  104    4     90      0 edge     def_w3d         4      25        100     0.018653     186530.0
w3d      104    4     90      0 edge     def_w3d         4      25        100     0.025843     258428.0
bucket*  104    4     90      0 edge     rand20         20      25        100     0.018525     185252.0
w3d      104    4     90      0 edge     rand20         20      25        100     0.025183     251825.0
bucket*  104    4     90     45 center   none            0      25        100     0.022821     228206.0
w3d      104    4     90     45 center   none            0      25        100     0.029463     294630.0
bucket*  104    4     90     45 center   def_heap        4      25        100     0.022678     226778.0
w3d      104    4     90     45 center   def_heap        4      25        100     0.029619     296189.0
bucket*  104    4     90     45 center   def_w3d         4      25        100     0.022380     223799.0
w3d      104    4     90     45 center   def_w3d         4      25        100     0.029771     297711.0
bucket*  104    4     90     45 center   rand20         20      25        100     0.022843     228430.0
w3d      104    4     90     45 center   rand20         20      25        100     0.029403     294029.0
bucket*  104    4     90     45 corner   none            0      25        100     0.015987     159867.0
w3d      104    4     90     45 corner   none            0      25        100     0.022515     225154.0
bucket*  104    4     90     45 corner   def_heap        4      25        100     0.014967     149670.0
w3d      104    4     90     45 corner   def_heap        4      25        100     0.022518     225177.0
bucket*  104    4     90     45 corner   def_w3d         4      25        100     0.015257     152573.0
w3d      104    4     90     45 corner   def_w3d         4      25        100     0.022178     221779.0
bucket*  104    4     90     45 corner   rand20         20      25        100     0.015412     154122.0
w3d      104    4     90     45 corner   rand20         20      25        100     0.022372     223723.0
bucket*  104    4     90     45 edge     none            0      25        100     0.022195     221947.0
w3d      104    4     90     45 edge     none            0      25        100     0.028653     286529.0
bucket*  104    4     90     45 edge     def_heap        4      25        100     0.021964     219636.0
w3d      104    4     90     45 edge     def_heap        4      25        100     0.029972     299723.0
bucket*  104    4     90     45 edge     def_w3d         4      25        100     0.022455     224550.0
w3d      104    4     90     45 edge     def_w3d         4      25        100     0.028467     284668.0
bucket*  104    4     90     45 edge     rand20         20      25        100     0.021836     218357.0
w3d      104    4     90     45 edge     rand20         20      25        100     0.028483     284834.0
bucket*  104    4     90    180 center   none            0      25        100     0.022650     226504.0
w3d      104    4     90    180 center   none            0      25        100     0.030301     303013.0
bucket*  104    4     90    180 center   def_heap        4      25        100     0.022761     227610.0
w3d      104    4     90    180 center   def_heap        4      25        100     0.031125     311252.0
bucket*  104    4     90    180 center   def_w3d         4      25        100     0.023086     230860.0
w3d      104    4     90    180 center   def_w3d         4      25        100     0.030543     305432.0
bucket*  104    4     90    180 center   rand20         20      25        100     0.022811     228110.0
w3d      104    4     90    180 center   rand20         20      25        100     0.030788     307877.0
bucket*  104    4     90    180 corner   none            0      25        100     0.019572     195721.0
w3d      104    4     90    180 corner   none            0      25        100     0.026176     261762.0
bucket*  104    4     90    180 corner   def_heap        4      25        100     0.019568     195677.0
w3d      104    4     90    180 corner   def_heap        4      25        100     0.026486     264858.0
bucket*  104    4     90    180 corner   def_w3d         4      25        100     0.019600     195998.0
w3d      104    4     90    180 corner   def_w3d         4      25        100     0.026778     267782.0
bucket*  104    4     90    180 corner   rand20         20      25        100     0.020623     206235.0
w3d      104    4     90    180 corner   rand20         20      25        100     0.026497     264967.0
bucket*  104    4     90    180 edge     none            0      25        100     0.019204     192045.0
w3d      104    4     90    180 edge     none            0      25        100     0.026069     260692.0
bucket*  104    4     90    180 edge     def_heap        4      25        100     0.019260     192596.0
w3d      104    4     90    180 edge     def_heap        4      25        100     0.026348     263476.0
bucket*  104    4     90    180 edge     def_w3d         4      25        100     0.019120     191204.0
w3d      104    4     90    180 edge     def_w3d         4      25        100     0.025995     259950.0
bucket*  104    4     90    180 edge     rand20         20      25        100     0.019315     193148.0
w3d      104    4     90    180 edge     rand20         20      25        100     0.026039     260387.0
bucket*  104    4     90    360 center   none            0      25        100     0.023570     235695.0
w3d      104    4     90    360 center   none            0      25        100     0.031413     314126.0
bucket*  104    4     90    360 center   def_heap        4      25        100     0.023458     234579.0
w3d      104    4     90    360 center   def_heap        4      25        100     0.031748     317485.0
bucket*  104    4     90    360 center   def_w3d         4      25        100     0.023464     234635.0
w3d      104    4     90    360 center   def_w3d         4      25        100     0.031656     316559.0
bucket*  104    4     90    360 center   rand20         20      25        100     0.023061     230607.0
w3d      104    4     90    360 center   rand20         20      25        100     0.032118     321183.0
bucket*  104    4     90    360 corner   none            0      25        100     0.016281     162809.0
w3d      104    4     90    360 corner   none            0      25        100     0.022347     223467.0
bucket*  104    4     90    360 corner   def_heap        4      25        100     0.016079     160789.0
w3d      104    4     90    360 corner   def_heap        4      25        100     0.022403     224029.0
bucket*  104    4     90    360 corner   def_w3d         4      25        100     0.015999     159992.0
w3d      104    4     90    360 corner   def_w3d         4      25        100     0.022725     227247.0
bucket*  104    4     90    360 corner   rand20         20      25        100     0.015682     156822.0
w3d      104    4     90    360 corner   rand20         20      25        100     0.022159     221594.0
bucket*  104    4     90    360 edge     none            0      25        100     0.019108     191076.0
w3d      104    4     90    360 edge     none            0      25        100     0.026480     264797.0
bucket*  104    4     90    360 edge     def_heap        4      25        100     0.018870     188702.0
w3d      104    4     90    360 edge     def_heap        4      25        100     0.025532     255324.0
bucket*  104    4     90    360 edge     def_w3d         4      25        100     0.018724     187241.0
w3d      104    4     90    360 edge     def_w3d         4      25        100     0.025417     254174.0
bucket*  104    4     90    360 edge     rand20         20      25        100     0.018870     188701.0
w3d      104    4     90    360 edge     rand20         20      25        100     0.026170     261703.0

--- aggregate over 192 scenarios ---
  world3d total: 34.2 ms  (178213.9 ns/iter mean)
  bucket  total: 22.9 ms  (119188.8 ns/iter mean)
  mean ratio bucket/world3d: 0.669
  scenarios where bucket slower: 1 / 192
