algo    grid lvls    fov    yaw eye      scenery     sc_ct  radius      iters       time_s      ns/iter
w3d      104    1     90      0 corner   none            0      25         50     0.003877      77540.0
bucket*  104    1     90      0 corner   def_heap        4      25         50     0.003279      65580.0
w3d      104    1     90      0 corner   def_heap        4      25         50     0.003702      74040.0
bucket*  104    1     90      0 corner   def_w3d         4      25         50     0.002715      54300.0
w3d      104    1     90      0 corner   def_w3d         4      25         50     0.003596      71920.0
bucket*  104    1     90      0 corner   rand20         20      25         50     0.002764      55280.0
w3d      104    1     90      0 corner   rand20         20      25         50     0.003867      77340.0
bucket*  104    1     90      0 edge     none            0      25         50     0.003080      61600.0
w3d      104    1     90      0 edge     none            0      25         50     0.003866      77320.0
bucket*  104    1     90      0 edge     def_heap        4      25         50     0.003216      64320.0
w3d      104    1     90      0 edge     def_heap        4      25         50     0.004322      86440.0
bucket*  104    1     90      0 edge     def_w3d         4      25         50     0.003104      62080.0
w3d      104    1     90      0 edge     def_w3d         4      25         50     0.004199      83980.0
bucket*  104    1     90      0 edge     rand20         20      25         50     0.003207      64140.0
w3d      104    1     90      0 edge     rand20         20      25         50     0.004175      83500.0
bucket*  104    1     90     45 center   none            0      25         50     0.004050      81000.0
w3d      104    1     90     45 center   none            0      25         50     0.004645      92900.0
bucket*  104    1     90     45 center   def_heap        4      25         50     0.003861      77220.0
w3d      104    1     90     45 center   def_heap        4      25         50     0.004446      88920.0
bucket*  104    1     90     45 center   def_w3d         4      25         50     0.003844      76880.0
w3d      104    1     90     45 center   def_w3d         4      25         50     0.004375      87500.0
bucket*  104    1     90     45 center   rand20         20      25         50     0.003969      79380.0
w3d      104    1     90     45 center   rand20         20      25         50     0.004565      91300.0
bucket*  104    1     90     45 corner   none            0      25         50     0.002755      55100.0
w3d      104    1     90     45 corner   none            0      25         50     0.003713      74260.0
bucket*  104    1     90     45 corner   def_heap        4      25         50     0.002743      54860.0
w3d      104    1     90     45 corner   def_heap        4      25         50     0.003698      73960.0
bucket*  104    1     90     45 corner   def_w3d         4      25         50     0.002912      58240.0
w3d      104    1     90     45 corner   def_w3d         4      25         50     0.003849      76980.0
bucket*  104    1     90     45 corner   rand20         20      25         50     0.003196      63920.0
w3d      104    1     90     45 corner   rand20         20      25         50     0.003880      77600.0
bucket*  104    1     90     45 edge     none            0      25         50     0.003648      72960.0
w3d      104    1     90     45 edge     none            0      25         50     0.004296      85920.0
bucket*  104    1     90     45 edge     def_heap        4      25         50     0.003806      76120.0
w3d      104    1     90     45 edge     def_heap        4      25         50     0.004610      92200.0
bucket   104    1     90     45 edge     def_w3d         4      25         50     0.004190      83800.0
w3d*     104    1     90     45 edge     def_w3d         4      25         50     0.004176      83520.0
bucket*  104    1     90     45 edge     rand20         20      25         50     0.004109      82180.0
w3d      104    1     90     45 edge     rand20         20      25         50     0.004627      92540.0
bucket*  104    1     90    180 center   none            0      25         50     0.003928      78560.0
w3d      104    1     90    180 center   none            0      25         50     0.004567      91340.0
bucket*  104    1     90    180 center   def_heap        4      25         50     0.004001      80020.0
w3d      104    1     90    180 center   def_heap        4      25         50     0.004808      96160.0
bucket*  104    1     90    180 center   def_w3d         4      25         50     0.003751      75020.0
w3d      104    1     90    180 center   def_w3d         4      25         50     0.004633      92660.0
bucket*  104    1     90    180 center   rand20         20      25         50     0.003843      76860.0
w3d      104    1     90    180 center   rand20         20      25         50     0.004672      93440.0
bucket*  104    1     90    180 corner   none            0      25         50     0.003410      68200.0
w3d      104    1     90    180 corner   none            0      25         50     0.004049      80980.0
bucket*  104    1     90    180 corner   def_heap        4      25         50     0.003231      64620.0
w3d      104    1     90    180 corner   def_heap        4      25         50     0.004439      88780.0
bucket*  104    1     90    180 corner   def_w3d         4      25         50     0.003294      65880.0
w3d      104    1     90    180 corner   def_w3d         4      25         50     0.004209      84180.0
bucket*  104    1     90    180 corner   rand20         20      25         50     0.003791      75820.0
w3d      104    1     90    180 corner   rand20         20      25         50     0.004427      88540.0
bucket*  104    1     90    180 edge     none            0      25         50     0.003140      62800.0
w3d      104    1     90    180 edge     none            0      25         50     0.004247      84940.0
bucket*  104    1     90    180 edge     def_heap        4      25         50     0.003256      65120.0
w3d      104    1     90    180 edge     def_heap        4      25         50     0.004242      84840.0
bucket*  104    1     90    180 edge     def_w3d         4      25         50     0.002936      58720.0
w3d      104    1     90    180 edge     def_w3d         4      25         50     0.003938      78760.0
bucket*  104    1     90    180 edge     rand20         20      25         50     0.003314      66280.0
w3d      104    1     90    180 edge     rand20         20      25         50     0.003853      77060.0
bucket*  104    1     90    360 center   none            0      25         50     0.004066      81320.0
w3d      104    1     90    360 center   none            0      25         50     0.004807      96140.0
bucket*  104    1     90    360 center   def_heap        4      25         50     0.003873      77460.0
w3d      104    1     90    360 center   def_heap        4      25         50     0.004731      94620.0
bucket*  104    1     90    360 center   def_w3d         4      25         50     0.003851      77020.0
w3d      104    1     90    360 center   def_w3d         4      25         50     0.004632      92640.0
bucket*  104    1     90    360 center   rand20         20      25         50     0.003934      78680.0
w3d      104    1     90    360 center   rand20         20      25         50     0.004660      93200.0
bucket*  104    1     90    360 corner   none            0      25         50     0.002567      51340.0
w3d      104    1     90    360 corner   none            0      25         50     0.003697      73940.0
bucket*  104    1     90    360 corner   def_heap        4      25         50     0.002953      59060.0
w3d      104    1     90    360 corner   def_heap        4      25         50     0.003790      75800.0
bucket*  104    1     90    360 corner   def_w3d         4      25         50     0.002674      53480.0
w3d      104    1     90    360 corner   def_w3d         4      25         50     0.003687      73740.0
bucket*  104    1     90    360 corner   rand20         20      25         50     0.002777      55540.0
w3d      104    1     90    360 corner   rand20         20      25         50     0.003756      75120.0
bucket*  104    1     90    360 edge     none            0      25         50     0.003278      65560.0
w3d      104    1     90    360 edge     none            0      25         50     0.004167      83340.0
bucket*  104    1     90    360 edge     def_heap        4      25         50     0.003139      62780.0
w3d      104    1     90    360 edge     def_heap        4      25         50     0.004293      85860.0
bucket*  104    1     90    360 edge     def_w3d         4      25         50     0.003032      60640.0
w3d      104    1     90    360 edge     def_w3d         4      25         50     0.004126      82520.0
bucket*  104    1     90    360 edge     rand20         20      25         50     0.003167      63340.0
w3d      104    1     90    360 edge     rand20         20      25         50     0.004138      82760.0
bucket   104    2     90      0 center   none            0      25         50     0.007256     145120.0
w3d*     104    2     90      0 center   none            0      25         50     0.007037     140740.0
bucket*  104    2     90      0 center   def_heap        4      25         50     0.007376     147520.0
w3d      104    2     90      0 center   def_heap        4      25         50     0.007395     147900.0
bucket   104    2     90      0 center   def_w3d         4      25         50     0.007549     150980.0
w3d*     104    2     90      0 center   def_w3d         4      25         50     0.007156     143120.0
bucket*  104    2     90      0 center   rand20         20      25         50     0.007570     151400.0
w3d      104    2     90      0 center   rand20         20      25         50     0.007696     153920.0
bucket*  104    2     90      0 corner   none            0      25         50     0.003746      74920.0
w3d      104    2     90      0 corner   none            0      25         50     0.005433     108660.0
bucket*  104    2     90      0 corner   def_heap        4      25         50     0.003557      71140.0
w3d      104    2     90      0 corner   def_heap        4      25         50     0.005186     103720.0
bucket*  104    2     90      0 corner   def_w3d         4      25         50     0.003488      69760.0
w3d      104    2     90      0 corner   def_w3d         4      25         50     0.005883     117660.0
bucket*  104    2     90      0 corner   rand20         20      25         50     0.003398      67960.0
w3d      104    2     90      0 corner   rand20         20      25         50     0.005147     102940.0
bucket*  104    2     90      0 edge     none            0      25         50     0.004558      91160.0
w3d      104    2     90      0 edge     none            0      25         50     0.006446     128920.0
bucket*  104    2     90      0 edge     def_heap        4      25         50     0.004433      88660.0
w3d      104    2     90      0 edge     def_heap        4      25         50     0.006542     130840.0
bucket*  104    2     90      0 edge     def_w3d         4      25         50     0.005070     101400.0
w3d      104    2     90      0 edge     def_w3d         4      25         50     0.006581     131620.0
bucket*  104    2     90      0 edge     rand20         20      25         50     0.004677      93540.0
w3d      104    2     90      0 edge     rand20         20      25         50     0.006167     123340.0
bucket   104    2     90     45 center   none            0      25         50     0.007695     153900.0
w3d*     104    2     90     45 center   none            0      25         50     0.007208     144160.0
bucket   104    2     90     45 center   def_heap        4      25         50     0.006812     136240.0
w3d*     104    2     90     45 center   def_heap        4      25         50     0.006763     135260.0
bucket*  104    2     90     45 center   def_w3d         4      25         50     0.006998     139960.0
w3d      104    2     90     45 center   def_w3d         4      25         50     0.007147     142940.0
bucket*  104    2     90     45 center   rand20         20      25         50     0.007121     142420.0
w3d      104    2     90     45 center   rand20         20      25         50     0.007124     142480.0
bucket*  104    2     90     45 corner   none            0      25         50     0.003770      75400.0
w3d      104    2     90     45 corner   none            0      25         50     0.005280     105600.0
bucket*  104    2     90     45 corner   def_heap        4      25         50     0.003567      71340.0
w3d      104    2     90     45 corner   def_heap        4      25         50     0.005456     109120.0
bucket*  104    2     90     45 corner   def_w3d         4      25         50     0.003907      78140.0
w3d      104    2     90     45 corner   def_w3d         4      25         50     0.005744     114880.0
bucket*  104    2     90     45 corner   rand20         20      25         50     0.003974      79480.0
w3d      104    2     90     45 corner   rand20         20      25         50     0.005388     107760.0
bucket   104    2     90     45 edge     none            0      25         50     0.007348     146960.0
w3d*     104    2     90     45 edge     none            0      25         50     0.007257     145140.0
bucket   104    2     90     45 edge     def_heap        4      25         50     0.007675     153500.0
w3d*     104    2     90     45 edge     def_heap        4      25         50     0.006945     138900.0
bucket   104    2     90     45 edge     def_w3d         4      25         50     0.006998     139960.0
w3d*     104    2     90     45 edge     def_w3d         4      25         50     0.006880     137600.0
bucket   104    2     90     45 edge     rand20         20      25         50     0.007609     152180.0
w3d*     104    2     90     45 edge     rand20         20      25         50     0.006668     133360.0
bucket*  104    2     90    180 center   none            0      25         50     0.006871     137420.0
w3d      104    2     90    180 center   none            0      25         50     0.006956     139120.0
bucket   104    2     90    180 center   def_heap        4      25         50     0.007807     156140.0
w3d*     104    2     90    180 center   def_heap        4      25         50     0.007526     150520.0
bucket   104    2     90    180 center   def_w3d         4      25         50     0.007492     149840.0
w3d*     104    2     90    180 center   def_w3d         4      25         50     0.006973     139460.0
bucket*  104    2     90    180 center   rand20         20      25         50     0.006887     137740.0
w3d      104    2     90    180 center   rand20         20      25         50     0.007521     150420.0
bucket*  104    2     90    180 corner   none            0      25         50     0.005128     102560.0
w3d      104    2     90    180 corner   none            0      25         50     0.006044     120880.0
bucket*  104    2     90    180 corner   def_heap        4      25         50     0.004612      92240.0
w3d      104    2     90    180 corner   def_heap        4      25         50     0.006278     125560.0
bucket*  104    2     90    180 corner   def_w3d         4      25         50     0.004756      95120.0
w3d      104    2     90    180 corner   def_w3d         4      25         50     0.005839     116780.0
bucket*  104    2     90    180 corner   rand20         20      25         50     0.004952      99040.0
w3d      104    2     90    180 corner   rand20         20      25         50     0.006669     133380.0
bucket*  104    2     90    180 edge     none            0      25         50     0.004868      97360.0
w3d      104    2     90    180 edge     none            0      25         50     0.006056     121120.0
bucket*  104    2     90    180 edge     def_heap        4      25         50     0.004629      92580.0
w3d      104    2     90    180 edge     def_heap        4      25         50     0.006210     124200.0
bucket*  104    2     90    180 edge     def_w3d         4      25         50     0.005029     100580.0
w3d      104    2     90    180 edge     def_w3d         4      25         50     0.006100     122000.0
bucket*  104    2     90    180 edge     rand20         20      25         50     0.004684      93680.0
w3d      104    2     90    180 edge     rand20         20      25         50     0.006167     123340.0
bucket   104    2     90    360 center   none            0      25         50     0.008695     173900.0
w3d*     104    2     90    360 center   none            0      25         50     0.007152     143040.0
bucket*  104    2     90    360 center   def_heap        4      25         50     0.006824     136480.0
w3d      104    2     90    360 center   def_heap        4      25         50     0.007076     141520.0
bucket   104    2     90    360 center   def_w3d         4      25         50     0.008020     160400.0
w3d*     104    2     90    360 center   def_w3d         4      25         50     0.006858     137160.0
bucket*  104    2     90    360 center   rand20         20      25         50     0.006980     139600.0
w3d      104    2     90    360 center   rand20         20      25         50     0.007104     142080.0
bucket*  104    2     90    360 corner   none            0      25         50     0.003357      67140.0
w3d      104    2     90    360 corner   none            0      25         50     0.005455     109100.0
bucket*  104    2     90    360 corner   def_heap        4      25         50     0.003563      71260.0
w3d      104    2     90    360 corner   def_heap        4      25         50     0.005327     106540.0
bucket*  104    2     90    360 corner   def_w3d         4      25         50     0.003345      66900.0
w3d      104    2     90    360 corner   def_w3d         4      25         50     0.005237     104740.0
bucket*  104    2     90    360 corner   rand20         20      25         50     0.003604      72080.0
w3d      104    2     90    360 corner   rand20         20      25         50     0.005444     108880.0
bucket*  104    2     90    360 edge     none            0      25         50     0.004384      87680.0
w3d      104    2     90    360 edge     none            0      25         50     0.005982     119640.0
bucket*  104    2     90    360 edge     def_heap        4      25         50     0.004586      91720.0
w3d      104    2     90    360 edge     def_heap        4      25         50     0.005971     119420.0
bucket*  104    2     90    360 edge     def_w3d         4      25         50     0.004213      84260.0
w3d      104    2     90    360 edge     def_w3d         4      25         50     0.006051     121020.0
bucket*  104    2     90    360 edge     rand20         20      25         50     0.004279      85580.0
w3d      104    2     90    360 edge     rand20         20      25         50     0.006061     121220.0
