algo    grid lvls    fov    yaw eye      scenery     sc_ct  radius      iters       time_s      ns/iter
bucket*   65    1     90    360 edge     rand20         20      25      10000     0.294811      29481.1
w3d       65    1     90    360 edge     rand20         20      25      10000     0.516728      51672.8
bucket*   65    2     90      0 center   none            0      25      10000     0.938153      93815.3
w3d       65    2     90      0 center   none            0      25      10000     1.044044     104404.4
bucket*   65    2     90      0 center   def_heap        4      25      10000     0.945593      94559.3
w3d       65    2     90      0 center   def_heap        4      25      10000     1.053112     105311.2
bucket*   65    2     90      0 center   def_w3d         4      25      10000     0.952240      95224.0
w3d       65    2     90      0 center   def_w3d         4      25      10000     1.051646     105164.6
bucket*   65    2     90      0 center   rand20         20      25      10000     1.005078     100507.8
w3d       65    2     90      0 center   rand20         20      25      10000     1.055755     105575.5
bucket*   65    2     90      0 corner   none            0      25      10000     0.292711      29271.1
w3d       65    2     90      0 corner   none            0      25      10000     0.730059      73005.9
bucket*   65    2     90      0 corner   def_heap        4      25      10000     0.293601      29360.1
w3d       65    2     90      0 corner   def_heap        4      25      10000     0.727361      72736.1
bucket*   65    2     90      0 corner   def_w3d         4      25      10000     0.293951      29395.1
w3d       65    2     90      0 corner   def_w3d         4      25      10000     0.733198      73319.8
bucket*   65    2     90      0 corner   rand20         20      25      10000     0.294003      29400.3
w3d       65    2     90      0 corner   rand20         20      25      10000     0.726401      72640.1
bucket*   65    2     90      0 edge     none            0      25      10000     0.493913      49391.3
w3d       65    2     90      0 edge     none            0      25      10000     0.879118      87911.8
bucket*   65    2     90      0 edge     def_heap        4      25      10000     0.491508      49150.8
w3d       65    2     90      0 edge     def_heap        4      25      10000     0.888788      88878.8
bucket*   65    2     90      0 edge     def_w3d         4      25      10000     0.497132      49713.2
w3d       65    2     90      0 edge     def_w3d         4      25      10000     0.889796      88979.6
bucket*   65    2     90      0 edge     rand20         20      25      10000     0.493205      49320.5
w3d       65    2     90      0 edge     rand20         20      25      10000     0.886623      88662.3
bucket*   65    2     90     45 center   none            0      25      10000     0.937910      93791.0
w3d       65    2     90     45 center   none            0      25      10000     1.016136     101613.6
bucket*   65    2     90     45 center   def_heap        4      25      10000     0.930673      93067.3
w3d       65    2     90     45 center   def_heap        4      25      10000     1.026769     102676.9
bucket*   65    2     90     45 center   def_w3d         4      25      10000     0.941504      94150.4
w3d       65    2     90     45 center   def_w3d         4      25      10000     1.039678     103967.8
bucket*   65    2     90     45 center   rand20         20      25      10000     0.960297      96029.7
w3d       65    2     90     45 center   rand20         20      25      10000     1.052786     105278.6
bucket*   65    2     90     45 corner   none            0      25      10000     0.301222      30122.2
w3d       65    2     90     45 corner   none            0      25      10000     0.745743      74574.3
bucket*   65    2     90     45 corner   def_heap        4      25      10000     0.305688      30568.8
w3d       65    2     90     45 corner   def_heap        4      25      10000     0.748012      74801.2
bucket*   65    2     90     45 corner   def_w3d         4      25      10000     0.304177      30417.7
w3d       65    2     90     45 corner   def_w3d         4      25      10000     0.742627      74262.7
bucket*   65    2     90     45 corner   rand20         20      25      10000     0.304539      30453.9
w3d       65    2     90     45 corner   rand20         20      25      10000     0.742379      74237.9
bucket*   65    2     90     45 edge     none            0      25      10000     0.880090      88009.0
w3d       65    2     90     45 edge     none            0      25      10000     0.972141      97214.1
bucket*   65    2     90     45 edge     def_heap        4      25      10000     0.898764      89876.4
w3d       65    2     90     45 edge     def_heap        4      25      10000     0.977870      97787.0
bucket*   65    2     90     45 edge     def_w3d         4      25      10000     0.889170      88917.0
w3d       65    2     90     45 edge     def_w3d         4      25      10000     0.956827      95682.7
bucket*   65    2     90     45 edge     rand20         20      25      10000     0.888828      88882.8
w3d       65    2     90     45 edge     rand20         20      25      10000     0.958956      95895.6
bucket*   65    2     90    180 center   none            0      25      10000     0.934492      93449.2
w3d       65    2     90    180 center   none            0      25      10000     1.037476     103747.6
bucket*   65    2     90    180 center   def_heap        4      25      10000     0.928892      92889.2
w3d       65    2     90    180 center   def_heap        4      25      10000     1.044833     104483.3
bucket*   65    2     90    180 center   def_w3d         4      25      10000     0.942709      94270.9
w3d       65    2     90    180 center   def_w3d         4      25      10000     1.041944     104194.4
bucket*   65    2     90    180 center   rand20         20      25      10000     0.940356      94035.6
w3d       65    2     90    180 center   rand20         20      25      10000     1.054148     105414.8
bucket*   65    2     90    180 corner   none            0      25      10000     0.496493      49649.3
w3d       65    2     90    180 corner   none            0      25      10000     0.842211      84221.1
bucket*   65    2     90    180 corner   def_heap        4      25      10000     0.501804      50180.4
w3d       65    2     90    180 corner   def_heap        4      25      10000     0.838114      83811.4
bucket*   65    2     90    180 corner   def_w3d         4      25      10000     0.502417      50241.7
w3d       65    2     90    180 corner   def_w3d         4      25      10000     0.839617      83961.7
bucket*   65    2     90    180 corner   rand20         20      25      10000     0.499241      49924.1
w3d       65    2     90    180 corner   rand20         20      25      10000     0.844204      84420.4
bucket*   65    2     90    180 edge     none            0      25      10000     0.498644      49864.4
w3d       65    2     90    180 edge     none            0      25      10000     0.884354      88435.4
bucket*   65    2     90    180 edge     def_heap        4      25      10000     0.497576      49757.6
w3d       65    2     90    180 edge     def_heap        4      25      10000     0.881626      88162.6
bucket*   65    2     90    180 edge     def_w3d         4      25      10000     0.501157      50115.7
w3d       65    2     90    180 edge     def_w3d         4      25      10000     0.884851      88485.1
bucket*   65    2     90    180 edge     rand20         20      25      10000     0.504969      50496.9
w3d       65    2     90    180 edge     rand20         20      25      10000     0.886994      88699.4
bucket*   65    2     90    360 center   none            0      25      10000     0.943936      94393.6
w3d       65    2     90    360 center   none            0      25      10000     1.035026     103502.6
bucket*   65    2     90    360 center   def_heap        4      25      10000     0.945489      94548.9
w3d       65    2     90    360 center   def_heap        4      25      10000     1.055586     105558.6
bucket*   65    2     90    360 center   def_w3d         4      25      10000     0.960424      96042.4
w3d       65    2     90    360 center   def_w3d         4      25      10000     1.056619     105661.9
bucket*   65    2     90    360 center   rand20         20      25      10000     0.964998      96499.8
w3d       65    2     90    360 center   rand20         20      25      10000     1.056949     105694.9
bucket*   65    2     90    360 corner   none            0      25      10000     0.294601      29460.1
w3d       65    2     90    360 corner   none            0      25      10000     0.731246      73124.6
bucket*   65    2     90    360 corner   def_heap        4      25      10000     0.296851      29685.1
w3d       65    2     90    360 corner   def_heap        4      25      10000     0.737501      73750.1
bucket*   65    2     90    360 corner   def_w3d         4      25      10000     0.295879      29587.9
w3d       65    2     90    360 corner   def_w3d         4      25      10000     0.730180      73018.0
bucket*   65    2     90    360 corner   rand20         20      25      10000     0.297907      29790.7
w3d       65    2     90    360 corner   rand20         20      25      10000     0.740115      74011.5
bucket*   65    2     90    360 edge     none            0      25      10000     0.489006      48900.6
w3d       65    2     90    360 edge     none            0      25      10000     0.885724      88572.4
bucket*   65    2     90    360 edge     def_heap        4      25      10000     0.495111      49511.1
w3d       65    2     90    360 edge     def_heap        4      25      10000     0.895337      89533.7
bucket*   65    2     90    360 edge     def_w3d         4      25      10000     0.500227      50022.7
w3d       65    2     90    360 edge     def_w3d         4      25      10000     0.894308      89430.8
bucket*   65    2     90    360 edge     rand20         20      25      10000     0.488321      48832.1
w3d       65    2     90    360 edge     rand20         20      25      10000     0.890679      89067.9
bucket    65    4     90      0 center   none            0      25      10000     3.742218     374221.8
w3d*      65    4     90      0 center   none            0      25      10000     1.942543     194254.3
bucket    65    4     90      0 center   def_heap        4      25      10000     3.734303     373430.3
w3d*      65    4     90      0 center   def_heap        4      25      10000     1.937336     193733.6
bucket    65    4     90      0 center   def_w3d         4      25      10000     3.716010     371601.0
w3d*      65    4     90      0 center   def_w3d         4      25      10000     1.936550     193655.0
bucket    65    4     90      0 center   rand20         20      25      10000     3.788147     378814.7
w3d*      65    4     90      0 center   rand20         20      25      10000     1.978113     197811.3
bucket*   65    4     90      0 corner   none            0      25      10000     0.445652      44565.2
w3d       65    4     90      0 corner   none            0      25      10000     1.316400     131640.0
bucket*   65    4     90      0 corner   def_heap        4      25      10000     0.447044      44704.4
w3d       65    4     90      0 corner   def_heap        4      25      10000     1.329585     132958.5
bucket*   65    4     90      0 corner   def_w3d         4      25      10000     0.443994      44399.4
w3d       65    4     90      0 corner   def_w3d         4      25      10000     1.320473     132047.3
bucket*   65    4     90      0 corner   rand20         20      25      10000     0.444657      44465.7
w3d       65    4     90      0 corner   rand20         20      25      10000     1.316389     131638.9
bucket*   65    4     90      0 edge     none            0      25      10000     1.132291     113229.1
w3d       65    4     90      0 edge     none            0      25      10000     1.622674     162267.4
bucket*   65    4     90      0 edge     def_heap        4      25      10000     1.116327     111632.7
w3d       65    4     90      0 edge     def_heap        4      25      10000     1.618901     161890.1
bucket*   65    4     90      0 edge     def_w3d         4      25      10000     1.124188     112418.8
w3d       65    4     90      0 edge     def_w3d         4      25      10000     1.628151     162815.1
bucket*   65    4     90      0 edge     rand20         20      25      10000     1.109602     110960.2
w3d       65    4     90      0 edge     rand20         20      25      10000     1.617804     161780.4
bucket    65    4     90     45 center   none            0      25      10000     3.620972     362097.2
w3d*      65    4     90     45 center   none            0      25      10000     1.892333     189233.3
bucket    65    4     90     45 center   def_heap        4      25      10000     3.593487     359348.7
w3d*      65    4     90     45 center   def_heap        4      25      10000     1.881285     188128.5
bucket    65    4     90     45 center   def_w3d         4      25      10000     3.581141     358114.1
w3d*      65    4     90     45 center   def_w3d         4      25      10000     1.880544     188054.4
bucket    65    4     90     45 center   rand20         20      25      10000     3.635054     363505.4
w3d*      65    4     90     45 center   rand20         20      25      10000     1.974213     197421.3
bucket*   65    4     90     45 corner   none            0      25      10000     0.450952      45095.2
w3d       65    4     90     45 corner   none            0      25      10000     1.324052     132405.2
bucket*   65    4     90     45 corner   def_heap        4      25      10000     0.451140      45114.0
w3d       65    4     90     45 corner   def_heap        4      25      10000     1.326417     132641.7
bucket*   65    4     90     45 corner   def_w3d         4      25      10000     0.469004      46900.4
w3d       65    4     90     45 corner   def_w3d         4      25      10000     1.332569     133256.9
bucket*   65    4     90     45 corner   rand20         20      25      10000     0.458762      45876.2
w3d       65    4     90     45 corner   rand20         20      25      10000     1.330136     133013.6
bucket    65    4     90     45 edge     none            0      25      10000     3.506976     350697.6
w3d*      65    4     90     45 edge     none            0      25      10000     1.760631     176063.1
bucket    65    4     90     45 edge     def_heap        4      25      10000     3.494412     349441.2
w3d*      65    4     90     45 edge     def_heap        4      25      10000     1.776214     177621.4
bucket    65    4     90     45 edge     def_w3d         4      25      10000     3.532219     353221.9
w3d*      65    4     90     45 edge     def_w3d         4      25      10000     1.796918     179691.8
bucket    65    4     90     45 edge     rand20         20      25      10000     3.531829     353182.9
w3d*      65    4     90     45 edge     rand20         20      25      10000     1.790952     179095.2
bucket    65    4     90    180 center   none            0      25      10000     3.944095     394409.5
w3d*      65    4     90    180 center   none            0      25      10000     2.000804     200080.4
bucket    65    4     90    180 center   def_heap        4      25      10000     3.937952     393795.2
w3d*      65    4     90    180 center   def_heap        4      25      10000     1.962707     196270.7
bucket    65    4     90    180 center   def_w3d         4      25      10000     3.942297     394229.7
w3d*      65    4     90    180 center   def_w3d         4      25      10000     1.955059     195505.9
bucket    65    4     90    180 center   rand20         20      25      10000     3.968956     396895.6
w3d*      65    4     90    180 center   rand20         20      25      10000     1.981154     198115.4
bucket*   65    4     90    180 corner   none            0      25      10000     1.152523     115252.3
w3d       65    4     90    180 corner   none            0      25      10000     1.533175     153317.5
bucket*   65    4     90    180 corner   def_heap        4      25      10000     1.158694     115869.4
w3d       65    4     90    180 corner   def_heap        4      25      10000     1.543783     154378.3
bucket*   65    4     90    180 corner   def_w3d         4      25      10000     1.183417     118341.7
w3d       65    4     90    180 corner   def_w3d         4      25      10000     1.544667     154466.7
bucket*   65    4     90    180 corner   rand20         20      25      10000     1.153373     115337.3
w3d       65    4     90    180 corner   rand20         20      25      10000     1.538135     153813.5
bucket*   65    4     90    180 edge     none            0      25      10000     1.184663     118466.3
w3d       65    4     90    180 edge     none            0      25      10000     1.651129     165112.9
bucket*   65    4     90    180 edge     def_heap        4      25      10000     1.180803     118080.3
w3d       65    4     90    180 edge     def_heap        4      25      10000     1.654936     165493.6
bucket*   65    4     90    180 edge     def_w3d         4      25      10000     1.183493     118349.3
w3d       65    4     90    180 edge     def_w3d         4      25      10000     1.654510     165451.0
bucket*   65    4     90    180 edge    
