id,name,combat_level,size,footprint_size,height,category,is_interactable,is_minimap_visible,is_pet,has_render_priority,render_priority,rotation_flag,low_priority_follower_ops,rotation_speed,width_scale,height_scale,ambient,contrast,stat_74,stat_75,stat_76,stat_77,stat_78,stat_79,varbit_id,varp_index,configs,op1,op2,op3,op4,op5,models,chathead_models,recolors,retextures,bas_type_id,anim_stand,anim_walk,anim_run,anim_idle_rot_left,anim_idle_rot_right,anim_rot180,anim_rot_left,anim_rot_right,anim_run_rot180,anim_run_rot_left,anim_run_rot_right,anim_crawl,anim_crawl_rot180,anim_crawl_rot_left,anim_crawl_rot_right,sound_idle,sound_crawl,sound_walk,sound_run,sound_radius,ambient_sound_volume,head_icons,params,record_bytes,decoded_bytes,stop_opcode
3400,Culinaromancer,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,12749 215 244 6131 13897 13330 12765 12750 181,39347 39842 39312 39267,4550>101 43928>43171 4626>20 123>37 6798>123 107>45 4540>93,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,93,93,-1
3401,,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,15231,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,19,19,-1
3402,,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,-1,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,21,21,-1
3403,Rohak,0,1,-1,-1,0,true,true,false,true,1,true,false,32,145,100,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,2970 2986 2984 7037 2980 10326,51677 51629,33>7863 5784>16462 4515>16462 61>9112 2578>6024 12>6028,142>295,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,93,93,-1
3404,Teplin Macagan,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,Decant flasks to vials,Decant potions to flasks,,66318,66317,,,2406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,103,103,-1
3405,Rohak,0,1,-1,-1,0,true,true,false,true,1,true,false,32,145,100,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,2970 2986 2984 7037 2980 10326,51677 51629,33>7863 5784>16462 4515>16462 61>9112 2578>6024 12>6028,,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,87,87,-1
3406,Icefiend,18,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,60,300,1,1,1,1,1,1,-1,-1,,,Attack,,,,33842,,,,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=0;5=0;7=0;9=0,81,81,-1
3407,Guard,21,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,28867 28869 28875,,10657>10388 10652>10392 8384>5285 7056>8472 78>45 66>37,,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=50;5=18;6=25;7=19;9=20;8=-4,134,134,-1
3408,Guard,21,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,28867 28868 28874,,10657>10388 10652>10392 8384>5285 7056>8472 78>45 66>37,,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=50;5=18;6=25;7=19;9=20;8=-4,134,134,-1
3409,Wild jade vine,167,3,-1,-1,0,true,true,false,false,0,true,false,0,128,128,20,100,1,1,1,1,1,1,-1,-1,,,Attack,,,,28965,,,,804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=40;5=40;7=40;9=40;8=40,92,92,-1
3410,Wild jade vine,167,3,-1,-1,0,true,true,false,false,0,true,false,0,128,128,20,100,1,1,1,1,1,1,-1,-1,,,Attack,,,,28968,,,,804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=80;5=80;7=80;9=80;8=80,92,92,-1
3411,Wild jade vine,167,3,-1,-1,0,true,true,false,false,0,true,false,0,128,128,20,100,1,1,1,1,1,1,-1,-1,,,Attack,,,,28948,,,,804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=80;5=80;7=80;9=80;8=80,92,92,-1
3412,Wild jade vine,167,3,-1,-1,0,true,true,false,false,0,true,false,0,128,128,20,100,1,1,1,1,1,1,-1,-1,,,Attack,,,,28956,,,,804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,6=80;5=80;7=80;9=80;8=80,92,92,-1
3413,Goblin Cook,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,24461 24490 24439 24480 24446 24452 24503,24213,,,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,57,57,-1
3414,Goblin Cook,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,24459 24481 24430 24479 24445 24453 24504,24212,,,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,57,57,-1
3415,Goblin Cook,0,1,-1,-1,0,true,true,false,false,0,true,false,1024,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,24459 24481 24430 24479 24445 24453 24504,24212,,,730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,47,47,-1
3416,Banker,0,1,-1,-1,0,true,true,false,true,1,true,false,0,128,128,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,Bank,Collect,,215 246 1549 1442,40033,47502>10279 47262>10291,,2157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,79,79,-1
3417,Commemorative statue,0,1,-1,-1,0,true,true,false,false,0,true,false,0,128,128,30,50,1,1,1,1,1,1,-1,-1,,,,,,,129,6318,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,43,43,-1
3418,Banker,0,1,-1,-1,0,true,true,false,true,1,true,false,0,128,128,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,Bank,Collect,,215 246 1513 1472,39651,47502>10279 47262>10291,,2157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,77,77,-1
3419,Ogre,53,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,Talk-To,Attack,,,,46146,31696,,,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=200;14=6;5=0;6=0;7=0;9=0;8=0,111,111,-1
3420,Mogre Guard,0,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,46157,31789,,,1478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,49,49,-1
3421,Crab,23,2,-1,-1,0,true,true,false,false,0,true,false,32,256,256,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,13799,,,,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,38,38,-1
3422,Mudskipper,30,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,13832,,,,749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,38,38,-1
3423,Mudskipper,31,2,-1,-1,0,true,true,false,false,0,true,false,32,256,256,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,13832,,,,749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,44,44,-1
3424,Crab,21,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,13799,,,,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,32,32,-1
3425,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13806,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,23,23,-1
3426,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,100,100,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13808,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,29,29,-1
3427,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,150,150,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13807,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,29,29,-1
3428,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13806,,4946>4 5062>24 5056>16 5051>8 2991>4,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,45,45,-1
3429,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,100,100,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13808,,4946>4 5062>24 5056>16 5051>8 2991>4,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,51,51,-1
3430,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,150,150,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13807,,4946>4 5062>24 5056>16 5051>8 2991>4,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,51,51,-1
3431,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13800,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,23,23,-1
3432,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,100,100,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13802,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,29,29,-1
3433,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,150,150,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13801,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,29,29,-1
3434,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13810,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,23,23,-1
3435,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,100,100,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13812,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,29,29,-1
3436,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,150,150,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13811,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,29,29,-1
3437,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13803,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,23,23,-1
3438,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,100,100,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13805,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,29,29,-1
3439,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,150,150,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13804,,,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,29,29,-1
3440,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,100,80,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13800,,11224>5828 11212>5819 33>5968 24>5832 8664>7630 8505>5819,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,55,55,-1
3441,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,80,80,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13802,,11224>5828 11212>5819 33>5968 24>5832 8664>7630 8505>5819,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,55,55,-1
3442,Fish,0,1,-1,-1,0,true,false,false,false,0,true,false,32,120,120,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13801,,11224>5828 11212>5819 33>5968 24>5832 8664>7630 8505>5819,,748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,55,55,-1
3443,Fish,0,2,-1,-1,0,true,false,false,false,0,true,false,15,256,256,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13834,,,,751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,34,34,-1
3444,Fish,0,2,-1,-1,0,true,false,false,false,0,true,false,15,256,256,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13836,,,,751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,34,34,-1
3445,Fish,0,3,-1,-1,0,true,false,false,false,0,true,false,15,300,300,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13835,,,,751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,34,34,-1
3446,Fish,0,2,-1,-1,0,true,false,false,false,0,true,false,15,256,256,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13834,,33740>52341 960>231 6606>47337 6589>46309,,751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,52,52,-1
3447,Fish,0,2,-1,-1,0,true,false,false,false,0,true,false,15,256,256,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13836,,33740>52341 960>231 6606>47337 6589>46309,,751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,52,52,-1
3448,Fish,0,3,-1,-1,0,true,false,false,false,0,true,false,15,300,300,25,0,1,1,1,1,1,1,-1,-1,,,,,,,13835,,33740>52341 960>231 6606>47337 6589>46309,,751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,52,52,-1
3449,Jogre,53,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,46138 40112,,,,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=200;14=6;5=0;6=0;7=0;9=0;8=0,97,97,-1
3450,Jogre,53,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,46163 40112,,,,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=200;14=6;5=0;6=0;7=0;9=0;8=0,97,97,-1
3451,Ogre,53,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,Talk-To,Attack,,,,46147 40110,31696,,,321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,641=200;14=6;5=0;6=0;7=0;9=0;8=0,115,115,-1
3452,? ? ? ?,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,230 246 292 167 10218 254 185 12771,39630,25238>0 8741>54561 43072>4550,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,59,59,-1
3453,? ? ? ?,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,25705 391 417 11360 11775 10706 11357 358 12771,39068 38891 38836,25238>7339 9529>200 24>94 43090>8381 43078>10442 6798>3893,359>257,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,87,87,-1
3454,? ? ? ?,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,230 185 251 313 160 176 267 13922 323 12771,39799 38096 39390,8078>926 8741>127 25238>926 4626>127 7700>926 11200>127,257>272,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,88,88,-1
3455,? ? ? ?,0,1,-1,-1,0,true,true,false,false,0,true,false,32,148,117,0,0,1,1,1,1,1,1,-1,-1,,,,,,,5430 246 310 163 179 3329 185 12771,38093,4626>8720 8741>5417 10004>522 4550>6697 4540>6687,257>254 313>254,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,80,80,-1
3456,? ? ? ?,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4015 4020 4023 4025 12771,39601,16701>16945 9152>111,228>426,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,54,54,-1
3457,? ? ? ?,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,377 405 462 348 353 421 360 12771,39041 38748,27548>11586 4550>11586 38814>21902 25238>21902 8741>21902 43072>11586 4540>11578,257>252 202>253,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,88,88,-1
3458,? ? ? ?,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,26890 26885 26892 26886 26889 26887 12771,39765,8741>90 43072>90,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,52,52,-1
3459,? ? ? ?,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,46484 12771,46676,,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,35,35,-1
3460,? ? ? ?,0,1,-1,-1,0,true,true,false,false,0,true,false,32,120,120,50,250,1,1,1,1,1,1,-1,-1,,,,,,,5226 5228 5225 5227 12771,38945,17467>18626,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,52,52,-1
3461,? ? ? ?,0,1,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,46483 556 12771,46677,25238>3484 8741>10543 43072>4550 6038>13611 54397>8472,,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,59,59,-1
3462,Commemorative statue,0,1,-1,-1,0,true,true,false,false,0,true,false,0,128,128,30,50,1,1,1,1,1,1,-1,-1,,,,,,,135,6318,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,43,43,-1
3463,Musician,0,1,-1,-1,0,true,true,false,false,0,true,false,0,128,128,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,Listen-to,,,47148 47170,47184,4892>5285 4899>5279,376>154,1541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,82,82,-1
3464,,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,,,,,2111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,19,19,-1
3465,Nung,0,2,-1,-1,0,true,true,false,false,0,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,46157,31789,,,1478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,42,42,-1
3466,Zomboat,0,2,-1,-1,0,true,true,false,false,0,false,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,Fire-at,,,,,64683,,,,1997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2901,3450,3450,3450,12,255,,14=6,59,59,-1
3467,Rantz,0,2,-1,-1,0,true,true,false,true,1,true,false,32,128,128,25,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,46169,31799,,,1476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,44,44,-1
3468,Commemorative statue,0,1,-1,-1,0,true,true,false,false,0,true,false,0,128,128,30,50,1,1,1,1,1,1,-1,-1,,,,,,,195,6318,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,43,43,-1
3469,,0,5,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,-1,,,,,,,,,,1044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,21,21,-1
3470,,0,5,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,-1,,,,,,,,,,1044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,21,21,-1
3471,Ogre boat,0,5,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,Board,,,,,32021 32022,31807,,,1044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,39,39,-1
3472,Ogre boat,0,5,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,Board,,,,,32021 32022,31807,,,1044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,39,39,-1
3473,Balloon Toad,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,13723,,,,767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,27,27,-1
3474,Balloon Toad,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,13723,,5790>49,,767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,33,33,-1
3475,Balloon Toad,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,13724,,,,766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,27,27,-1
3476,Jubbly bird,9,3,-1,-1,0,true,true,false,true,1,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,Attack,26863,,,,269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,40,40,-1
3477,Jubbly bird,0,3,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,Pluck,,26863,,,,768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,35,35,-1
3478,Cyclossus,156,3,-1,-1,0,true,true,false,true,1,true,false,32,140,140,0,0,1,1,1,1,1,1,-1,-1,,,Attack,,,,62354,,,,1929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,47,47,-1
3479,,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,-1,,,,,,,,,,2111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,23,23,-1
3480,Commemorative statue,0,1,-1,-1,0,true,true,false,false,0,true,false,0,128,128,30,50,1,1,1,1,1,1,-1,-1,,,,,,,111,6318,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,43,43,-1
3481,Mizaru,0,1,-1,-1,0,true,true,false,false,0,true,false,0,128,128,0,0,1,1,1,1,1,1,-1,-1,,Talk-to,,,,,13878 13879 13880,13891 13890,,,745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,47,47,-1
