id,name,examine,cost,is_members,tradeable,ge_tradeable,stacking_behaviour,team,weight,category,shift_click_drop_index,noted_id,noted_template,placeholder_id,placeholder_template,bought_id,bought_template,inv_model,wearpos_1,wearpos_2,wearpos_3,male_model_0,male_model_1,male_model_2,male_head_model,male_head_model_2,male_offset,female_model_0,female_model_1,female_model_2,female_head_model,female_head_model_2,female_offset,zoom2d,xan2d,yan2d,zan2d,offset_x2d,offset_y2d,resize_x,resize_y,resize_z,ambient,contrast,recolors,retextures,ground_op1,ground_op2,ground_op3,ground_op4,ground_op5,inv_op1,inv_op2,inv_op3,inv_op4,inv_op5,stack_ids,stack_counts,params,record_bytes,decoded_bytes,stop_opcode
3223,Naphtha mix,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3900,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1660,152,1976,0,-3,-3,128,128,128,0,0,61>127,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,53,53,-1
3224,Strip of cloth,,10,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2725,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1360,368,0,0,0,-15,128,128,128,0,0,7390>43115,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,55,55,-1
3225,Tinderbox,,0,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2742,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,24,24,-1
3226,Raw rabbit,,67,true,true,true,0,0,0,0,-2,3227,-1,-1,-1,-1,-1,11304,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,688,311,161,0,4,5,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=6,55,55,-1
3227,null,,1,false,true,false,0,0,0,0,-2,3226,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
3228,Cooked rabbit,,19,true,true,true,0,0,0,0,-2,3229,-1,-1,-1,-1,-1,11304,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,688,311,161,0,4,5,128,128,128,0,0,212>2613 204>5027,,,,,,,Eat,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=12;1397=1,85,85,-1
3229,null,,1,false,true,false,0,0,0,0,-2,3228,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
3230,Big book of bangs,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2543,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,840,256,152,0,0,0,128,128,128,0,0,10351>54482,,,,,,,Read,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,68,68,-1
3231,Picture,,1,false,true,false,0,0,0,0,-2,3232,-1,-1,-1,-1,-1,3888,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1890,496,0,0,-2,7,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,32,32,-1
3232,null,,1,false,true,false,0,0,0,0,-2,3231,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
3233,Picture,,1,false,true,false,0,0,0,0,-2,3234,-1,-1,-1,-1,-1,3889,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1890,496,0,0,-2,7,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,32,32,-1
3234,null,,1,false,true,false,0,0,0,0,-2,3233,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
3235,Picture,,1,false,true,false,0,0,0,0,-2,3236,-1,-1,-1,-1,-1,3890,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1890,496,0,0,-2,7,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,32,32,-1
3236,null,,1,false,true,false,0,0,0,0,-2,3235,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
3237,Picture,,1,false,true,false,0,0,0,0,-2,3238,-1,-1,-1,-1,-1,3891,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1890,496,0,0,-2,7,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,32,32,-1
3238,null,,1,false,true,false,0,0,0,0,-2,3237,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
3239,Bark,,1,true,true,true,0,0,0,0,-2,3240,-1,-1,-1,-1,-1,4125,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,176,1708,284,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=36,38,38,-1
3240,null,,1,false,true,false,0,0,0,0,-2,3239,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
3241,Man,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,40665,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,7140,0,1895,0,41,-100,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,29,29,-1
3242,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,10785,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1645,377,431,40,-3,1,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,28,28,-1
3243,Farmer,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,40669,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,7140,0,1895,0,41,-100,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,32,32,-1
3244,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,13888,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,6500,0,135,0,0,-47,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,19,19,-1
3245,Warrior woman,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,39066,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,7140,0,1895,0,41,-100,128,128,128,0,0,6798>6854,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,45,45,-1
3246,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,13560,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,3100,0,256,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,16,16,-1
3247,Rogue,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,39630,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,7140,0,1895,0,41,-100,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,31,31,-1
3248,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,13574,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,3300,0,175,0,18,-7,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3249,Guard,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,40664,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,7140,0,1895,0,41,-100,128,128,128,0,0,61>5652,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,37,37,-1
3250,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,10493,5,-1,-1,10493,-1,-1,-1,-1,0,10493,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3251,Knight of ardougne,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,40022,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,7140,0,1895,0,41,-100,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,44,44,-1
3252,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2521,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1940,572,0,0,0,1,128,128,128,0,0,25238>62928,,,,,,,Wear,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,40,40,-1
3253,Watchman,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,40681,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,7140,0,1895,0,41,-100,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,34,34,-1
3254,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2521,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1940,572,0,0,0,1,128,128,128,0,0,25238>62928,,,,,,,Wear,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,40,40,-1
3255,Paladin,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,40669,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,7140,0,1895,0,41,-100,128,128,128,0,0,6798>6854,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,39,39,-1
3256,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2521,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1940,572,0,0,0,1,128,128,128,0,0,25238>62928,,,,,,,Wear,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,40,40,-1
3257,Gnome,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,8257,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,6992,63,1902,0,63,-83,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,32,32,-1
3258,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2521,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1940,572,0,0,0,1,128,128,128,0,0,25238>62928,,,,,,,Wear,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,40,40,-1
3259,Hero,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,40669,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,7140,0,1895,0,41,-100,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,30,30,-1
3260,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,38892,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,4803,54,1953,0,12,-95,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,27,27,-1
3261,Goutweed,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,4057,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,800,581,1770,97,3,-1,128,128,128,0,0,22418>13596 22428>8493,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,23=29,62,62,-1
3262,Troll thistle,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,4067,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,700,128,1004,0,5,20,128,128,128,30,150,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,58,58,-1
3263,Dried thistle,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,4067,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,700,128,1004,0,5,20,128,128,128,30,150,14224>7461 13852>7461 17292>7461,,,,,,,Grind,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,79,79,-1
3264,Ground thistle,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2742,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1210,264,1892,0,-6,0,128,128,128,0,0,82>10529,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,58,58,-1
3265,Troll potion,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2789,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,550,84,1996,0,0,-1,128,128,128,0,0,61>12579,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,56,56,-1
3266,Drunk parrot,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,26865,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,960,138,304,0,15,-39,128,128,128,50,250,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,57,57,-1
3267,Dirty robe,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,4056,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2010,408,116,0,5,8,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,51,51,-1
3268,Fake man,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,4065,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2970,128,56,1900,-57,-24,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,52,52,-1
3269,Storeroom key,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3792,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,860,460,20,0,-9,-2,128,128,128,0,0,57>6453 49>6569,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,64,64,-1
3270,Alco-chunks,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2573,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,870,244,2004,36,1,96,128,128,128,0,0,6080>2281,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,61,61,-1
3271,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,4055,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,130,512,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,16,16,-1
3272,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2521,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1940,572,0,0,0,1,128,128,128,0,0,25238>62928,,,,,,,Wear,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,40,40,-1
3273,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3274,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3275,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3276,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3277,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3278,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3279,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3280,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3281,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3282,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3283,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3284,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3285,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3286,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3287,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3288,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3289,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3290,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3291,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3292,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3293,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3294,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3295,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3296,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3297,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3298,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
3299,null,,1,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,3374,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1010,360,672,0,1,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,22,22,-1
