raid,index,spawn_tick,despawn_tick,lifetime,heal_amount,heal_ticks,exhumed_count,p2_tick,p3_tick
c695912b-8120-4096-96e5-4c57bc61e152,14,64,75,11,8,,18,96,180
c695912b-8120-4096-96e5-4c57bc61e152,15,68,79,11,8,71;72,18,96,180
c695912b-8120-4096-96e5-4c57bc61e152,16,72,83,11,8,75,18,96,180
c695912b-8120-4096-96e5-4c57bc61e152,17,76,87,11,8,79;80;81;82,18,96,180
d5ef6c12-42cf-428c-9580-14abe398b3a8,0,9,20,11,0,,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,1,17,28,11,12,20;21,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,2,25,36,11,12,28;29;30;32,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,3,33,44,11,12,,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,4,41,52,11,12,,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,5,49,60,11,12,52,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,6,58,69,11,12,,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,7,66,77,11,12,69;71;72;73;74,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,8,74,85,11,12,77,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,9,82,93,11,12,,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,10,90,101,11,12,93;94,12,117,225
d5ef6c12-42cf-428c-9580-14abe398b3a8,11,98,109,11,12,101,12,117,225
dc29d897-55c8-4d68-8bf0-141542064283,0,8,17,9,12,,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,1,12,21,9,12,15,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,2,16,25,9,12,19,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,3,20,29,9,12,23;24;25,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,4,24,33,9,12,27;28,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,5,28,37,9,12,,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,6,32,41,9,12,35;36,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,7,36,45,9,12,,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,8,40,49,9,12,43,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,9,44,53,9,12,47;48,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,10,48,57,9,12,51;52,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,11,52,61,9,12,,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,12,57,66,9,12,,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,13,61,70,9,12,64,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,14,65,74,9,12,,16,84,212
dc29d897-55c8-4d68-8bf0-141542064283,15,69,78,9,12,,16,84,212
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,0,8,19,11,12,11,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,1,16,27,11,12,19,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,2,24,35,11,12,27;28,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,3,32,43,11,12,36,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,4,40,51,11,12,,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,5,48,59,11,12,,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,6,56,67,11,12,,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,7,64,75,11,12,,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,8,72,83,11,12,75,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,9,80,91,11,12,83;84;85,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,10,88,99,11,12,91,12,116,228
e029c9ae-f1a0-49e2-b35c-7980bebc7e4e,11,96,107,11,12,99;100,12,116,228
ec129d16-ceaf-4a33-bb6e-fee4060c2607,0,8,19,11,20,11;12,7,100,404
ec129d16-ceaf-4a33-bb6e-fee4060c2607,1,20,31,11,20,,7,100,404
ec129d16-ceaf-4a33-bb6e-fee4060c2607,2,32,43,11,20,35;36,7,100,404
ec129d16-ceaf-4a33-bb6e-fee4060c2607,3,44,55,11,20,47,7,100,404
ec129d16-ceaf-4a33-bb6e-fee4060c2607,4,56,67,11,20,59;60,7,100,404
ec129d16-ceaf-4a33-bb6e-fee4060c2607,5,68,79,11,20,71;72,7,100,404
ec129d16-ceaf-4a33-bb6e-fee4060c2607,6,80,91,11,20,83,7,100,404
eee9a190-f2af-4354-bf84-1e2990e77891,0,11,22,11,8,14;15,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,1,15,26,11,8,18;19;20,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,2,19,30,11,8,22;23,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,3,23,34,11,8,26,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,4,27,38,11,8,30,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,5,31,42,11,8,34,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,6,35,46,11,8,38;39,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,7,39,50,11,8,42;43;44,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,8,43,54,11,8,46;47;48,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,9,47,58,11,8,50;51;52;53;54;55;56,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,10,51,62,11,8,59;60;61,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,11,55,66,11,8,58;59,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,12,59,70,11,8,,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,13,63,74,11,8,,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,14,67,78,11,8,,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,15,71,82,11,8,,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,16,75,86,11,8,78,18,99,187
eee9a190-f2af-4354-bf84-1e2990e77891,17,79,90,11,8,,18,99,187
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,0,8,19,11,0,,7,100,436
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,1,20,31,11,20,23,7,100,436
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,2,32,43,11,20,35,7,100,436
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,3,44,55,11,20,47;48,7,100,436
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,4,56,67,11,20,,7,100,436
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,5,68,79,11,20,,7,100,436
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,6,80,91,11,20,83,7,100,436
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,0,8,19,11,0,,9,92,244
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,1,16,27,11,0,,9,92,244
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,2,24,35,11,0,,9,92,244
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,3,32,43,11,0,,9,92,244
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,4,40,51,11,16,43,9,92,244
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,5,48,59,11,16,,9,92,244
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,6,56,67,11,16,,9,92,244
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,7,64,75,11,16,,9,92,244
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,8,72,83,11,16,,9,92,244
