raid,event,tick,down_number,walk_ticks,hand_count,bloat_hp_pct
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,24,,,15,99.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,27,,,15,99.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,30,,,16,99.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,33,,,16,99.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,36,,,16,99.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,39,,,16,99.39
4e638be0-4134-43e7-b847-bbeb862d25ce,down,40,1,40,,
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,42,,,15,99.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,45,,,15,95.17
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,48,,,15,94.61
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,51,,,15,88.33
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,54,,,15,85.28
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,57,,,15,78.11
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,60,,,16,71.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,63,,,16,65.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,66,,,16,61.56
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,69,,,16,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,72,,,16,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,up,73,,,,
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,75,,,16,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,78,,,16,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,81,,,16,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,84,,,15,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,87,,,15,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,90,,,16,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,93,,,16,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,96,,,14,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,99,,,14,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,102,,,16,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,105,,,16,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,108,,,15,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,111,,,15,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,down,112,2,38,,
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,114,,,15,55.72
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,117,,,15,48.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,120,,,15,48.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,123,,,15,40.94
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,126,,,14,36.11
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,129,,,14,32.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,132,,,16,24.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,135,,,16,24.39
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,136,,,16,21.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,139,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,140,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,143,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,144,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,up,145,,,,
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,147,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,148,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,151,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,152,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,155,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,156,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,159,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,160,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,163,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,164,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,167,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,168,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,171,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,172,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,175,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,176,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,179,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,180,,,14,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,183,,,14,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,184,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,187,,,16,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,down,188,3,42,,
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,188,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,191,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,192,,,15,16.0
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,195,,,15,12.5
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,196,,,15,9.83
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,199,,,15,7.17
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,200,,,16,7.17
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_splat,203,,,16,2.83
4e638be0-4134-43e7-b847-bbeb862d25ce,hands_drop,204,,,16,0.0
56216003-6bb6-4095-a47e-0aecb84e252d,down,39,1,39,,
56216003-6bb6-4095-a47e-0aecb84e252d,up,72,,,,
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,72,,,16,34.0
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,75,,,16,33.93
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,76,,,16,33.93
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,79,,,16,33.87
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,80,,,16,33.87
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,83,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,84,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,87,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,88,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,91,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,92,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,95,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,96,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,99,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,100,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,103,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,104,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,107,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,down,108,2,35,,
56216003-6bb6-4095-a47e-0aecb84e252d,hands_drop,108,,,16,33.8
56216003-6bb6-4095-a47e-0aecb84e252d,hands_splat,111,,,16,33.8
5905be94-8610-436b-805c-f4b10359086c,hands_drop,34,,,16,87.31
5905be94-8610-436b-805c-f4b10359086c,hands_splat,37,,,16,84.69
5905be94-8610-436b-805c-f4b10359086c,hands_drop,40,,,15,82.46
5905be94-8610-436b-805c-f4b10359086c,hands_splat,43,,,15,81.71
5905be94-8610-436b-805c-f4b10359086c,hands_drop,46,,,16,80.29
5905be94-8610-436b-805c-f4b10359086c,down,47,1,47,,
5905be94-8610-436b-805c-f4b10359086c,hands_splat,49,,,16,80.29
5905be94-8610-436b-805c-f4b10359086c,up,80,,,,
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,0,,,16,100.0
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,3,,,16,100.0
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,6,,,16,100.0
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,9,,,16,100.0
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,12,,,16,100.0
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,15,,,16,100.0
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,18,,,15,100.0
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,21,,,15,100.0
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,24,,,16,96.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,27,,,16,96.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,30,,,16,96.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,33,,,16,96.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,36,,,16,96.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,39,,,16,96.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,42,,,16,96.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,45,,,16,96.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,down,47,1,47,,
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,48,,,14,96.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,51,,,14,93.44
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,54,,,16,86.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,57,,,16,86.94
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,60,,,16,79.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,63,,,16,76.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,66,,,16,72.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,69,,,16,65.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,72,,,16,65.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,75,,,16,50.72
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,78,,,16,49.11
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,up,80,,,,
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,81,,,16,43.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,84,,,16,43.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,87,,,16,43.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,90,,,16,43.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,93,,,16,43.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,96,,,16,43.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,99,,,16,43.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,102,,,16,43.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,105,,,16,42.89
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,108,,,15,42.89
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,111,,,15,42.89
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,114,,,15,42.89
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,down,115,2,34,,
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,117,,,15,42.89
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,120,,,15,42.89
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,123,,,15,38.89
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,126,,,16,36.33
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,129,,,16,26.5
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,130,,,16,23.39
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,133,,,16,20.5
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,134,,,15,20.5
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,137,,,15,13.44
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,138,,,15,13.44
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,141,,,15,11.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,142,,,15,9.67
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,145,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,146,,,14,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,up,148,,,,
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,149,,,14,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,150,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,153,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,154,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,157,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,158,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,161,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,162,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,165,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,166,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,169,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,170,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,173,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,174,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,177,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,178,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,181,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,182,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,185,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,186,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,189,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,190,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,down,193,3,44,,
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,193,,,16,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,194,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,197,,,15,8.56
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,198,,,14,7.83
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,201,,,14,4.28
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,202,,,14,4.28
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_splat,205,,,14,1.61
5d8a40ec-0c29-472b-a0c5-efb4dd472cc8,hands_drop,206,,,16,0.0
605f697e-ba8b-4324-b550-7bf3c4c3ea02,down,40,1,40,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,up,73,,,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,73,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,76,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,79,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,82,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,85,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,88,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,91,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,94,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,97,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,100,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,103,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,106,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,109,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,112,,,16,82.2
605f697e-ba8b-4324-b550-7bf3c4c3ea02,down,114,2,40,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,up,147,,,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,147,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,150,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,153,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,156,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,159,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,162,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,165,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,168,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,171,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,174,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,177,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,180,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,183,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,186,,,16,71.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,down,187,3,39,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,up,220,,,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,221,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,224,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,227,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,230,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,233,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,236,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,239,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,242,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,245,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,248,,,16,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,251,,,15,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,254,,,15,58.53
605f697e-ba8b-4324-b550-7bf3c4c3ea02,down,255,4,34,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,up,288,,,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,289,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,292,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,293,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,296,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,297,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,300,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,301,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,304,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,305,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,308,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,309,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,312,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,313,,,15,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,316,,,15,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,317,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,320,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,321,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,324,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,down,325,5,36,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,325,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,328,,,16,39.07
605f697e-ba8b-4324-b550-7bf3c4c3ea02,up,358,,,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,361,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,364,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,365,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,368,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,369,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,372,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,373,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,376,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,377,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,380,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,381,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,384,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,385,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,388,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,389,,,15,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,392,,,15,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,393,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,396,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,397,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,down,400,6,41,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,400,,,16,18.73
605f697e-ba8b-4324-b550-7bf3c4c3ea02,up,433,,,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,433,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,436,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,437,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,440,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,441,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,444,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,445,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,448,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,449,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,452,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,453,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,456,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,457,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,460,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,461,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,464,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,465,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,468,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,down,469,7,35,,
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_drop,469,,,16,5.47
605f697e-ba8b-4324-b550-7bf3c4c3ea02,hands_splat,472,,,16,5.47
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_drop,29,,,16,88.8
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_splat,32,,,16,87.07
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_drop,35,,,16,86.53
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_splat,38,,,16,84.27
630f537c-d33a-45cb-9b00-f0dcadb0cc38,down,40,1,40,,
630f537c-d33a-45cb-9b00-f0dcadb0cc38,up,73,,,,
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_drop,73,,,16,34.33
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_splat,76,,,16,34.27
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_drop,77,,,16,34.27
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_splat,80,,,16,34.27
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_drop,81,,,16,34.2
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_splat,84,,,16,34.2
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_drop,85,,,16,34.2
630f537c-d33a-45cb-9b00-f0dcadb0cc38,hands_splat,88,,,16,34.2
