raid,attack_index,tick,attack_id,attack
605f697e-ba8b-4324-b550-7bf3c4c3ea02,45,459,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,0,9,2,blood_throw
630f537c-d33a-45cb-9b00-f0dcadb0cc38,1,19,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,2,29,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,3,39,2,blood_throw
630f537c-d33a-45cb-9b00-f0dcadb0cc38,4,49,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,5,59,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,6,69,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,7,79,2,blood_throw
630f537c-d33a-45cb-9b00-f0dcadb0cc38,8,89,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,9,99,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,10,109,2,blood_throw
630f537c-d33a-45cb-9b00-f0dcadb0cc38,11,119,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,12,129,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,13,139,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,14,149,2,blood_throw
630f537c-d33a-45cb-9b00-f0dcadb0cc38,15,159,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,16,169,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,17,179,1,blackstorm
630f537c-d33a-45cb-9b00-f0dcadb0cc38,18,189,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,0,9,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,1,19,2,blood_throw
74700b67-6c79-41d8-b441-c7d96629348a,2,29,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,3,39,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,4,49,2,blood_throw
74700b67-6c79-41d8-b441-c7d96629348a,5,59,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,6,69,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,7,79,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,8,89,2,blood_throw
74700b67-6c79-41d8-b441-c7d96629348a,9,99,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,10,109,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,11,119,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,12,129,1,blackstorm
74700b67-6c79-41d8-b441-c7d96629348a,13,139,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,0,9,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,1,19,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,2,29,2,blood_throw
7ca85464-b9da-470c-a984-82865ece18dc,3,39,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,4,49,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,5,59,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,6,69,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,7,79,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,8,89,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,9,99,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,10,109,2,blood_throw
7ca85464-b9da-470c-a984-82865ece18dc,11,119,1,blackstorm
7ca85464-b9da-470c-a984-82865ece18dc,12,129,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,0,9,2,blood_throw
7dd4a479-72ef-4813-a3af-c3e728595a0c,1,19,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,2,29,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,3,39,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,4,49,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,5,59,2,blood_throw
7dd4a479-72ef-4813-a3af-c3e728595a0c,6,69,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,7,79,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,8,89,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,9,99,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,10,109,2,blood_throw
7dd4a479-72ef-4813-a3af-c3e728595a0c,11,119,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,12,129,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,13,139,2,blood_throw
7dd4a479-72ef-4813-a3af-c3e728595a0c,14,149,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,15,159,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,16,169,1,blackstorm
7dd4a479-72ef-4813-a3af-c3e728595a0c,17,179,1,blackstorm
99a19877-b298-4f81-920a-4dab071af96f,0,9,1,blackstorm
99a19877-b298-4f81-920a-4dab071af96f,1,19,2,blood_throw
99a19877-b298-4f81-920a-4dab071af96f,2,29,1,blackstorm
99a19877-b298-4f81-920a-4dab071af96f,3,39,1,blackstorm
99a19877-b298-4f81-920a-4dab071af96f,4,49,1,blackstorm
99a19877-b298-4f81-920a-4dab071af96f,5,59,2,blood_throw
99a19877-b298-4f81-920a-4dab071af96f,6,69,1,blackstorm
99a19877-b298-4f81-920a-4dab071af96f,7,79,1,blackstorm
99a19877-b298-4f81-920a-4dab071af96f,8,89,2,blood_throw
99a19877-b298-4f81-920a-4dab071af96f,9,99,1,blackstorm
99a19877-b298-4f81-920a-4dab071af96f,10,109,1,blackstorm
99a19877-b298-4f81-920a-4dab071af96f,11,119,2,blood_throw
99a19877-b298-4f81-920a-4dab071af96f,12,129,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,0,9,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,1,19,2,blood_throw
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,2,29,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,3,39,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,4,49,2,blood_throw
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,5,59,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,6,69,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,7,79,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,8,89,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,9,99,2,blood_throw
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,10,109,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,11,119,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,12,129,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,13,139,2,blood_throw
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,14,149,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,15,159,1,blackstorm
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,16,169,2,blood_throw
a2968a27-1164-47cb-be4a-c5903764b9c9,0,9,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,1,19,2,blood_throw
a2968a27-1164-47cb-be4a-c5903764b9c9,2,29,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,3,39,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,4,49,2,blood_throw
a2968a27-1164-47cb-be4a-c5903764b9c9,5,59,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,6,69,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,7,79,2,blood_throw
a2968a27-1164-47cb-be4a-c5903764b9c9,8,89,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,9,99,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,10,109,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,11,119,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,12,129,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,13,139,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,14,149,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,15,159,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,16,169,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,17,179,1,blackstorm
a2968a27-1164-47cb-be4a-c5903764b9c9,18,189,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,0,9,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,1,19,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,2,29,2,blood_throw
c695912b-8120-4096-96e5-4c57bc61e152,3,39,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,4,49,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,5,59,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,6,69,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,7,79,2,blood_throw
c695912b-8120-4096-96e5-4c57bc61e152,8,89,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,9,99,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,10,109,1,blackstorm
c695912b-8120-4096-96e5-4c57bc61e152,11,119,2,blood_throw
c695912b-8120-4096-96e5-4c57bc61e152,12,129,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,0,10,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,1,20,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,2,30,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,3,40,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,4,50,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,5,60,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,6,70,2,blood_throw
d5ef6c12-42cf-428c-9580-14abe398b3a8,7,80,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,8,90,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,9,100,2,blood_throw
d5ef6c12-42cf-428c-9580-14abe398b3a8,10,110,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,11,120,1,blackstorm
d5ef6c12-42cf-428c-9580-14abe398b3a8,12,130,2,blood_throw
d5ef6c12-42cf-428c-9580-14abe398b3a8,13,140,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,0,9,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,1,19,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,2,29,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,3,39,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,4,49,2,blood_throw
ec129d16-ceaf-4a33-bb6e-fee4060c2607,5,59,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,6,69,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,7,79,2,blood_throw
ec129d16-ceaf-4a33-bb6e-fee4060c2607,8,89,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,9,99,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,10,109,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,11,119,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,12,129,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,13,139,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,14,149,2,blood_throw
ec129d16-ceaf-4a33-bb6e-fee4060c2607,15,159,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,16,169,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,17,179,2,blood_throw
ec129d16-ceaf-4a33-bb6e-fee4060c2607,18,189,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,19,199,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,20,209,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,21,219,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,22,229,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,23,239,2,blood_throw
ec129d16-ceaf-4a33-bb6e-fee4060c2607,24,249,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,25,259,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,26,269,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,27,279,2,blood_throw
ec129d16-ceaf-4a33-bb6e-fee4060c2607,28,289,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,29,299,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,30,309,2,blood_throw
ec129d16-ceaf-4a33-bb6e-fee4060c2607,31,319,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,32,329,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,33,339,2,blood_throw
ec129d16-ceaf-4a33-bb6e-fee4060c2607,34,349,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,35,359,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,36,369,1,blackstorm
ec129d16-ceaf-4a33-bb6e-fee4060c2607,37,379,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,0,9,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,1,19,2,blood_throw
eee9a190-f2af-4354-bf84-1e2990e77891,2,29,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,3,39,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,4,49,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,5,59,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,6,69,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,7,79,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,8,89,2,blood_throw
eee9a190-f2af-4354-bf84-1e2990e77891,9,99,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,10,109,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,11,119,1,blackstorm
eee9a190-f2af-4354-bf84-1e2990e77891,12,129,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,0,9,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,1,19,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,2,29,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,3,39,2,blood_throw
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,4,49,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,5,59,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,6,69,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,7,79,2,blood_throw
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,8,89,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,9,99,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,10,109,2,blood_throw
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,11,119,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,12,129,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,13,139,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,14,149,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,15,159,2,blood_throw
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,16,169,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,17,179,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,18,189,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,19,199,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,20,209,2,blood_throw
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,21,219,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,22,229,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,23,239,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,24,249,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,25,259,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,26,269,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,27,279,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,28,289,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,29,299,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,30,309,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,31,319,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,32,329,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,33,339,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,34,349,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,35,359,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,36,369,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,37,379,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,38,389,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,39,399,2,blood_throw
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,40,409,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,41,419,1,blackstorm
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,42,429,2,blood_throw
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,0,9,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,1,19,2,blood_throw
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,2,29,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,3,39,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,4,49,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,5,59,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,6,69,2,blood_throw
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,7,79,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,8,89,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,9,99,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,10,109,2,blood_throw
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,11,119,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,12,129,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,13,139,2,blood_throw
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,14,149,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,15,159,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,16,169,2,blood_throw
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,17,179,1,blackstorm
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,18,189,1,blackstorm
