raid,tick,tick_is_maiden_id_change,crabs_this_spawn,x,y
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3185,4438
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3185,4436
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3181,4436
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3177,4436
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3173,4436
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3173,4456
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3177,4456
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3181,4456
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3185,4456
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3185,4454
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3185,4438
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3185,4436
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3181,4436
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3177,4436
c695912b-8120-4096-96e5-4c57bc61e152,63,True,10,3173,4436
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3173,4456
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3177,4456
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3181,4456
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3185,4456
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3185,4454
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3185,4438
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3185,4436
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3181,4436
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3177,4436
c695912b-8120-4096-96e5-4c57bc61e152,108,True,10,3173,4436
d5ef6c12-42cf-428c-9580-14abe398b3a8,38,True,6,3177,4456
d5ef6c12-42cf-428c-9580-14abe398b3a8,38,True,6,3185,4454
d5ef6c12-42cf-428c-9580-14abe398b3a8,38,True,6,3173,4436
d5ef6c12-42cf-428c-9580-14abe398b3a8,38,True,6,3173,4456
d5ef6c12-42cf-428c-9580-14abe398b3a8,38,True,6,3181,4456
d5ef6c12-42cf-428c-9580-14abe398b3a8,38,True,6,3185,4438
d5ef6c12-42cf-428c-9580-14abe398b3a8,73,True,6,3185,4436
d5ef6c12-42cf-428c-9580-14abe398b3a8,73,True,6,3185,4438
d5ef6c12-42cf-428c-9580-14abe398b3a8,73,True,6,3181,4436
d5ef6c12-42cf-428c-9580-14abe398b3a8,73,True,6,3177,4456
d5ef6c12-42cf-428c-9580-14abe398b3a8,73,True,6,3185,4456
d5ef6c12-42cf-428c-9580-14abe398b3a8,73,True,6,3181,4456
d5ef6c12-42cf-428c-9580-14abe398b3a8,118,True,6,3181,4436
d5ef6c12-42cf-428c-9580-14abe398b3a8,118,True,6,3181,4456
d5ef6c12-42cf-428c-9580-14abe398b3a8,118,True,6,3185,4436
d5ef6c12-42cf-428c-9580-14abe398b3a8,118,True,6,3185,4456
d5ef6c12-42cf-428c-9580-14abe398b3a8,118,True,6,3177,4436
d5ef6c12-42cf-428c-9580-14abe398b3a8,118,True,6,3185,4438
ec129d16-ceaf-4a33-bb6e-fee4060c2607,108,True,2,3177,4456
ec129d16-ceaf-4a33-bb6e-fee4060c2607,108,True,2,3185,4436
ec129d16-ceaf-4a33-bb6e-fee4060c2607,198,True,2,3177,4436
ec129d16-ceaf-4a33-bb6e-fee4060c2607,198,True,2,3173,4456
ec129d16-ceaf-4a33-bb6e-fee4060c2607,272,True,2,3177,4456
ec129d16-ceaf-4a33-bb6e-fee4060c2607,272,True,2,3177,4436
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3185,4454
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3185,4438
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3185,4436
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3181,4436
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3177,4436
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3173,4436
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3173,4456
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3177,4456
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3181,4456
eee9a190-f2af-4354-bf84-1e2990e77891,34,True,10,3185,4456
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3181,4456
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3185,4456
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3185,4454
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3185,4438
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3185,4436
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3181,4436
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3177,4436
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3173,4436
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3173,4456
eee9a190-f2af-4354-bf84-1e2990e77891,57,True,10,3177,4456
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3173,4456
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3177,4456
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3181,4456
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3185,4456
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3185,4454
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3185,4438
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3185,4436
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3181,4436
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3177,4436
eee9a190-f2af-4354-bf84-1e2990e77891,104,True,10,3173,4436
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,118,True,2,3173,4436
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,118,True,2,3185,4454
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,219,True,2,3181,4456
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,219,True,2,3185,4456
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,304,True,2,3173,4436
f0ac6d63-deeb-4637-8d5d-0076cb0a2094,304,True,2,3185,4454
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,48,True,4,3177,4436
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,48,True,4,3181,4436
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,48,True,4,3185,4454
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,48,True,4,3185,4438
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,93,True,4,3177,4436
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,93,True,4,3181,4436
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,93,True,4,3185,4456
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,93,True,4,3173,4436
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,158,True,4,3181,4436
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,158,True,4,3185,4438
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,158,True,4,3185,4456
fcd05c70-cca4-4089-8e3f-77e3c8f9f493,158,True,4,3185,4436
