raid,scale,wave,split_pillar,parent_pillar,nearest_to_spawn
1720addf-7f9f-4230-b275-cf9245951654,2,24,SE,NE,NE
1720addf-7f9f-4230-b275-cf9245951654,2,25,SW,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,25,SW,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,25,SW,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,25,NW,SW,SE
1720addf-7f9f-4230-b275-cf9245951654,2,26,SW,SE,SE
1720addf-7f9f-4230-b275-cf9245951654,2,26,SE,SE,SE
1720addf-7f9f-4230-b275-cf9245951654,2,27,NE,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,27,SW,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,27,SE,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,27,SE,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,28,SW,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,28,NE,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,28,SW,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,28,NE,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,29,NE,NE,NE
1720addf-7f9f-4230-b275-cf9245951654,2,29,SE,NE,NE
1720addf-7f9f-4230-b275-cf9245951654,2,29,NW,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,29,SW,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,31,SW,SE,SE
1720addf-7f9f-4230-b275-cf9245951654,2,31,NE,SE,SE
1720addf-7f9f-4230-b275-cf9245951654,2,31,NE,SW,SW
1720addf-7f9f-4230-b275-cf9245951654,2,31,NW,SE,SE
1720addf-7f9f-4230-b275-cf9245951654,2,31,NW,SE,SE
1720addf-7f9f-4230-b275-cf9245951654,2,31,NW,SE,SE
1720addf-7f9f-4230-b275-cf9245951654,2,31,SE,SE,NE
1720addf-7f9f-4230-b275-cf9245951654,2,31,NE,NE,NE
1720addf-7f9f-4230-b275-cf9245951654,2,31,NW,NE,NE
1720addf-7f9f-4230-b275-cf9245951654,2,31,NW,NW,NW
1720addf-7f9f-4230-b275-cf9245951654,2,31,NW,NW,NW
1720addf-7f9f-4230-b275-cf9245951654,2,31,SW,SE,SE
1720addf-7f9f-4230-b275-cf9245951654,2,31,SE,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,5,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,5,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,5,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,8,NE,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,8,SW,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,9,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,9,NE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,9,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,9,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,10,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,12,NW,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,12,SW,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,13,NE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,13,NE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,17,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,17,SE,SW,NW
182d96e6-747a-4f57-b184-e2c40d409365,2,17,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,17,SE,SW,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,18,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,20,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,20,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,20,SW,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,20,NW,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,20,NW,NW,NW
182d96e6-747a-4f57-b184-e2c40d409365,2,20,NW,NW,NW
182d96e6-747a-4f57-b184-e2c40d409365,2,20,NE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,20,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,20,NW,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,20,SE,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,21,NE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,21,SW,SW,NW
182d96e6-747a-4f57-b184-e2c40d409365,2,21,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,21,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,21,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,21,SW,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,21,SW,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,21,NE,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,23,NW,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,23,SW,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,23,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,23,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,24,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,24,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,24,SE,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,24,NW,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,24,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,24,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,25,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,25,NE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,25,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,25,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,25,NW,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,25,NE,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,27,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,27,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,27,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,27,NE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,28,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,28,NW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,28,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,28,NE,SW,NW
182d96e6-747a-4f57-b184-e2c40d409365,2,28,SW,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,28,SW,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,29,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,29,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,31,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,31,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,31,SW,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,31,NW,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,31,SW,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,31,SE,SW,SW
182d96e6-747a-4f57-b184-e2c40d409365,2,31,NW,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,31,NE,NE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,31,SE,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,31,SE,SE,NE
182d96e6-747a-4f57-b184-e2c40d409365,2,31,SE,SE,SE
182d96e6-747a-4f57-b184-e2c40d409365,2,31,SE,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,6,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,6,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,6,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,6,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,7,SW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,7,NW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,9,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,9,SE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,10,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,10,SE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,10,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,10,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,12,SW,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,12,SE,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,13,NW,NW,NW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,14,SE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,14,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,15,SE,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,15,SW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,15,SE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,15,SW,SW,NW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,NW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,NE,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,SE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,SW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,SW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,NE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,SW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,19,NW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,20,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,20,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,20,NW,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,20,SE,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,20,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,20,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,20,NE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,20,NE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,21,NE,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,21,SW,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,22,NW,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,22,NE,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,22,NW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,22,SE,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,24,SE,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,24,NW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,25,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,25,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,NE,SW,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,SE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,SE,NW,NW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,SW,NW,NW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,SE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,26,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,28,SW,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,28,SW,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,SE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,NW,NW,NW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,SE,NW,NW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,SE,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,NW,NE,NE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,SW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,NE,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,NW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,29,SE,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,31,NW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,31,NW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,31,NE,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,31,SW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,31,NW,SW,SW
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,31,SW,SE,SE
1876f5c9-68eb-42ee-b186-2d1e9818ac8e,2,31,NW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,5,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,5,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,7,SW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,7,SW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,8,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,8,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,9,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,9,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,10,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,10,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,10,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,10,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,11,NW,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,11,SE,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,12,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,12,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,13,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,13,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,14,SW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,14,SE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,17,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,17,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,19,NW,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,19,SW,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,19,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,19,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,20,NW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,20,NW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,20,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,20,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,20,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,20,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,21,NW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,21,NE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,22,NE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,22,SE,SE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,22,NE,NW,NW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,22,SE,NW,NW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,22,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,22,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,23,NW,NW,NW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,23,SE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,23,NE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,23,NE,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,23,NE,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,24,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,24,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,24,NW,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,24,NW,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,24,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,24,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,24,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,24,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,25,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,25,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,25,NE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,25,SE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,25,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,25,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,25,NE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,25,NW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,26,NE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,26,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,26,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,26,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,26,NE,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,26,NE,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,SE,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,SW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,SW,NW,NW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,SW,NW,NW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,NW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,SE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,NW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,29,SE,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,31,SE,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,31,SE,NE,NE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,31,NW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,31,SW,SE,SE
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,31,NW,SW,SW
1a6d4065-a238-4c72-8e42-cbc44265bfdf,2,31,SW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,5,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,5,SW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,6,NW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,6,SW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,7,SW,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,8,SE,,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,8,NE,,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,9,NW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,9,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,10,NW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,10,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,12,NW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,13,NW,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,13,NE,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,15,SE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,15,NE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,16,NW,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,16,NE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,17,NE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,17,NE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,19,NW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,19,SW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,20,SE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,20,NE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,20,NW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,20,SW,NW,NW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,20,SW,NW,NW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,21,NW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,21,SW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,21,SW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,21,SE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,21,NE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,21,SE,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,21,SE,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,22,NE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,23,SW,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,23,SE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,23,SW,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,23,SE,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,24,SE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,24,NE,SE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,25,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,25,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,25,NW,NW,NW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,25,SW,NW,NW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,25,NE,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,25,NW,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,26,SW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,26,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,26,SE,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,26,SW,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,27,NW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,27,NE,SW,NW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,27,NE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,27,SW,SW,NW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,28,NE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,28,NE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,28,SW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,28,SE,SW,NW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,28,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,28,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,28,SE,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,28,NW,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,29,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,29,NW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,29,NW,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,29,SW,SE,SE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,29,SW,NE,NE
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,29,SE,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,29,SW,SW,SW
1e1faa8a-a5e0-4971-bae6-f6ef95965d25,2,29,SE,NE,NE
