raid,x,y,first_tick,last_tick,run_ticks,ended_near_bloodspawn_death
02e9d7d9-1108-4059-9d78-0f88919ba883,3169,4456,89,139,50,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3165,4443,139,152,13,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3170,4451,139,153,14,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3171,4451,139,153,14,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3172,4439,139,154,15,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3172,4446,139,154,15,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3172,4443,139,183,44,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3173,4442,156,185,29,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3174,4442,157,186,29,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3173,4441,158,187,29,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3172,4440,159,188,29,True
02e9d7d9-1108-4059-9d78-0f88919ba883,3172,4439,160,189,29,True
02e9d7d9-1108-4059-9d78-0f88919ba883,3171,4440,161,190,29,True
02e9d7d9-1108-4059-9d78-0f88919ba883,3170,4441,162,191,29,True
02e9d7d9-1108-4059-9d78-0f88919ba883,3169,4441,163,192,29,True
02e9d7d9-1108-4059-9d78-0f88919ba883,3170,4442,164,193,29,True
02e9d7d9-1108-4059-9d78-0f88919ba883,3169,4442,165,194,29,True
02e9d7d9-1108-4059-9d78-0f88919ba883,3168,4442,166,195,29,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3168,4443,167,196,29,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3168,4444,168,197,29,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3169,4444,169,198,29,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3170,4444,170,199,29,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3171,4444,171,200,29,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3172,4445,172,229,57,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3167,4443,229,242,13,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3170,4447,229,243,14,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3170,4443,229,243,14,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3173,4447,229,279,50,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3173,4452,229,279,50,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3172,4453,229,279,50,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3168,4445,279,292,13,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3165,4450,279,292,13,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3164,4443,279,292,13,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3168,4447,279,292,13,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3163,4450,279,292,13,False
02e9d7d9-1108-4059-9d78-0f88919ba883,3168,4443,279,292,13,False
047e7ac7-29df-44b2-9127-634f58377161,3170,4447,9,23,14,False
047e7ac7-29df-44b2-9127-634f58377161,3172,4449,9,24,15,False
047e7ac7-29df-44b2-9127-634f58377161,3177,4444,9,59,50,False
047e7ac7-29df-44b2-9127-634f58377161,3178,4445,9,59,50,False
047e7ac7-29df-44b2-9127-634f58377161,3176,4445,9,59,50,False
047e7ac7-29df-44b2-9127-634f58377161,3170,4448,59,72,13,False
047e7ac7-29df-44b2-9127-634f58377161,3168,4445,59,72,13,False
047e7ac7-29df-44b2-9127-634f58377161,3170,4450,59,72,13,False
047e7ac7-29df-44b2-9127-634f58377161,3171,4447,59,73,14,False
047e7ac7-29df-44b2-9127-634f58377161,3168,4448,59,101,42,False
047e7ac7-29df-44b2-9127-634f58377161,3169,4449,74,103,29,False
047e7ac7-29df-44b2-9127-634f58377161,3170,4449,75,104,29,False
047e7ac7-29df-44b2-9127-634f58377161,3169,4450,76,105,29,False
047e7ac7-29df-44b2-9127-634f58377161,3169,4451,77,106,29,False
047e7ac7-29df-44b2-9127-634f58377161,3168,4452,78,107,29,False
047e7ac7-29df-44b2-9127-634f58377161,3167,4453,79,108,29,False
047e7ac7-29df-44b2-9127-634f58377161,3168,4454,80,109,29,False
047e7ac7-29df-44b2-9127-634f58377161,3169,4455,81,110,29,False
047e7ac7-29df-44b2-9127-634f58377161,3169,4454,82,111,29,False
047e7ac7-29df-44b2-9127-634f58377161,3168,4445,109,122,13,False
047e7ac7-29df-44b2-9127-634f58377161,3169,4448,109,122,13,False
047e7ac7-29df-44b2-9127-634f58377161,3168,4448,109,123,14,False
047e7ac7-29df-44b2-9127-634f58377161,3170,4446,109,123,14,False
047e7ac7-29df-44b2-9127-634f58377161,3171,4449,109,123,14,False
047e7ac7-29df-44b2-9127-634f58377161,3169,4454,113,142,29,False
047e7ac7-29df-44b2-9127-634f58377161,3170,4453,118,147,29,False
047e7ac7-29df-44b2-9127-634f58377161,3170,4452,119,148,29,False
047e7ac7-29df-44b2-9127-634f58377161,3170,4451,120,149,29,False
047e7ac7-29df-44b2-9127-634f58377161,3169,4450,121,150,29,False
047e7ac7-29df-44b2-9127-634f58377161,3168,4450,122,151,29,False
047e7ac7-29df-44b2-9127-634f58377161,3167,4450,123,152,29,False
047e7ac7-29df-44b2-9127-634f58377161,3166,4451,124,153,29,False
047e7ac7-29df-44b2-9127-634f58377161,3168,4446,149,162,13,False
047e7ac7-29df-44b2-9127-634f58377161,3168,4447,149,162,13,False
047e7ac7-29df-44b2-9127-634f58377161,3172,4448,149,164,15,False
047e7ac7-29df-44b2-9127-634f58377161,3173,4446,149,164,15,False
047e7ac7-29df-44b2-9127-634f58377161,3172,4446,149,164,15,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4450,29,42,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4455,29,45,16,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3177,4444,29,46,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3175,4446,29,47,18,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4451,29,71,42,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3162,4451,44,73,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4450,59,73,14,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3161,4451,45,74,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3160,4451,46,75,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4450,59,75,16,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3178,4444,29,76,47,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3161,4452,47,76,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3176,4438,59,76,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4436,59,76,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3177,4437,59,76,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3161,4453,48,77,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3161,4454,49,78,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3179,4445,49,78,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3179,4446,50,79,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3162,4455,50,79,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3179,4447,51,80,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4456,51,80,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3178,4447,52,81,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3162,4457,52,81,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3162,4458,53,82,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3177,4446,53,82,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4457,54,83,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3176,4445,54,83,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3175,4444,55,84,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3176,4444,56,85,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4455,56,85,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3162,4456,57,86,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3177,4443,57,86,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3161,4456,58,87,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3178,4442,58,87,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3178,4441,59,88,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3160,4456,59,88,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3177,4442,60,89,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3161,4457,60,89,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3176,4443,61,90,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4458,62,91,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3175,4443,62,91,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4444,63,92,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3161,4458,64,93,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3173,4444,64,93,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3172,4443,65,94,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3160,4458,65,94,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3160,4457,66,95,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4443,66,95,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4443,67,96,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3161,4455,68,97,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3162,4454,69,98,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4454,70,99,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3164,4454,71,100,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4453,72,101,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4455,59,103,44,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4456,76,105,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4457,77,106,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4458,78,107,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4457,79,108,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4456,80,109,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4455,81,110,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4444,99,112,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4450,99,112,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4458,84,113,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4457,86,115,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4456,87,116,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3177,4455,99,116,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3177,4444,99,116,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4455,88,117,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3179,4456,99,117,18,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3176,4457,99,117,18,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4454,89,118,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3172,4455,90,119,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3173,4456,91,120,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4456,92,121,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3173,4457,93,122,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3173,4458,94,123,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4458,95,124,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4443,98,127,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3173,4455,98,127,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3172,4456,99,128,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4457,100,129,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4442,100,129,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4442,101,130,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4458,101,130,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4441,102,131,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4441,103,132,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4453,103,132,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4455,104,133,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3165,4441,104,133,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4452,105,134,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4442,105,134,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4454,105,134,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4454,106,135,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4451,106,135,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3165,4440,107,136,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4455,107,136,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3165,4439,108,137,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4456,108,137,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4440,109,138,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3163,4454,109,138,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4455,109,138,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4440,110,139,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3164,4453,110,139,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4456,110,139,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3165,4452,111,140,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4440,111,140,29,True
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4452,112,141,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4458,112,141,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4441,112,141,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4457,113,142,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3165,4451,113,142,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4441,113,142,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3164,4451,114,143,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4441,114,143,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4457,114,143,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4456,115,144,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3172,4442,115,144,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3164,4452,115,144,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4455,116,145,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3165,4453,116,145,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4440,117,146,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3165,4454,117,146,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3165,4455,118,147,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3172,4439,118,147,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4457,118,147,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4456,119,148,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3173,4440,119,148,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4441,120,149,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3175,4441,121,150,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4458,121,150,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4458,122,151,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4442,122,151,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4443,123,152,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4458,123,152,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3173,4444,124,153,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3173,4445,125,154,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4444,126,155,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3175,4444,127,156,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3176,4444,128,157,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3175,4445,129,158,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3175,4446,130,159,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3176,4447,131,160,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4446,149,162,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4450,149,162,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3174,4453,149,166,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3176,4453,149,166,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3177,4445,149,166,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3177,4453,149,166,17,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4457,149,178,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4457,151,180,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4456,152,181,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4455,153,182,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4454,154,183,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4458,154,183,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4453,155,184,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4452,156,185,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4457,156,185,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3166,4451,157,186,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4456,157,186,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4455,158,187,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4451,158,187,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4455,159,188,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4454,160,189,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4453,161,190,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4452,162,191,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3169,4451,163,192,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3167,4443,179,192,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4448,179,192,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4447,179,192,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4444,179,192,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3168,4450,179,192,13,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3170,4451,164,193,29,False
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,3171,4451,165,194,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4449,9,23,14,False
305dfb7c-fd53-482c-9dad-a050913926c4,3172,4447,9,23,14,False
305dfb7c-fd53-482c-9dad-a050913926c4,3170,4448,9,52,43,False
305dfb7c-fd53-482c-9dad-a050913926c4,3170,4449,25,54,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3170,4450,26,55,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4449,27,56,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3172,4448,28,57,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3169,4449,31,60,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4447,33,62,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3172,4447,34,63,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3173,4448,35,64,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3173,4449,36,65,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3173,4450,37,66,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3174,4451,38,67,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4451,39,68,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3176,4451,40,69,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4450,41,70,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4449,42,71,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4448,43,72,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3174,4449,44,73,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3172,4451,46,75,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4452,47,76,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4453,48,77,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4454,49,78,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3172,4455,50,79,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3173,4456,51,80,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3174,4457,52,81,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4457,53,82,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3176,4456,54,83,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3177,4455,55,84,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3178,4455,56,85,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3177,4456,57,86,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3176,4457,58,87,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3176,4458,59,88,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3173,4457,62,91,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3174,4456,63,92,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4455,64,93,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4454,65,94,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4453,66,95,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3174,4454,67,96,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3173,4455,68,97,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3172,4456,69,98,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4455,70,99,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3170,4455,71,100,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3169,4455,72,101,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3170,4456,73,102,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3167,4443,89,102,13,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4457,74,103,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3168,4441,89,103,14,False
305dfb7c-fd53-482c-9dad-a050913926c4,3169,4442,89,103,14,False
305dfb7c-fd53-482c-9dad-a050913926c4,3172,4457,75,104,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4456,76,105,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3169,4454,78,107,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3168,4455,79,108,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3167,4455,80,109,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3166,4455,81,110,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3167,4454,82,111,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3168,4453,83,112,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3169,4453,84,113,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3168,4454,85,114,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3166,4454,87,116,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3165,4454,88,117,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3166,4453,89,118,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3167,4452,90,119,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3168,4451,91,120,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3169,4450,92,121,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3170,4449,93,122,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3170,4450,94,123,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3170,4451,95,124,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3170,4452,96,125,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4452,97,126,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4451,98,127,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3171,4450,99,128,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3172,4451,100,129,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3173,4452,101,130,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3174,4452,102,131,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4451,103,132,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3176,4451,104,133,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4450,105,134,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3174,4450,106,135,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3173,4450,107,136,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3174,4449,108,137,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3175,4452,111,140,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3177,4450,113,142,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3177,4449,114,143,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3176,4448,115,144,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3176,4447,116,145,29,False
305dfb7c-fd53-482c-9dad-a050913926c4,3176,4446,117,146,29,False
