region_id	square_x	square_z	sw_tile_x	sw_tile_z	track_name	song_archive_name
5177	20	57	1280	3648	Servants of Strife	servants_of_strife
5179	20	59	1280	3776	Burning Desire	burning_desire
5266	20	146	1280	9344	Call of the Tlati	call_of_the_tlati
5267	20	147	1280	9408	Desolate Past, A	desolate_past_a
5268	20	148	1280	9472	Desolate Past, A	desolate_past_a
5269	20	149	1280	9536	Doom, The	doom_the
5272	20	152	1280	9728	Stalkers	stalkers
5273	20	153	1280	9792	Stalkers	stalkers
5275	20	155	1280	9920	March of the Shayzien	march_of_the_shayzien
5277	20	157	1280	10048	Servants of Strife	servants_of_strife
5423	21	47	1344	3008	Talkasti People, The	talkasti_people_the
5425	21	49	1344	3136	Call of the Tlati	call_of_the_tlati
5430	21	54	1344	3456	Rugged Terrain	rugged_terrain
5431	21	55	1344	3520	March of the Shayzien	march_of_the_shayzien
5433	21	57	1344	3648	On the Frontline	on_the_frontline
5434	21	58	1344	3712	On the Frontline	on_the_frontline
5435	21	59	1344	3776	Rugged Terrain	rugged_terrain
5446	21	70	1344	4480	Guardian of Tapoyauik, The	guardian_of_tapoyauik_the
5524	21	148	1344	9472	Lost to Time	lost_to_time
5525	21	149	1344	9536	Lost to Time	lost_to_time
5526	21	150	1344	9600	Moons of Ruin, The	moons_of_ruin_the
5527	21	151	1344	9664	Lost to Time	lost_to_time
5535	21	159	1344	10176	Forsaken Tower, The	forsaken_tower_the
5681	22	49	1408	3136	Guidance of Ralos, The	guidance_of_ralos_the
5687	22	55	1408	3520	Forests of Shayzien, The	forests_of_shayzien_the
5688	22	56	1408	3584	Forests of Shayzien, The	forests_of_shayzien_the
5689	22	57	1408	3648	Forests of Shayzien, The	forests_of_shayzien_the
5690	22	58	1408	3712	Dwarven Domain	dwarven_domain
5691	22	59	1408	3776	Dwarven Domain	dwarven_domain
5692	22	60	1408	3840	Out at the Mines	out_at_the_mines
5780	22	148	1408	9472	Under the Mountain	under_the_mountain
5781	22	149	1408	9536	Under the Mountain	under_the_mountain
5782	22	150	1408	9600	Lost to Time	lost_to_time
5783	22	151	1408	9664	Moons of Ruin, The	moons_of_ruin_the
5786	22	154	1408	9856	Beneath the Kingdom	beneath_the_kingdom
5789	22	157	1408	10048	Darkness in the Depths	darkness_in_the_depths
5938	23	50	1472	3200	Stones of Old	stones_of_old
5941	23	53	1472	3392	Walk in the Woods, A	walk_in_the_woods_a
5942	23	54	1472	3456	Walk in the Woods, A	walk_in_the_woods_a
5944	23	56	1472	3584	Forests of Shayzien, The	forests_of_shayzien_the
5945	23	57	1472	3648	Military Life	military_life
5946	23	58	1472	3712	Dwarven Domain	dwarven_domain
5947	23	59	1472	3776	Dwarven Domain	dwarven_domain
5948	23	60	1472	3840	Out at the Mines	out_at_the_mines
5949	23	61	1472	3904	Doors of Dinh, The	doors_of_dinh_the
5954	23	66	1472	4224	Waste Defaced	waste_defaced
5955	23	67	1472	4288	Waste Defaced	waste_defaced
6036	23	148	1472	9472	Under the Mountain	under_the_mountain
6037	23	149	1472	9536	Lost to Time	lost_to_time
6038	23	150	1472	9600	Moons of Ruin, The	moons_of_ruin_the
6039	23	151	1472	9664	Lost to Time	lost_to_time
6043	23	155	1472	9920	Walking Dead, The	walking_dead_the
6045	23	157	1472	10048	Sign Here	sign_here
6197	24	53	1536	3392	Walk in the Woods, A	walk_in_the_woods_a
6198	24	54	1536	3456	Walk in the Woods, A	walk_in_the_woods_a
6200	24	56	1536	3584	Forests of Shayzien, The	forests_of_shayzien_the
6201	24	57	1536	3648	Rugged Terrain	rugged_terrain
6202	24	58	1536	3712	Dwarven Domain	dwarven_domain
6203	24	59	1536	3776	Arcane	arcane
6204	24	60	1536	3840	Doors of Dinh, The	doors_of_dinh_the
6205	24	61	1536	3904	Doors of Dinh, The	doors_of_dinh_the
6220	24	76	1536	4864	Barb Wire	barb_wire
6223	24	79	1536	5056	Forsaken, The	forsaken_the
6294	24	150	1536	9600	Lost to Time	lost_to_time
6297	24	153	1536	9792	Walk in the Woods, A	walk_in_the_woods_a
6298	24	154	1536	9856	Scape Cave	scape_cave
6303	24	159	1536	10176	Superstition	superstition
6455	25	55	1600	3520	Beyond the Meadow	beyond_the_meadow
6456	25	56	1600	3584	Beyond the Meadow	beyond_the_meadow
6457	25	57	1600	3648	Kourend the Magnificent	kourend_the_magnificent
6458	25	58	1600	3712	Arcane	arcane
6459	25	59	1600	3776	Arcane	arcane
6460	25	60	1600	3840	Not a Moment of Relief	not_a_moment_of_relief
6486	25	86	1600	5504	Pest Control	pest_control
6487	25	87	1600	5568	Pest Control	pest_control
6488	25	88	1600	5632	Scape Main	scape_main
6489	25	89	1600	5696	Scape Main	scape_main
6492	25	92	1600	5888	Judgement of the Depths	judgement_of_the_depths
6550	25	150	1600	9600	Lost to Time	lost_to_time
6552	25	152	1600	9728	Subterranea	subterranea
6553	25	153	1600	9792	Subterranea	subterranea
6556	25	156	1600	9984	Beneath the Kingdom	beneath_the_kingdom
6557	25	157	1600	10048	Beneath the Kingdom	beneath_the_kingdom
6711	26	55	1664	3520	Beyond the Meadow	beyond_the_meadow
6712	26	56	1664	3584	Beyond the Meadow	beyond_the_meadow
6713	26	57	1664	3648	Kourend the Magnificent	kourend_the_magnificent
6714	26	58	1664	3712	Arcane	arcane
6715	26	59	1664	3776	Arcane	arcane
6716	26	60	1664	3840	Not a Moment of Relief	not_a_moment_of_relief
6717	26	61	1664	3904	Doors of Dinh, The	doors_of_dinh_the
6727	26	71	1664	4544	Tempest	tempest
6742	26	86	1664	5504	Pest Control	pest_control
6743	26	87	1664	5568	Pest Control	pest_control
6744	26	88	1664	5632	Scape Main	scape_main
6745	26	89	1664	5696	Scape Main	scape_main
6748	26	92	1664	5888	Judgement of the Depths	judgement_of_the_depths
6806	26	150	1664	9600	Lost to Time	lost_to_time
6808	26	152	1664	9728	Subterranea	subterranea
6809	26	153	1664	9792	Subterranea	subterranea
6812	26	156	1664	9984	Beneath the Kingdom	beneath_the_kingdom
6813	26	157	1664	10048	Beneath the Kingdom	beneath_the_kingdom
6967	27	55	1728	3520	Forlorn Homestead, The	forlorn_homestead_the
6968	27	56	1728	3584	Forlorn Homestead, The	forlorn_homestead_the
6969	27	57	1728	3648	Kourend the Magnificent	kourend_the_magnificent
6970	27	58	1728	3712	Down by the Docks	down_by_the_docks
6972	27	60	1728	3840	Not a Moment of Relief	not_a_moment_of_relief
6989	27	77	1728	4928	Looking Back	looking_back
6993	27	81	1728	5184	Mad Mole, The	mad_mole_the
6994	27	82	1728	5248	Barb Wire	barb_wire
6995	27	83	1728	5312	Barb Wire	barb_wire
6997	27	85	1728	5440	Clanliness	clanliness
7068	27	156	1728	9984	Beneath the Kingdom	beneath_the_kingdom
7070	27	158	1728	10112	What Happens Below...	what_happens_below
7226	28	58	1792	3712	Down by the Docks	down_by_the_docks
7228	28	60	1792	3840	Soul Fall	soul_fall
7234	28	66	1792	4224	Lore and Order	lore_and_order
7243	28	75	1792	4800	Cabin Fever	cabin_fever
7249	28	81	1792	5184	Lucid Nightmare	lucid_nightmare
7257	28	89	1792	5696	Home Sweet Home	home_sweet_home
7258	28	90	1792	5760	Home Sweet Home	home_sweet_home
7322	28	154	1792	9856	Sarachnis	sarachnis
7323	28	155	1792	9920	Forgotten Religion, A	forgotten_religion_a
7326	28	158	1792	10112	What Happens Below...	what_happens_below
7490	29	66	1856	4224	Knightmare	knightmare
7494	29	70	1856	4480	Strange Place	strange_place
7500	29	76	1856	4864	My Arm's Journey	my_arm_s_journey
7502	29	78	1856	4992	School's Out	school_s_out
7505	29	81	1856	5184	Dogs of War	dogs_of_war
7508	29	84	1856	5376	Pirates of Penance	pirates_of_penance
7509	29	85	1856	5440	Assault and Battery	assault_and_battery
7512	29	88	1856	5632	Gauntlet, The	gauntlet_the
7513	29	89	1856	5696	Home Sweet Home	home_sweet_home
7514	29	90	1856	5760	Home Sweet Home	home_sweet_home
7749	30	69	1920	4416	Tomb Raider	tomb_raider
7756	30	76	1920	4864	Where Eagles Lair	where_eagles_lair
7758	30	78	1920	4992	Pinball Wizard	pinball_wizard
7760	30	80	1920	5120	Prime Time	prime_time
7768	30	88	1920	5632	Gauntlet, The	gauntlet_the
7769	30	89	1920	5696	Home Sweet Home	home_sweet_home
7770	30	90	1920	5760	Home Sweet Home	home_sweet_home
7827	30	147	1920	9408	Spooky 2	spooky_2
7828	30	148	1920	9472	Tranquillity	tranquillity
8006	31	70	1984	4480	Consortium, The	consortium_the
8008	31	72	1984	4608	Fight or Flight	fight_or_flight
8009	31	73	1984	4672	Well of Voyage	well_of_voyage
8011	31	75	1984	4800	Trawler Minor	trawler_minor
8013	31	77	1984	4928	Where Eagles Lair	where_eagles_lair
8015	31	79	1984	5056	Sigmund's Showdown	sigmund_s_showdown
8017	31	81	1984	5184	Food for Thought	food_for_thought
8025	31	89	1984	5696	Home Sweet Home	home_sweet_home
8026	31	90	1984	5760	Home Sweet Home	home_sweet_home
8267	32	75	2048	4800	We are the Fairies	we_are_the_fairies
8268	32	76	2048	4864	Taste Of Hope, A	taste_of_hope_a
8280	32	88	2048	5632	Monkey Business	monkey_business
8288	32	96	2048	6144	Regal Pomp	regal_pomp
8349	32	157	2048	10048	Lurking Threats	lurking_threats
8501	33	53	2112	3392	Everywhere	everywhere
8520	33	72	2112	4608	Iban	iban
8521	33	73	2112	4672	Iban	iban
8530	33	82	2112	5248	Malady	malady
8534	33	86	2112	5504	Fe Fi Fo Fum	fe_fi_fo_fum
8536	33	88	2112	5632	Monkey Business	monkey_business
8593	33	145	2112	9280	Spooky 2	spooky_2
8757	34	53	2176	3392	Elven Seed	elven_seed
8763	34	59	2176	3776	Galleon, The	galleon_the
8789	34	85	2176	5440	Monkey Sadness	monkey_sadness
9013	35	53	2240	3392	Everywhere	everywhere
9027	35	67	2240	4288	Beetle Juice	beetle_juice
9046	35	86	2240	5504	Mouse Trap	mouse_trap
9048	35	88	2240	5632	Darkly Altared	darkly_altared
9113	35	153	2240	9792	Subterranea	subterranea
9114	35	154	2240	9856	Subterranea	subterranea
9116	35	156	2240	9984	Troubled Waters	troubled_waters
9123	35	163	2240	10432	Relics	relics
9264	36	48	2304	3072	Longramble Scramble, The	longramble_scramble_the
9285	36	69	2304	4416	All's Fairy in Love & War	all_s_fairy_in_love_war
9291	36	75	2304	4800	Cursed	cursed
9295	36	79	2304	5056	Slug a Bug Ball	slug_a_bug_ball
9297	36	81	2304	5184	Dance of Death	dance_of_death
9357	36	141	2304	9024	Monkey Trouble	monkey_trouble
9358	36	142	2304	9088	Monkey Trouble	monkey_trouble
9359	36	143	2304	9152	Monkey Trouble	monkey_trouble
9360	36	144	2304	9216	Monkey Trouble	monkey_trouble
9362	36	146	2304	9344	Expedition	expedition
9363	36	147	2304	9408	Devils May Care	devils_may_care
9365	36	149	2304	9536	Well of Voyage	well_of_voyage
9370	36	154	2304	9856	Intrepid	intrepid
9377	36	161	2304	10304	Way of the Enchanter	way_of_the_enchanter
9519	37	47	2368	3008	Romper Chomper	romper_chomper
9549	37	77	2368	4928	Claustrophobia	claustrophobia
9558	37	86	2368	5504	H.A.M. and Seek	h_a_m_and_seek
9565	37	93	2368	5952	Well Hallowed Air	well_hallowed_air
9613	37	141	2368	9024	Monkey Trouble	monkey_trouble
9614	37	142	2368	9088	Monkey Trouble	monkey_trouble
9615	37	143	2368	9152	Monkey Trouble	monkey_trouble
9616	37	144	2368	9216	Monkey Trouble	monkey_trouble
9619	37	147	2368	9408	Devils May Care	devils_may_care
9622	37	150	2368	9600	Underground Pass	underground_pass
9624	37	152	2368	9728	Beneath the Stronghold	beneath_the_stronghold
9625	37	153	2368	9792	Brimstail's Scales	brimstail_s_scales
9626	37	154	2368	9856	Technology	technology
9631	37	159	2368	10176	Major Miner	major_miner
9632	37	160	2368	10240	Ogre the Top	ogre_the_top
9634	37	162	2368	10368	Lair of the Basilisk	lair_of_the_basilisk
9635	37	163	2368	10432	Lair of the Basilisk	lair_of_the_basilisk
9772	38	44	2432	2816	Mythical	mythical
9779	38	51	2432	3264	Sad Meadow	sad_meadow
9812	38	84	2432	5376	H.A.M. Attack	h_a_m_attack
9814	38	86	2432	5504	Slice of Station	slice_of_station
9823	38	95	2432	6080	No Pasaran	no_pasaran
9824	38	96	2432	6144	No Pasaran	no_pasaran
9850	38	122	2432	7808	Remnants	remnants
9869	38	141	2432	9024	Monkey Trouble	monkey_trouble
9870	38	142	2432	9088	Monkey Trouble	monkey_trouble
9871	38	143	2432	9152	Monkey Trouble	monkey_trouble
9872	38	144	2432	9216	Monkey Trouble	monkey_trouble
9874	38	146	2432	9344	Wayward	wayward
9879	38	151	2432	9664	Cursed	cursed
9880	38	152	2432	9728	Beneath the Stronghold	beneath_the_stronghold
9881	38	153	2432	9792	Beneath the Stronghold	beneath_the_stronghold
9890	38	162	2432	10368	Lair of the Basilisk	lair_of_the_basilisk
9891	38	163	2432	10432	Lair of the Basilisk	lair_of_the_basilisk
10055	39	71	2496	4544	Spooky Jungle	spooky_jungle
10056	39	72	2496	4608	Out of the Deep	out_of_the_deep
10070	39	86	2496	5504	Slice of Silent Movie	slice_of_silent_movie
10104	39	120	2496	7680	Remnants	remnants
10105	39	121	2496	7744	Remnants	remnants
10106	39	122	2496	7808	Remnants	remnants
10125	39	141	2496	9024	Monkey Trouble	monkey_trouble
10126	39	142	2496	9088	Monkey Trouble	monkey_trouble
10127	39	143	2496	9152	Monkey Trouble	monkey_trouble
10128	39	144	2496	9216	Monkey Trouble	monkey_trouble
10139	39	155	2496	9920	Legion	legion
10144	39	160	2496	10240	Land Down Under	land_down_under
10284	40	44	2560	2816	On the Shore	on_the_shore
10307	40	67	2560	4288	Impetuous	impetuous
10311	40	71	2560	4544	Suspicious	suspicious
10317	40	77	2560	4928	In Between	in_between
10321	40	81	2560	5184	H.A.M. Fisted	h_a_m_fisted
10322	40	82	2560	5248	Legion	legion
10335	40	95	2560	6080	Song of the Elves	song_of_the_elves
10336	40	96	2560	6144	Song of the Elves	song_of_the_elves
10338	40	98	2560	6272	Fallen Empire, The	fallen_empire_the
10339	40	99	2560	6336	Fallen Empire, The	fallen_empire_the
10340	40	100	2560	6400	Fallen Empire, The	fallen_empire_the
10361	40	121	2560	7744	Remnants	remnants
10362	40	122	2560	7808	Remnants	remnants
10374	40	134	2560	8576	Lurking Threats	lurking_threats
10381	40	141	2560	9024	Monkey Trouble	monkey_trouble
10382	40	142	2560	9088	Monkey Trouble	monkey_trouble
10383	40	143	2560	9152	Monkey Trouble	monkey_trouble
10384	40	144	2560	9216	Monkey Trouble	monkey_trouble
10390	40	150	2560	9600	Alone	alone
10391	40	151	2560	9664	Cellar Dwellers, The	cellar_dwellers_the
10394	40	154	2560	9856	Theme	theme
10400	40	160	2560	10240	Corridors of Power	corridors_of_power
10553	41	57	2624	3648	Rellekka	rellekka
10567	41	71	2624	4544	Suspicious	suspicious
10577	41	81	2624	5184	Storm Brew	storm_brew
10591	41	95	2624	6080	Song of the Elves	song_of_the_elves
10592	41	96	2624	6144	Song of the Elves	song_of_the_elves
10594	41	98	2624	6272	Fallen Empire, The	fallen_empire_the
10595	41	99	2624	6336	Fallen Empire, The	fallen_empire_the
10596	41	100	2624	6400	Fallen Empire, The	fallen_empire_the
10617	41	121	2624	7744	Remnants	remnants
10618	41	122	2624	7808	Remnants	remnants
10634	41	138	2624	8832	Lurking Threats	lurking_threats
10637	41	141	2624	9024	Monkey Trouble	monkey_trouble
10638	41	142	2624	9088	Monkey Trouble	monkey_trouble
10639	41	143	2624	9152	Monkey Trouble	monkey_trouble
10640	41	144	2624	9216	Monkey Trouble	monkey_trouble
10649	41	153	2624	9792	Chain of Command	chain_of_command
10650	41	154	2624	9856	Chain of Command	chain_of_command
10658	41	162	2624	10368	Espionage	espionage
10811	42	59	2688	3776	Poles Apart	poles_apart
10819	42	67	2688	4288	Box of Delights	box_of_delights
10831	42	79	2688	5056	Path of Peril	path_of_peril
10833	42	81	2688	5184	Dorgeshuun Deep	dorgeshuun_deep
10834	42	82	2688	5248	Dorgeshuun City	dorgeshuun_city
10835	42	83	2688	5312	Dorgeshuun City	dorgeshuun_city
10842	42	90	2688	5760	Troll Shuffle	troll_shuffle
10850	42	98	2688	6272	Fallen Empire, The	fallen_empire_the
10851	42	99	2688	6336	Fallen Empire, The	fallen_empire_the
10852	42	100	2688	6400	Fallen Empire, The	fallen_empire_the
10874	42	122	2688	7808	Remnants	remnants
10890	42	138	2688	8832	Lurking Threats	lurking_threats
10907	42	155	2688	9920	Masquerade	masquerade
10910	42	158	2688	10112	Rising Damp	rising_damp
10911	42	159	2688	10176	Poles Apart	poles_apart
11067	43	59	2752	3776	Hells Bells	hells_bells
11074	43	66	2752	4224	Storeroom Shuffle	storeroom_shuffle
11079	43	71	2752	4544	Deep Down	deep_down
11085	43	77	2752	4928	Sarcophagus	sarcophagus
11108	43	100	2752	6400	Unturned Stones	unturned_stones
11150	43	142	2752	9088	Find My Way	find_my_way
11154	43	146	2752	9344	Spooky Jungle	spooky_jungle
11161	43	153	2752	9792	Arabique	arabique
11167	43	159	2752	10176	Marzipan	marzipan
11168	43	160	2752	10240	Lamistard's Labyrinth	lamistard_s_labyrinth
11315	44	51	2816	3264	Shadow, The	shadow_the
11324	44	60	2816	3840	North, The	north_the
11325	44	61	2816	3904	Barren Land	barren_land
11330	44	66	2816	4224	More Than Meets the Eye	more_than_meets_the_eye
11335	44	71	2816	4544	Fangs for the Memory	fangs_for_the_memory
11341	44	77	2816	4928	Sarcophagus	sarcophagus
11345	44	81	2816	5184	Ancient Prison, The	ancient_prison_the
11346	44	82	2816	5248	Armadyl Alliance	armadyl_alliance
11347	44	83	2816	5312	Bandos Battalion	bandos_battalion
11403	44	139	2816	8896	Ocean Depths	ocean_depths
11408	44	144	2816	9216	Maze, The	maze_the
11409	44	145	2816	9280	Maze, The	maze_the
11415	44	151	2816	9664	Relics	relics
11425	44	161	2816	10304	Lumbering	lumbering
11427	44	163	2816	10432	Lurking Threats	lurking_threats
11588	45	68	2880	4352	Xenophobe	xenophobe
11597	45	77	2880	4928	Sarcophagus	sarcophagus
11603	45	83	2880	5312	Zamorak Zoo	zamorak_zoo
11610	45	90	2880	5760	Ruins of Camdozaal, The	ruins_of_camdozaal_the
11611	45	91	2880	5824	Ruins of Camdozaal, The	ruins_of_camdozaal_the
11616	45	96	2880	6144	Fires of Lletya, The	fires_of_lletya_the
11645	45	125	2880	8000	Lord of the Larvae	lord_of_the_larvae
11662	45	142	2880	9088	Monkey Sadness	monkey_sadness
11669	45	149	2880	9536	In the Pits	in_the_pits
11673	45	153	2880	9792	Courage	courage
11674	45	154	2880	9856	Courage	courage
11675	45	155	2880	9920	Beyond	beyond
11681	45	161	2880	10304	Secrets of the North	secrets_of_the_north
11683	45	163	2880	10432	Lurking Threats	lurking_threats
11844	46	68	2944	4352	Bane	bane
11850	46	74	2944	4736	Invader	invader
11851	46	75	2944	4800	Invader	invader
11854	46	78	2944	4992	Rogues Den, The	rogues_den_the
11855	46	79	2944	5056	Rogues Den, The	rogues_den_the
11857	46	81	2944	5184	Wrath and Ruin	wrath_and_ruin
11866	46	90	2944	5760	Ruins of Camdozaal, The	ruins_of_camdozaal_the
11867	46	91	2944	5824	Race Against the Clock	race_against_the_clock
11928	46	152	2944	9728	Dunjun	dunjun
12100	47	68	3008	4352	Mutant Medley	mutant_medley
12106	47	74	3008	4736	Into the Abyss	into_the_abyss
12108	47	76	3008	4864	Into the Abyss	into_the_abyss
12110	47	78	3008	4992	Rogues Den, The	rogues_den_the
12115	47	83	3008	5312	Dimension X	dimension_x
12119	47	87	3008	5568	Altar Ego	altar_ego
12122	47	90	3008	5760	Ruins of Camdozaal, The	ruins_of_camdozaal_the
12126	47	94	3008	6016	Spurned Demon, The	spurned_demon_the
12178	47	146	3008	9344	Scape Cave	scape_cave
12183	47	151	3008	9664	Cave Background	cave_background
12185	47	153	3008	9792	Cave Background	cave_background
12187	47	155	3008	9920	Museum Medley	museum_medley
12190	47	158	3008	10112	Armageddon	armageddon
12335	48	47	3072	3008	Newbie Melody	newbie_melody
12336	48	48	3072	3072	Newbie Melody	newbie_melody
12362	48	74	3072	4736	Invader	invader
12363	48	75	3072	4800	Invader	invader
12370	48	82	3072	5248	Wrath and Ruin	wrath_and_ruin
12404	48	116	3072	7424	Stillness	stillness
12426	48	138	3072	8832	Below the Conch	below_the_conch
12439	48	151	3072	9664	Down Below	down_below
12442	48	154	3072	9856	Forever	forever
12443	48	155	3072	9920	Forever	forever
12444	48	156	3072	9984	Forever	forever
12588	49	44	3136	2816	Nomad	nomad
12615	49	71	3136	4544	Undead Dungeon	undead_dungeon
12616	49	72	3136	4608	Undead Dungeon	undead_dungeon
12625	49	81	3136	5184	Alternative Root	alternative_root
12633	49	89	3136	5696	Rest in Peace	rest_in_peace
12644	49	100	3136	6400	Vault, The	vault_the
12662	49	118	3136	7552	Stillness	stillness
12664	49	120	3136	7680	Solitude	solitude
12682	49	138	3136	8832	What the Shell!	what_the_shell
12690	49	146	3136	9344	Bone Dry	bone_dry
12695	49	151	3136	9664	Safety in Numbers	safety_in_numbers
12700	49	156	3136	9984	Enclave, The	enclave_the
12701	49	157	3136	10048	Revenants	revenants
12702	49	158	3136	10112	Revenants	revenants
12703	49	159	3136	10176	Revenants	revenants
12737	49	193	3136	12352	Sharp End of the Crystal	sharp_end_of_the_crystal
12738	49	194	3136	12416	Sharp End of the Crystal	sharp_end_of_the_crystal
12867	50	67	3200	4288	Curtain Closes, The	curtain_closes_the
12875	50	75	3200	4800	Bloodbath	bloodbath
12889	50	89	3200	5696	Fire in the Deep	fire_in_the_deep
12900	50	100	3200	6400	Vault, The	vault_the
12938	50	138	3200	8832	Below the Conch	below_the_conch
12944	50	144	3200	9216	Depths, The	depths_the
12951	50	151	3200	9664	Harmony 2	harmony_2
12954	50	154	3200	9856	Scape Cave	scape_cave
12955	50	155	3200	9920	Roots and Flutes	roots_and_flutes
12957	50	157	3200	10048	Revenants	revenants
12958	50	158	3200	10112	Revenants	revenants
12959	50	159	3200	10176	Revenants	revenants
12961	50	161	3200	10304	Scorpia Dances	scorpia_dances
12993	50	193	3200	12352	Sharp End of the Crystal	sharp_end_of_the_crystal
12994	50	194	3200	12416	Sharp End of the Crystal	sharp_end_of_the_crystal
13098	51	42	3264	2688	Dunes of Eternity	dunes_of_eternity
13136	51	80	3264	5120	Upper Depths	upper_depths
13137	51	81	3264	5184	Upper Depths	upper_depths
13138	51	82	3264	5248	Upper Depths	upper_depths
13139	51	83	3264	5312	Upper Depths	upper_depths
13140	51	84	3264	5376	Upper Depths	upper_depths
13145	51	89	3264	5696	Lower Depths	lower_depths
13148	51	92	3264	5888	Fragment, The	fragment_the
13156	51	100	3264	6400	Vault, The	vault_the
13200	51	144	3264	9216	Labyrinth	labyrinth
13202	51	146	3264	9344	Bone Dry	bone_dry
13204	51	148	3264	9472	Insect Queen	insect_queen
13205	51	149	3264	9536	Insect Queen	insect_queen
13252	51	196	3264	12544	Cursed	cursed
13354	52	42	3328	2688	Dunes of Eternity	dunes_of_eternity
13454	52	142	3328	9088	Into the Tombs	into_the_tombs
13456	52	144	3328	9216	Forgotten Tomb, The	forgotten_tomb_the
13460	52	148	3328	9472	Insect Queen	insect_queen
13463	52	151	3328	9664	Mind over Matter	mind_over_matter
13465	52	153	3328	9792	Venture 2	venture_2
13469	52	157	3328	10048	Dangerous Game, A	dangerous_game_a
13470	52	158	3328	10112	Dangerous Game, A	dangerous_game_a
13491	52	179	3328	11456	Foundry, The	foundry_the
13611	53	43	3392	2752	Ruins of Isolation	ruins_of_isolation
13612	53	44	3392	2816	Ruins of Isolation	ruins_of_isolation
13658	53	90	3392	5760	Last Man Standing	last_man_standing
13659	53	91	3392	5824	Last Man Standing	last_man_standing
13660	53	92	3392	5888	Last Man Standing	last_man_standing
13668	53	100	3392	6400	Doom, The	doom_the
13712	53	144	3392	9216	Forgotten Tomb, The	forgotten_tomb_the
13721	53	153	3392	9792	Stillness	stillness
13723	53	155	3392	9920	Terrible Tower, The	terrible_tower_the
13725	53	157	3392	10048	Dangerous Game, A	dangerous_game_a
13726	53	158	3392	10112	Dangerous Game, A	dangerous_game_a
13891	54	67	3456	4288	Dusk in Yu'biusk	dusk_in_yu_biusk
13892	54	68	3456	4352	Dusk in Yu'biusk	dusk_in_yu_biusk
13893	54	69	3456	4416	Dusk in Yu'biusk	dusk_in_yu_biusk
13914	54	90	3456	5760	Last Man Standing	last_man_standing
13915	54	91	3456	5824	Last Man Standing	last_man_standing
13916	54	92	3456	5888	Last Man Standing	last_man_standing
13918	54	94	3456	6016	Last Man Standing	last_man_standing
13919	54	95	3456	6080	Last Man Standing	last_man_standing
13920	54	96	3456	6144	Last Man Standing	last_man_standing
13924	54	100	3456	6400	Doom, The	doom_the
13974	54	150	3456	9600	Spooky 2	spooky_2
13978	54	154	3456	9856	Stillness	stillness
14142	55	62	3520	3968	Preserved	preserved
14147	55	67	3520	4288	Dusk in Yu'biusk	dusk_in_yu_biusk
14148	55	68	3520	4352	Dusk in Yu'biusk	dusk_in_yu_biusk
14149	55	69	3520	4416	Dusk in Yu'biusk	dusk_in_yu_biusk
14160	55	80	3520	5120	Beneath Cursed Sands	beneath_cursed_sands
14164	55	84	3520	5376	Mother's Curse, A	mother_s_curse_a
14174	55	94	3520	6016	Last Man Standing	last_man_standing
14175	55	95	3520	6080	Last Man Standing	last_man_standing
14176	55	96	3520	6144	Last Man Standing	last_man_standing
14180	55	100	3520	6400	Doom, The	doom_the
14232	55	152	3520	9728	Terrible Tunnels, The	terrible_tunnels_the
14233	55	153	3520	9792	Terrible Tunnels, The	terrible_tunnels_the
14235	55	155	3520	9920	Body Parts	body_parts
14242	55	162	3520	10368	Relics	relics
14243	55	163	3520	10432	Relics	relics
14389	56	53	3584	3392	Deadlands	deadlands
14398	56	62	3584	3968	Preserved	preserved
14403	56	67	3584	4288	Dusk in Yu'biusk	dusk_in_yu_biusk
14404	56	68	3584	4352	Dusk in Yu'biusk	dusk_in_yu_biusk
14405	56	69	3584	4416	Dusk in Yu'biusk	dusk_in_yu_biusk
14430	56	94	3584	6016	Last Man Standing	last_man_standing
14431	56	95	3584	6080	Last Man Standing	last_man_standing
14432	56	96	3584	6144	Last Man Standing	last_man_standing
14488	56	152	3584	9728	Terrible Tunnels, The	terrible_tunnels_the
14489	56	153	3584	9792	Noxious Awakening	noxious_awakening
14495	56	159	3584	10176	Fossilised	fossilised
14496	56	160	3584	10240	Fossilised	fossilised
14642	57	50	3648	3200	Welcome to the Theatre	welcome_to_the_theatre
14643	57	51	3648	3264	Bloodbath	bloodbath
14644	57	52	3648	3328	Bloodbath	bloodbath
14645	57	53	3648	3392	Deadlands	deadlands
14650	57	58	3648	3712	Preserved	preserved
14651	57	59	3648	3776	Preserved	preserved
14652	57	60	3648	3840	Preservation	preservation
14672	57	80	3648	5120	Laid to Rest	laid_to_rest
14676	57	84	3648	5376	Sands of Time	sands_of_time
14744	57	152	3648	9728	Stillness	stillness
14745	57	153	3648	9792	Itsy Bitsy...	itsy_bitsy
14899	58	51	3712	3264	Bloodbath	bloodbath
14900	58	52	3712	3328	Bloodbath	bloodbath
14906	58	58	3712	3712	Preserved	preserved
14907	58	59	3712	3776	Preservation	preservation
14908	58	60	3712	3840	Preservation	preservation
14915	58	67	3712	4288	Temple of Tribes	temple_of_tribes
14916	58	68	3712	4352	Catacombs and Tombs	catacombs_and_tombs
14936	58	88	3712	5632	Pick & Shovel	pick_shovel
14994	58	146	3712	9344	Little Cave of Horrors	little_cave_of_horrors
14995	58	147	3712	9408	Little Cave of Horrors	little_cave_of_horrors
14999	58	151	3712	9664	Everlasting Slumber, The	everlasting_slumber_the
