dbrow_id	display_name	sort_name	unlock_hint	col3_unknown	song_archive_id	unlock_varp,bit
2876	You Have My Attention	You Have My Attention	during the Sins of the Father quest.	260	668	
2877	Lucid Dream	Lucid Dream	during the Dragon Slayer II quest.	333	539	18,0
2878	Lucid Nightmare	Lucid Nightmare	during the Dragon Slayer II quest.	258	531	18,1
2879	Lullaby	Lullaby	at the Digsite.	351	20	3,13
2880	Mad Eadgar	Mad Eadgar	in Mad Eadgar's cave.	371	264	7,21
2881	Mage Arena	Mage Arena	at the Mage Arena.	473	13	3,14
2882	Magic Dance	Magic Dance	in and around Yanille.	383	185	3,15
2883	Magic, Magic, Magic	Magic Magic Magic	during the Tower of Life quest.	483	235	15,3
2884	Magical Journey	Magical Journey	south of Seers' Village.	367	184	3,16
2885	Maiden's Sorrow, The	The Maiden's Sorrow	in the Theatre of Blood.	893	570	18,10
2886	Maiden's Anger, The	The Maiden's Anger	in the Theatre of Blood.	680	569	18,11
2887	Major Miner	Major Miner	in the Jatizso mine.	363	222	14,21
2888	Making Waves	Making Waves	at the Piscatoris Fishing Colony.	338	544	12,26
2889	Malady	Malady	in the Stronghold of Security.	460	559	13,5
2890	March	March	north west of Ardougne.	188	328	3,17
2891	Marooned	Marooned	on Crash Island.	332	304	8,17
2892	Marzipan	Marzipan	in the Trollheim Cave.	375	261	7,19
2893	Masquerade	Masquerade	in the Fremennik Slayer Dungeon.	345	340	9,12
2894	Mastermindless	Mastermindless	during the Recipe for Disaster quest.	400	577	13,13
2895	Mausoleum	Mausoleum	in the Paterdomus Mausoleum.	537	156	6,24
2896	Maws, Jaws & Claws	Maws Jaws & Claws	while fighting Cerberus.	569	439	16,26
2897	Meddling Kids	Meddling Kids	during the Royal Trouble quest.	338	508	12,5
2898	Medieval	Medieval	in Varrock.	401	157	3,18
2899	Forgotten Tomb, The	The Forgotten Tomb	during the Beneath Cursed Sands quest.	528	724	22,24
2900	Mellow	Mellow	north of Ardougne.	368	193	3,19
2901	Melodrama	Melodrama	north west of Yanille.	328	317	8,24
2902	Maze, The	The Maze	during the Dragon Slayer I quest.	357	365	16,9
2903	Gates of Menaphos, The	The Gates of Menaphos	during the Contact! quest.	170	727	22,20
2904	Meridian	Meridian	in Isafdar.	349	254	7,13
2905	Method of Madness	Method of Madness	in Tolna's rift.	350	600	13,20
2906	Miles Away	Miles Away	south of Falador.	380	107	3,20
2907	Mind over Matter	Mind over Matter	at the Telekinetic Theatre.	353	534	12,21
2908	Mined Out	Mined Out	somewhere.	129	480	
2909	Miracle Dance	Miracle Dance	at the Mind Altar.	455	65	3,21
2910	Mirage	Mirage	during the Icthlarin's Little Helper quest.	541	388	10,15
2911	Miscellania	Miscellania	on Miscellania.	443	284	8,2
2912	Monkey Badness	Monkey Badness	during the Monkey Madness II quest.	500	468	17,1
2913	Monkey Trouble	Monkey Trouble	during the Monkey Madness II quest.	533	457	16,30
2914	Monkey Sadness	Monkey Sadness	during the Monkey Madness II quest.	616	459	16,31
2915	Monkey Business	Monkey Business	during the Monkey Madness II quest.	544	467	17,0
2916	Scape Ape	Scape Ape	automatically.	329	458	26,22
2917	Servants of Strife	Servants of Strife	in Molch.	370	628	19,12
2918	Monarch Waltz	Monarch Waltz	north of Seers' Village.	241	21	3,22
2919	Monkey Madness	Monkey Madness	on Ape Atoll.	392	303	8,15
2920	Monster Melee	Monster Melee	in the H.A.M. area.	379	343	9,16
2921	Moody	Moody	in the Wilderness.	295	10	3,23
2922	Mor Ul Rek	Mor Ul Rek	in Mor Ul Rek.	453	502	17,14
2923	Morytania	Morytania	in northern Morytania.	449	48	6,20
2924	Mouse Trap	Mouse Trap	during the Grim Tales quest.	374	150	16,0
2925	Mudskipper Melody	Mudskipper Melody	at Mudskipper Point.	405	515	12,9
2926	Museum Medley	Museum Medley	in the Old School Museum.	1121	553	18,2
2927	Mutant Medley	Mutant Medley	during the Creature Creation minigame.	345	236	15,4
2928	My Arm's Journey	My Arm's Journey	during the My Arm's Big Adventure quest.	270	203	14,28
2929	Mother Ruckus	Mother Ruckus	during the Making Friends with My Arm quest.	433	593	18,27
2930	Snowflake & My Arm	Snowflake & My Arm	during the Making Friends with My Arm quest.	130	589	18,26
2931	Mythical	Mythical	at the Myths' Guild.	402	550	17,27
2932	Narnode's Theme	Narnode's Theme	in the Grand Tree mine.	386	348	9,18
2933	Natural	Natural	at the Nature Grotto.	473	245	7,5
2934	Dunes of Eternity	Dunes of Eternity	during the Beneath Cursed Sands quest.	607	722	22,22
2935	Nether Realm	Nether Realm	in Brimhaven Dungeon.	427	422	16,16
2936	Neverland	Neverland	north west of Ardougne.	321	155	3,24
2937	Newbie Farming	Newbie Farming	south of the Farming Guild.	384	597	19,5
2938	Newbie Melody	Newbie Melody	on Tutorial Island.	372	62	27,0
2939	Night of the Vampyre	Night of the Vampyre	in Meiyerditch.	616	646	14,17
2940	Nightfall	Nightfall	south of Falador.	381	127	3,26
2941	Bane of Ashihama, The	The Bane of Ashihama	while fighting the Nightmare.	567	663	20,13
2942	No Pasaran	No Pasaran	during the Song of the Elves quest.	407	642	20,1
2943	No Way Out	No Way Out	in Tolna's rift.	524	594	13,19
2944	Nomad	Nomad	in the Ruins of Unkah.	402	58	6,11
2945	Norse Code	Norse Code	on Jatizso.	397	223	14,23
2946	Nox Irae	Nox Irae	during a Halloween event.	323	443	12,31
2947	Null and Void	Null and Void	at the Void Knights' Outpost.	360	587	13,16
2948	Dance of the Nylocas	Dance of the Nylocas	in the Theatre of Blood.	594	580	18,19
2949	Arachnids of Vampyrium	Arachnids of Vampyrium	in the Theatre of Blood.	696	579	18,20
2950	Look to the Stars	Look to the Stars	during the Observatory Quest.	209	368	22,7
2951	Ogre the Top	Ogre the Top	during The Fremennik Isles quest.	347	224	15,1
2952	Fire in the Deep	Fire in the Deep	in the Chambers of Xeric.	640	493	17,9
2953	On the Up	On the Up	during the Dream Mentor quest.	225	302	16,8
2954	On the Wing	On the Wing	at Piscatoris.	420	633	14,9
2955	On the Shore	On the Shore	at Corsair Cove.	506	522	17,22
2956	Organ Music 1	Organ Music 1	automatically.	129	39	26,23
2957	Organ Music 2	Organ Music 2	automatically.	169	40	26,24
2958	Oriental	Oriental	during the Shilo Village quest.	321	103	3,27
2959	Out of the Deep	Out of the Deep	during the Horror from the Deep quest.	410	322	8,29
2960	Over to Nardah	Over to Nardah	in Nardah.	448	447	11,8
2961	Overpass	Overpass	at Arandar.	367	256	7,15
2962	Overture	Overture	in Seers' Village.	177	7	3,28
2963	Parade	Parade	at Silvarea.	158	93	3,29
2964	Path of Peril	Path of Peril	in the Shadow Dungeon.	643	393	10,19
2965	Pathways	Pathways	in Brimhaven Dungeon.	400	364	9,31
2966	Penguin Bards, The	The Penguin Bards	during the Cold War quest.	132	218	22,11
2967	Penguin Plots	Penguin Plots	during the Cold War quest.	109	219	22,17
2968	Pest Control	Pest Control	during the Pest Control minigame.	440	588	13,17
2969	Welcome to my Nightmare	Welcome to my Nightmare	in the Theatre of Blood.	759	578	18,12
2970	Nightmare Continues, The	The Nightmare Continues	in the Theatre of Blood.	742	571	18,13
2971	Pharaoh's Tomb	Pharaoh's Tomb	at the Agility Pyramid.	267	505	12,3
2972	Phasmatys	Phasmatys	in the Ectofuntus Dungeon.	480	354	9,21
2973	Pheasant Peasant	Pheasant Peasant	during the Freaky Forester random event.	382	419	11,1
2974	Pick & Shovel	Pick & Shovel	in the Motherlode Mine.	325	426	16,21
2975	Pinball Wizard	Pinball Wizard	during the Pinball random event.	413	614	13,28
2976	Pirates of Penance	Pirates of Penance	during the Barbarian Assault minigame.	401	211	14,26
2977	Pirates of Peril	Pirates of Peril	at the Pirates' Hideout.	347	334	9,6
2978	Down by the Docks	Down by the Docks	in Port Piscarilius.	323	450	5,26
2979	Poles Apart	Poles Apart	at the Rellekka Hunter area.	465	548	12,30
2980	Prime Time	Prime Time	during the Elemental Workshop II quest.	465	202	14,30
2981	Principality	Principality	in Burthorpe.	447	149	6,28
2982	Quest	Quest	at the Fire Altar.	285	158	3,30
2983	Taste Of Hope, A	A Taste of Hope	during the A Taste of Hope quest.	649	555	18,9
2984	Rat a Tat Tat	Rat a Tat Tat	at the Varrock Rat Pits.	293	482	11,25
2985	Rat Hunt	Rat Hunt	during the Ratcatchers quest.	333	491	11,29
2986	Ready for Battle	Ready for Battle	in the Castle Wars waiting room.	362	318	8,25
2987	Regal	Regal	in the Wilderness.	347	329	3,31
2988	Reggae	Reggae	on Karamja.	191	78	4,0
2989	Reggae 2	Reggae 2	on Karamja.	337	89	4,1
2990	Rellekka	Rellekka	in Rellekka.	464	289	8,7
2991	Rest in Peace	Rest in Peace	in Death's Office.	759	679	20,22
2992	Dangerous Game, A	A Dangerous Game	in the Wilderness Slayer Cave.	620	684	20,27
2993	Rhapsody	Rhapsody	at the piano in a Clan Hall.	506	692	16,28
2994	Right on Track	Right on Track	during the Forgettable Tale... quest.	310	44	11,7
2995	Righteousness	Righteousness	at the Law Altar.	413	262	7,31
2996	Rising Damp	Rising Damp	in the Brine Rat Cavern.	448	274	14,31
2997	Riverside	Riverside	in Isafdar.	255	91	4,2
2998	Roc and Roll	Roc and Roll	during the My Arm's Big Adventure quest.	237	204	15,8
2999	Roll the Bones	Roll the Bones	in the Mage Training Arena.	367	533	12,20
3000	Romancing the Crone	Romancing the Crone	during the Troll Romance quest.	357	335	9,8
3001	Romper Chomper	Romper Chomper	south of Castle Wars.	330	390	10,24
3002	Roots and Flutes	Roots and Flutes	while fighting Bryophyta.	459	554	18,3
3003	Rose	Rose	during the A Kingdom Divided quest.	428	700	21,4
3004	Royale	Royale	in Taverley Dungeon.	207	53	4,3
3005	Rugged Terrain	Rugged Terrain	west of Kingstown.	412	445	5,29
3006	Rune Essence	Rune Essence	in the Rune Essence Mine.	201	57	4,4
3007	Sad Meadow	Sad Meadow	during the Plague City quest.	366	5	4,5
3008	Saga	Saga	in the area around Rellekka.	521	290	8,8
3009	Sarachnis	Sarachnis	while fighting Sarachnis.	634	641	19,16
3010	Sarcophagus	Sarcophagus	during the Desert Treasure I quest.	430	359	9,27
3011	Sarim's Vermin	Sarim's Vermin	during the Ratcatchers quest.	333	490	11,28
3012	Scape Cave	Scape Cave	in the Varrock Sewers.	266	144	4,6
3013	Scape Crystal	Scape Crystal	automatically.	327	661	26,25
3014	Scape Hunter	Scape Hunter	automatically.	330	207	26,26
3015	Scape Main	Scape Main	automatically.	327	16	26,27
3016	Scape Original	Scape Original	automatically.	314	400	26,28
3017	Scape Sad	Scape Sad	in the Wilderness.	308	331	4,8
3018	Scape Santa	Scape Santa	automatically.	430	547	26,29
3019	Scape Scared	Scape Scared	automatically.	331	321	26,30
3020	Scape Soft	Scape Soft	north of Falador.	266	54	5,31
3021	Scape Wild	Scape Wild	in the Wilderness.	245	332	4,9
3022	Scape Five	Scape Five	automatically.	718	552	26,31
3023	Scarab	Scarab	in the Kharidian Desert.	515	352	9,26
3024	School's Out	School's Out	during the Surprise Exam random event.	320	371	16,2
3025	Scorpia Dances	Scorpia Dances	while fighting Scorpia.	545	423	16,17
3026	Scrubfoot's Descent	Scrubfoot's Descent	during a Christmas event.	350	687	20,30
3027	Sea Shanty	Sea Shanty	at Musa Point.	186	92	4,10
3028	Sea Shanty Xmas	Sea Shanty Xmas	during a Christmas event.	186	210	15,12
3029	Sea Shanty 2	Sea Shanty 2	in Port Sarim.	213	35	4,11
3030	Sea Minor Shanty	Sea Minor Shanty	during a Halloween event.	170	683	20,26
3031	Serenade	Serenade	north west of Yanille.	313	110	4,12
3032	Serene	Serene	at the Air Altar.	306	52	4,13
3033	Settlement	Settlement	at the Mountain Camp.	486	356	9,23
3034	Shadowland	Shadowland	in Mort'ton.	423	286	8,4
3035	Militia, The	The Militia	in Shayzien.	375	449	5,22
3036	Military Life	Military Life	in the Shayzien Encampment.	436	695	21,7
3037	Forests of Shayzien, The	The Forests of Shayzien	west of Shayzien.	331	706	21,15
3038	Walking Dead, The	The Walking Dead	in the Shayzien Crypts.	392	551	17,29
3039	March of the Shayzien	March of the Shayzien	in the Lizardman Canyon.	464	488	17,6
3040	Shine	Shine	at the Mage Training Arena.	264	122	4,14
3041	Shining	Shining	in the Wilderness.	396	120	6,0
3042	Shining Spirit	Shining Spirit	in the Corporeal Beast cave.	512	429	16,24
3043	Shipwrecked	Shipwrecked	at the shipwreck east of Fenkenstrain's Castle.	370	353	9,20
3044	Showdown	Showdown	during the Monkey Madness quest.	333	311	8,21
3045	Sigmund's Showdown	Sigmund's Showdown	during the Death to the Dorgeshuun quest.	352	640	14,15
3046	Invader	Invader	while fighting the Abyssal Sire.	662	441	12,23
3047	Everlasting Slumber, The	The Everlasting Slumber	in the Slepe Dungeon.	628	664	20,14
3048	Slice of Silent Movie	Slice of Silent Movie	during the Another Slice of H.A.M quest.	345	281	15,29
3049	Slice of Station	Slice of Station	at the Dorgesh-Kaan Train station.	345	275	15,24
3050	Slither and Thither	Slither and Thither	during the Royal Trouble quest.	216	510	12,7
3051	Slug a Bug Ball	Slug a Bug Ball	during The Slug Menace quest.	368	201	14,29
3052	Sojourn	Sojourn	in southern Troll Country.	368	257	7,17
3053	Sorceress's Garden	Sorceress's Garden	in the Sorceress's Garden.	145	232	22,16
3054	Dark Beast Sotetseg, The	The Dark Beast Sotetseg	in the Theatre of Blood.	605	584	18,14
3055	Power of the Shadow Realm	Power of the Shadow Realm	in the Theatre of Blood.	755	581	18,15
3056	Soul Wars	Soul Wars	during the Soul Wars minigame.	511	685	20,29
3057	Soul Fall	Soul Fall	north east of Arceuus.	394	444	5,28
3058	Soundscape	Soundscape	north west of Yanille.	337	80	4,15
3059	Safety in Numbers	Safety in Numbers	during the A Porcine of Interest quest.	300	681	20,24
3060	Sphinx	Sphinx	in the Kharidian Desert.	456	387	10,14
3061	Spirit	Spirit	in Varrock.	391	175	4,16
3062	Spirits of the Elid	Spirits of the Elid	during the Spirits of the Elid quest.	636	462	11,11
3063	Splendour	Splendour	in Taverley.	371	77	4,17
3064	Spooky	Spooky	in Draynor Manor.	381	333	4,18
3065	Spooky 2	Spooky 2	in the Haunted Mine.	378	11	7,26
3066	Spooky Jungle	Spooky Jungle	in the Kharazi Jungle.	295	129	4,19
3067	Spy Games	Spy Games	somewhere.	357	619	
3068	Spymaster, The	The Spymaster	during the Contact! quest.	254	728	22,21
3069	Stagnant	Stagnant	in Mort Myre Swamp.	427	241	7,1
3070	Stand Up and Be Counted	Stand Up and Be Counted	during the Song of the Elves quest.	422	656	20,0
3071	Starlight	Starlight	in the Asgarnia Ice Dungeon.	321	108	4,20
3072	Start	Start	in Draynor Village.	275	151	4,21
3073	Still Night	Still Night	in the area around Varrock.	289	111	4,22
3074	Stillness	Stillness	during the In Search of the Myreque quest.	569	319	8,26
3075	Storm Brew	Storm Brew	on the Killerwatt plane.	294	568	13,8
3076	Stranded	Stranded	at the Ice Path.	493	292	8,10
3077	Strange Place	Strange Place	during the A Tail of Two Cats quest.	456	470	11,17
3078	Stratosphere	Stratosphere	at the Cosmic Altar.	387	243	7,3
3079	Strength of Saradomin	Strength of Saradomin	in the God Wars Dungeon.	350	391	16,11
3080	Stuck in the Mire	Stuck in the Mire	in Kebos Swamp.	673	607	19,4
3081	Subterranea	Subterranea	in the Waterbirth Island Dungeon.	461	517	12,10
3082	Sunburn	Sunburn	in the Kharidian Desert.	497	267	7,23
3083	Superstition	Superstition	during the Legends' Quest.	441	265	9,5
3084	Surok's Theme	Surok's Theme	during the What Lies Below quest.	327	250	22,1
3085	Suspicious	Suspicious	during the Monkey Madness quest.	418	308	8,20
3086	Tale of Keldagrim	Tale of Keldagrim	in Keldagrim.	390	395	10,21
3087	Talking Forest	Talking Forest	in Seers' Village.	250	140	4,23
3088	Tarn Razorlor	Tarn Razorlor	during the Lair of Tarn Razorlor miniquest.	281	215	22,3
3089	Tears of Guthix	Tears of Guthix	during the Tears of Guthix minigame.	668	397	10,23
3090	Technology	Technology	during the Monkey Madness quest.	523	296	8,14
3091	Temple	Temple	in the Temple of Marimbo Dungeon.	597	307	8,19
3092	Temple of Light	Temple of Light	during the Mourning's End Part II quest.	630	376	10,6
3093	Temple of the Eye	Temple of the Eye	during the Temple of the Eye quest.	602	719	21,27
3094	Temple of Tribes	Temple of Tribes	during the Land of the Goblins quest.	494	717	21,24
3095	Tempoross	Tempor of the Storm	while fighting Tempoross.	680	688	20,31
3096	Terrible Caverns, The	The Terrible Caverns	during the Sins of the Father quest.	413	667	20,11
3097	Terrible Tunnels, The	The Terrible Tunnels	during the Sins of the Father quest.	512	675	20,12
3098	That Sullen Hall	That Sullen Hall	in Cerberus's Lair.	638	440	16,27
3099	Adventurer, The	The Adventurer	somewhere.	466	401	
3100	Angel's Fury, The	The Angel's Fury	in the God Wars Dungeon.	430	711	21,21
3101	Cellar Dwellers, The	The Cellar Dwellers	in the Ardougne sewers.	516	478	11,22
3102	Chosen, The	The Chosen	during the Recruitment Drive quest.	432	425	11,4
3103	Fragment, The	The Fragment	during the Song of the Elves quest.	468	652	20,2
3104	Depths, The	The Depths	during the Contact! quest.	516	606	13,24
3105	Desert, The	The Desert	in the Kharidian Desert.	886	79	4,24
3106	Desolate Isle, The	The Desolate Isle	on Waterbirth Island.	650	461	11,10
3107	Enchanter, The	The Enchanter	in the Enchantment Chamber in the Mage Training Arena.	418	541	12,24
3108	Far Side, The	The Far Side	in the Rogues' Den minigame.	392	403	10,26
3109	Galleon, The	The Galleon	during the Lunar Diplomacy quest.	388	630	14,12
3110	Genie, The	The Genie	during the Spirits of the Elid quest.	436	464	11,12
3111	Golem, The	The Golem	in the Ruins of Uzer.	541	377	10,7
3112	Last Shanty, The	The Last Shanty	in Meiyerditch.	400	643	14,16
3113	Lost Melody, The	The Lost Melody	in the Dorgesh-Kaan mine.	348	407	10,27
3114	Lost Tribe, The	The Lost Tribe	in the Dorgesh-Kaan mine.	372	420	11,2
3115	Lunar Isle, The	The Lunar Isle	on Lunar Isle.	363	625	14,4
3116	Mad Mole, The	The Mad Mole	while fighting the Giant Mole.	365	573	13,9
3117	Mollusc Menace, The	The Mollusc Menace	in Witchaven.	320	200	14,11
3118	Monsters Below, The	The Monsters Below	in the Waterbirth Island Dungeon.	396	448	11,9
3119	Navigator, The	The Navigator	during The Fremennik Trials quest.	564	316	8,31
3120	Noble Rodent, The	The Noble Rodent	during the Ratcatchers quest.	320	485	11,26
3121	Other Side, The	The Other Side	in Port Phasmatys.	547	355	9,22
3122	Power of Tears, The	The Power of Tears	during the Tears of Guthix minigame.	233	398	10,31
3123	Quizmaster, The	The Quizmaster	during the Quiz Master random event.	421	413	10,30
3124	Rogues Den, The	The Rogues' Den	in the Rogues' Den minigame.	520	402	10,25
3125	Shadow, The	The Shadow	during the Dragon Slayer I quest.	297	170	4,25
3126	Slayer, The	The Slayer	in the Fremennik Slayer Dungeon.	344	341	9,13
3127	Terrible Tower, The	The Terrible Tower	in the Slayer Tower.	469	339	9,11
3128	Tower, The	The Tower	in East Ardougne.	294	133	4,26
3129	Tower of Voices, The	The Tower of Voices	in Prifddinas.	715	648	19,19
3130	Trade Parade, The	The Trade Parade	at the Grand Exchange.	454	496	11,30
3131	Theme	Theme	during the Waterfall Quest.	339	109	4,27
3132	Welcome to the Theatre	Welcome to the Theatre	at Ver Sinhaza.	800	556	18,8
3133	Thrall of the Serpent	Thrall of the Serpent	in Zul-Andra.	585	433	13,12
3134	Throne of the Demon	Throne of the Demon	during the Shadow of the Storm quest.	590	379	10,9
3135	Time Out	Time Out	during the Maze random event.	307	242	7,4
3136	Time to Mine	Time to Mine	during the Between a Rock quest.	478	369	10,1
3137	Tiptoe	Tiptoe	in Draynor Manor.	467	338	9,10
3138	Title Fight	Title Fight	in the Champions' Challenge area.	306	525	12,15
3139	Beneath Cursed Sands	Beneath Cursed Sands	in the Tombs of Amascut.	518	730	22,29
3140	Sands of Time	Sands of Time	in the Tombs of Amascut.	770	739	23,4
3141	Ape-ex Predator	Ape-ex Predator	in the Tombs of Amascut.	656	740	23,5
3142	Mother's Curse, A	A Mother's Curse	in the Tombs of Amascut.	622	737	23,3
3143	Amascut's Promise	Amascut's Promise	in the Tombs of Amascut.	938	735	23,7
3144	Jaws of Gluttony	Jaws of Gluttony	in the Tombs of Amascut.	566	736	23,6
3145	Into the Tombs	Into the Tombs	in the Tombs of Amascut.	719	734	22,28
3146	Test of Companionship	Test of Companionship	in the Tombs of Amascut.	509	741	23,1
3147	Test of Resourcefulness	Test of Resourcefulness	in the Tombs of Amascut.	439	733	23,2
3148	Test of Strength	Test of Strength	in the Tombs of Amascut.	720	732	23,0
3149	Test of Isolation	Test of Isolation	in the Tombs of Amascut.	432	738	22,31
3150	Laid to Rest	Laid to Rest	in the Tombs of Amascut.	563	731	22,30
3151	Tomb Raider	Tomb Raider	in the Pyramid Plunder minigame.	555	591	13,18
3152	Tomorrow	Tomorrow	south of Port Sarim.	262	105	6,3
3153	Too Many Cooks...	Too Many Cooks...	during the Recipe for Disaster quest.	340	386	13,14
3154	Trahaearn Toil	Trahaearn Toil	in Prifddinas.	537	649	19,25
3155	Trawler	Trawler	during the Fishing Trawler minigame.	435	38	4,28
3156	Trawler Minor	Trawler Minor	during the Fishing Trawler minigame.	285	51	4,29
3157	Tree Spirits	Tree Spirits	north west of Ardougne.	401	130	4,30
3158	Tremble	Tremble	in southern Troll Country.	342	187	6,29
3159	Tribal	Tribal	on Karamja.	219	165	5,0
3160	Tribal Background	Tribal Background	in Tai Bwo Wannai.	354	162	4,31
3161	Tribal 2	Tribal 2	on Karamja.	380	94	5,1
3162	Trinity	Trinity	in the Legends' Guild.	372	192	5,2
3163	Troll Shuffle	Troll Shuffle	during the Making Friends with My Arm quest.	587	592	18,25
3164	Trouble Brewing	Trouble Brewing	during the Trouble Brewing minigame.	265	611	13,26
3165	Troubled	Troubled	in the Wilderness.	378	183	5,3
3166	Troubled Waters	Troubled Waters	at the Kraken Cove.	337	421	16,15
3167	Twilight	Twilight	during the Elemental Workshop I quest.	535	88	6,19
3168	TzHaar!	TzHaar!	in the TzHaar Fight Cave.	367	473	11,19
3169	Ruins of Isolation	Ruins of Isolation	in the Ruins of Ullek.	574	725	22,23
3170	Undead Dungeon	Undead Dungeon	in Tarn's Lair.	330	214	15,23
3171	Undercurrent	Undercurrent	in the Wilderness.	543	176	6,10
3172	Underground	Underground	in the Wilderness.	362	179	5,4
3173	Understanding	Understanding	at the Nature Altar.	310	131	6,27
3174	Unknown Land	Unknown Land	in Draynor Village.	209	3	5,5
3175	Untouchable	Untouchable	during the Dream Mentor quest.	327	300	16,6
3176	Underground Pass	Underground Pass	during the Underground Pass quest.	418	323	5,6
3177	Upcoming	Upcoming	south of Ardougne.	315	70	5,7
3178	Upir Likhyi	Upir Likhyi	during the Sins of the Father quest.	605	672	20,10
3179	Upper Depths	Upper Depths	in the Chambers of Xeric.	417	492	17,10
3180	Vanescula	Vanescula	during the A Taste of Hope quest.	267	562	18,6
3181	Vampyre Assault	Vampyre Assault	during the In Aid of the Myreque quest.	315	678	20,19
3182	Venomous	Venomous	in the Wilderness.	342	721	22,19
3183	Venture	Venture	at the Digsite.	188	75	5,8
3184	Venture 2	Venture 2	during The Digsite quest.	335	45	6,8
3185	It's not over 'til...	It's not over 'til...	in the Theatre of Blood.	430	566	18,16
3186	Fat Lady Sings, The	The Fat Lady Sings	in the Theatre of Blood.	681	572	18,17
3187	Curtain Closes, The	The Curtain Closes	in the Theatre of Blood.	715	582	18,18
3188	Victory is Mine	Victory is Mine	during the Champions' Challenge minigame.	316	528	12,16
3189	Village	Village	in Canifis.	358	61	6,22
3190	Vision	Vision	at the Wizards' Tower.	284	85	5,9
3191	Volcanic Vikings	Volcanic Vikings	on Neitiznot.	333	225	14,24
3192	Voodoo Cult	Voodoo Cult	during the Legends' Quest.	533	30	5,10
3193	Voyage	Voyage	north of Ardougne.	297	32	5,11
3194	Waiting Game, The	The Waiting Game	in the Soul Wars lobby.	468	686	20,28
3195	Waking Dream	Waking Dream	during the Lunar Diplomacy quest.	326	622	14,2
3196	Wally the Hero	Wally the Hero	during the Demon Slayer quest.	130	196	22,15
3197	Wander	Wander	in Draynor Village.	346	49	5,12
3198	Warpath	Warpath	during the Clan Wars minigame.	475	427	16,23
3199	Song of the Elves	Song of the Elves	during the Song of the Elves quest.	587	645	19,29
3200	What Happens Below...	What Happens Below...	in the Warrens.	332	703	21,17
3201	Warrior	Warrior	during The Fremennik Trials quest.	330	295	8,13
3202	Warriors' Guild	Warriors' Guild	at the Warriors' Guild.	314	634	14,7
3203	Doors of Dinh, The	The Doors of Dinh	in the Northern Tundras.	513	477	4,7
3204	Waterfall	Waterfall	north of Ardougne.	234	82	5,13
3205	Waterlogged	Waterlogged	in Mort Myre Swamp.	485	244	7,7
3206	Way of the Enchanter	Way of the Enchanter	in the Lunar Isle mine.	356	626	14,6
3207	Way of the Wyrm	Way of the Wyrm	in the Karuulm Slayer Dungeon.	553	595	18,29
3208	Wayward	Wayward	in the Jiggig dungeon.	563	394	10,20
3209	We are the Fairies	We are the Fairies	during the Fairytale II - Cure a Queen quest.	469	126	14,18
3210	Lumbering	Lumbering	in Weiss.	630	590	18,24
3211	Well of Voyage	Well of Voyage	during the Regicide quest.	324	271	7,29
3212	Morytanian Mystery	Morytanian Mystery	during the Darkness of Hallowvale quest.	314	676	20,18
3213	Where Eagles Lair	Where Eagles Lair	during the Eagles' Peak quest.	379	620	15,0
3214	Wild Isle	Wild Isle	in the Wilderness.	187	189	6,6
3215	Wild Side	Wild Side	in the Wilderness.	527	475	11,20
3216	Wilderness	Wilderness	in the Wilderness.	353	435	5,14
3217	Revenants	Revenants	in the Revenant Caves.	464	521	17,21
3218	Wilderness 2	Wilderness 2	in the Wilderness.	301	42	5,15
3219	Wilderness 3	Wilderness 3	in the Wilderness.	182	43	5,16
3220	Wildwood	Wildwood	in the Wilderness.	344	8	9,0
3221	Winter Funfair	Winter Funfair	during a Christmas event.	434	526	17,24
3222	Ice and Fire	Ice and Fire	while fighting the Wintertodt.	342	483	17,3
3223	Witching	Witching	in the Wilderness.	161	14	5,17
3224	Woe of the Wyvern	Woe of the Wyvern	in the Asgarnian Ice Dungeon.	388	529	12,17
3225	Wonder	Wonder	in the Wilderness.	335	34	5,18
3226	Wonderous	Wonderous	south of Seers' Village.	387	81	5,19
3227	Woodland	Woodland	in Isafdar.	340	255	7,14
3228	Walk in the Woods, A	A Walk in the Woods	in the Kourend Woodland.	175	636	19,1
3229	Work, Work, Work	Work	 Work	 Work	during the Tower of Life quest.	525	237	15,2
3230	Workshop	Workshop	in Falador.	419	15	5,20
3231	Wrath and Ruin	Wrath and Ruin	in Tolna's Rift.	383	565	13,7
3232	Part Where You Die, The	The Part Where You Die	during the A Kingdom Divided quest.	514	698	21,9
3233	Predator Xarpus	Predator Xarpus	in the Theatre of Blood.	500	567	18,21
3234	Last King of the Yarasa	Last King of the Yarasa	in the Theatre of Blood.	708	564	18,22
3235	Xenophobe	Xenophobe	in the Waterbirth Island Dungeon.	291	524	12,14
3236	Festive Party, A	A Festive Party	during a Christmas event.	326	708	21,18
3237	Yesteryear	Yesteryear	in Lumbridge.	397	145	6,1
3238	Spurned Demon, The	The Spurned Demon	while fighting Zalcano.	725	662	19,27
3239	Zamorak Zoo	Zamorak Zoo	in the God Wars Dungeon.	307	399	16,10
3240	Zanik's Theme	Zanik's Theme	during the Land of the Goblins quest.	279	716	21,25
3241	Zaros Zeitgeist	Zaros Zeitgeist	in the God Wars Dungeon.	754	710	21,20
3242	Zealot	Zealot	at the Water Altar.	402	146	6,12
3243	Zogre Dance	Zogre Dance	south of Castle Wars.	530	392	10,18
3244	On Thin Ice	On Thin Ice	during the Dragon Slayer II quest.	504	536	17,28
