sheet	row	col	sprite	width	height
4	10	18	deadman_sigil_skilling_icons_small_4	24	17
4	10	19	deadman_sigil_skilling_icons_small_5	22	23
4	11	0	deadman_sigil_skilling_icons_small_6	22	22
4	11	1	deadman_sigil_skilling_icons_small_7	22	19
4	11	2	deadman_sigil_skilling_icons_small_8	18	22
4	11	3	deadman_sigil_skilling_icons_small_9	22	21
4	11	4	deadman_sigil_utility_icons_large_0	48	46
4	11	5	deadman_sigil_utility_icons_large_1	48	48
4	11	6	deadman_sigil_utility_icons_large_10	48	46
4	11	7	deadman_sigil_utility_icons_large_11	46	48
4	11	8	deadman_sigil_utility_icons_large_12	46	46
4	11	9	deadman_sigil_utility_icons_large_13	40	48
4	11	10	deadman_sigil_utility_icons_large_14	48	48
4	11	11	deadman_sigil_utility_icons_large_15	48	48
4	11	12	deadman_sigil_utility_icons_large_16	40	48
4	11	13	deadman_sigil_utility_icons_large_17	48	48
4	11	14	deadman_sigil_utility_icons_large_18	48	48
4	11	15	deadman_sigil_utility_icons_large_19	48	48
4	11	16	deadman_sigil_utility_icons_large_2	48	48
4	11	17	deadman_sigil_utility_icons_large_20	48	48
4	11	18	deadman_sigil_utility_icons_large_21	48	48
4	11	19	deadman_sigil_utility_icons_large_22	46	46
4	12	0	deadman_sigil_utility_icons_large_23	47	48
4	12	1	deadman_sigil_utility_icons_large_24	30	48
4	12	2	deadman_sigil_utility_icons_large_25	48	48
4	12	3	deadman_sigil_utility_icons_large_3	46	48
4	12	4	deadman_sigil_utility_icons_large_4	48	48
4	12	5	deadman_sigil_utility_icons_large_5	46	48
4	12	6	deadman_sigil_utility_icons_large_6	48	48
4	12	7	deadman_sigil_utility_icons_large_7	48	48
4	12	8	deadman_sigil_utility_icons_large_8	48	48
4	12	9	deadman_sigil_utility_icons_large_9	48	48
4	12	10	deadman_sigil_utility_icons_large_inactive_0	48	46
4	12	11	deadman_sigil_utility_icons_large_inactive_1	48	48
4	12	12	deadman_sigil_utility_icons_large_inactive_10	48	46
4	12	13	deadman_sigil_utility_icons_large_inactive_11	46	48
4	12	14	deadman_sigil_utility_icons_large_inactive_12	46	46
4	12	15	deadman_sigil_utility_icons_large_inactive_13	40	48
4	12	16	deadman_sigil_utility_icons_large_inactive_14	48	48
4	12	17	deadman_sigil_utility_icons_large_inactive_15	48	48
4	12	18	deadman_sigil_utility_icons_large_inactive_16	40	48
4	12	19	deadman_sigil_utility_icons_large_inactive_17	48	48
5	0	0	deadman_sigil_utility_icons_large_inactive_18	48	48
5	0	1	deadman_sigil_utility_icons_large_inactive_19	48	48
5	0	2	deadman_sigil_utility_icons_large_inactive_2	48	48
5	0	3	deadman_sigil_utility_icons_large_inactive_20	48	48
5	0	4	deadman_sigil_utility_icons_large_inactive_21	48	48
5	0	5	deadman_sigil_utility_icons_large_inactive_22	46	46
5	0	6	deadman_sigil_utility_icons_large_inactive_23	47	48
5	0	7	deadman_sigil_utility_icons_large_inactive_24	30	48
5	0	8	deadman_sigil_utility_icons_large_inactive_25	48	48
5	0	9	deadman_sigil_utility_icons_large_inactive_3	46	48
5	0	10	deadman_sigil_utility_icons_large_inactive_4	48	48
5	0	11	deadman_sigil_utility_icons_large_inactive_5	46	48
5	0	12	deadman_sigil_utility_icons_large_inactive_6	48	48
5	0	13	deadman_sigil_utility_icons_large_inactive_7	48	48
5	0	14	deadman_sigil_utility_icons_large_inactive_8	48	48
5	0	15	deadman_sigil_utility_icons_large_inactive_9	48	48
5	0	16	deadman_sigil_utility_icons_small_0	22	22
5	0	17	deadman_sigil_utility_icons_small_1	24	22
5	0	18	deadman_sigil_utility_icons_small_10	24	23
5	0	19	deadman_sigil_utility_icons_small_11	22	23
5	1	0	deadman_sigil_utility_icons_small_12	22	22
5	1	1	deadman_sigil_utility_icons_small_13	19	23
5	1	2	deadman_sigil_utility_icons_small_14	24	24
5	1	3	deadman_sigil_utility_icons_small_15	24	24
5	1	4	deadman_sigil_utility_icons_small_16	20	24
5	1	5	deadman_sigil_utility_icons_small_17	24	24
5	1	6	deadman_sigil_utility_icons_small_18	24	24
5	1	7	deadman_sigil_utility_icons_small_19	24	24
5	1	8	deadman_sigil_utility_icons_small_2	23	23
5	1	9	deadman_sigil_utility_icons_small_20	23	23
5	1	10	deadman_sigil_utility_icons_small_21	24	24
5	1	11	deadman_sigil_utility_icons_small_22	22	22
5	1	12	deadman_sigil_utility_icons_small_23	21	24
5	1	13	deadman_sigil_utility_icons_small_24	14	24
5	1	14	deadman_sigil_utility_icons_small_25	22	22
5	1	15	deadman_sigil_utility_icons_small_3	22	24
5	1	16	deadman_sigil_utility_icons_small_4	24	22
5	1	17	deadman_sigil_utility_icons_small_5	22	23
5	1	18	deadman_sigil_utility_icons_small_6	24	24
5	1	19	deadman_sigil_utility_icons_small_7	23	23
5	2	0	deadman_sigil_utility_icons_small_8	23	23
5	2	1	deadman_sigil_utility_icons_small_9	24	24
5	2	2	directional_lock_arrows_0	16	16
5	2	3	directional_lock_arrows_1	16	16
5	2	4	directional_lock_arrows_2	16	16
5	2	5	directional_lock_arrows_3	16	16
5	2	6	dream_inv_brdr	60	60
5	2	7	dream_monster_icon	50	48
5	2	8	dt2_icons_0	30	28
5	2	9	dt2_icons_1	30	28
5	2	10	dt2_icons_2	26	25
5	2	11	dt2_icons_3	26	25
5	2	12	dt2_icons_4	30	28
5	2	13	dt2_icons_5	30	28
5	2	14	dt2_icons_6	26	25
5	2	15	dt2_icons_7	26	25
5	2	16	emotes_0	25	47
5	2	17	emotes_1	25	47
5	2	18	emotes_10	31	47
5	2	19	emotes_11	28	47
5	3	0	emotes_12	23	46
5	3	1	emotes_13	30	47
5	3	2	emotes_14	40	47
5	3	3	emotes_15	38	47
5	3	4	emotes_16	34	43
5	3	5	emotes_17	35	47
5	3	6	emotes_18	29	47
5	3	7	emotes_19	27	47
5	3	8	emotes_2	28	47
5	3	9	emotes_20	31	47
5	3	10	emotes_21	28	47
5	3	11	emotes_22	32	47
5	3	12	emotes_23	26	48
5	3	13	emotes_24	32	47
5	3	14	emotes_25	26	48
5	3	15	emotes_26	39	41
5	3	16	emotes_27	31	47
5	3	17	emotes_28	29	42
5	3	18	emotes_29	29	47
5	3	19	emotes_3	29	39
5	4	0	emotes_30	28	47
5	4	1	emotes_31	41	45
5	4	2	emotes_32	32	48
5	4	3	emotes_33	29	47
5	4	4	emotes_34	28	46
5	4	5	emotes_35	18	45
5	4	6	emotes_36	41	48
5	4	7	emotes_37	44	46
5	4	8	emotes_38	36	47
5	4	9	emotes_39	25	45
5	4	10	emotes_4	29	47
5	4	11	emotes_40	46	29
5	4	12	emotes_41	36	44
5	4	13	emotes_42	48	28
5	4	14	emotes_43	27	47
5	4	15	emotes_44	25	47
5	4	16	emotes_45	32	36
5	4	17	emotes_46	25	46
5	4	18	emotes_47	21	46
5	4	19	emotes_48	28	46
5	5	0	emotes_49	27	47
5	5	1	emotes_5	31	46
5	5	2	emotes_50	29	47
5	5	3	emotes_51	31	47
5	5	4	emotes_52	29	47
5	5	5	emotes_53	35	48
5	5	6	emotes_54	45	47
5	5	7	emotes_55	34	48
5	5	8	emotes_56	42	46
5	5	9	emotes_57	26	48
5	5	10	emotes_58	32	48
5	5	11	emotes_59	32	31
5	5	12	emotes_6	25	47
5	5	13	emotes_60	30	47
5	5	14	emotes_7	35	47
5	5	15	emotes_8	32	47
5	5	16	emotes_9	28	47
5	5	17	emotes_locked_0	30	46
5	5	18	emotes_locked_1	27	46
5	5	19	emotes_locked_10	27	46
5	6	0	emotes_locked_11	40	44
5	6	1	emotes_locked_12	32	48
5	6	2	emotes_locked_13	28	46
5	6	3	emotes_locked_14	27	45
5	6	4	emotes_locked_15	17	44
5	6	5	emotes_locked_16	40	47
5	6	6	emotes_locked_17	44	46
5	6	7	emotes_locked_18	36	46
5	6	8	emotes_locked_19	25	45
5	6	9	emotes_locked_2	31	46
5	6	10	emotes_locked_20	46	38
5	6	11	emotes_locked_21	36	44
5	6	12	emotes_locked_22	48	28
5	6	13	emotes_locked_23	27	47
5	6	14	emotes_locked_24	23	46
5	6	15	emotes_locked_25	31	35
5	6	16	emotes_locked_26	24	45
5	6	17	emotes_locked_27	20	46
5	6	18	emotes_locked_28	28	45
5	6	19	emotes_locked_29	27	47
5	7	0	emotes_locked_3	25	47
5	7	1	emotes_locked_30	30	46
5	7	2	emotes_locked_31	34	47
5	7	3	emotes_locked_32	45	46
5	7	4	emotes_locked_33	33	47
5	7	5	emotes_locked_34	25	47
5	7	6	emotes_locked_35	31	47
5	7	7	emotes_locked_36	31	30
5	7	8	emotes_locked_37	41	45
5	7	9	emotes_locked_38	29	46
5	7	10	emotes_locked_4	31	46
5	7	11	emotes_locked_5	25	47
5	7	12	emotes_locked_6	38	40
5	7	13	emotes_locked_7	30	46
5	7	14	emotes_locked_8	28	41
5	7	15	emotes_locked_9	28	46
5	7	16	exclamation_mark	10	32
5	7	17	farming_undead_icon	23	23
5	7	18	fast_forward_0	23	17
5	7	19	fast_forward_1	23	17
5	8	0	favourite_icons_0	13	12
5	8	1	favourite_icons_1	13	12
5	8	2	fixed_compass_mask	32	33
5	8	3	frex_runes_0	25	25
5	8	4	frex_runes_1	15	23
5	8	5	frex_runes_2	23	19
5	8	6	frex_runes_3	21	23
5	8	7	frex_runes_4	21	21
5	8	8	frex_runes_5	22	21
5	8	9	friends_changed_name	14	13
5	8	10	gauntlet_map_icons_0	35	35
5	8	11	gauntlet_map_icons_1	35	31
5	8	12	gauntlet_map_icons_2	31	31
5	8	13	gauntlet_map_icons_3	31	35
5	8	14	gauntlet_map_icons_5	35	35
5	8	15	gauntlet_map_icons_6	35	35
5	8	16	gauntlet_map_icons_8	35	35
5	8	17	gauntlet_map_icons_9	35	35
5	8	18	ge_backbutton	30	23
5	8	19	ge_cancel_0	20	20
5	9	0	ge_cancel_1	20	20
5	9	1	ge_icons_0	26	35
5	9	2	ge_icons_1	26	35
5	9	3	ge_icons_2	26	35
5	9	4	ge_icons_3	26	35
5	9	5	ge_icons_4	35	25
5	9	6	ge_icons_5	35	25
5	9	7	ge_itembackdrop_0	40	36
5	9	8	ge_itembackdrop_1	40	36
5	9	9	ge_itembackdrop_2	40	36
5	9	10	ge_modify_0	20	20
5	9	11	ge_modify_1	20	20
5	9	12	ge_smallicons_0	20	18
5	9	13	ge_smallicons_1	14	14
5	9	14	ge_smallicons_4	13	13
5	9	15	ge_smallicons_5	13	13
5	9	16	ge_smallicons_6	11	14
5	9	17	ge_smallicons_7	11	14
5	9	18	giants_foundry_moulds_small_0	40	30
5	9	19	giants_foundry_moulds_small_1	40	30
5	10	0	giants_foundry_moulds_small_10	40	30
5	10	1	giants_foundry_moulds_small_11	40	30
5	10	2	giants_foundry_moulds_small_12	40	30
5	10	3	giants_foundry_moulds_small_13	40	30
5	10	4	giants_foundry_moulds_small_14	40	30
5	10	5	giants_foundry_moulds_small_15	40	30
5	10	6	giants_foundry_moulds_small_16	40	30
5	10	7	giants_foundry_moulds_small_17	40	30
5	10	8	giants_foundry_moulds_small_18	40	30
5	10	9	giants_foundry_moulds_small_19	40	30
5	10	10	giants_foundry_moulds_small_2	40	30
5	10	11	giants_foundry_moulds_small_20	40	30
5	10	12	giants_foundry_moulds_small_21	40	30
5	10	13	giants_foundry_moulds_small_22	40	30
5	10	14	giants_foundry_moulds_small_23	40	30
5	10	15	giants_foundry_moulds_small_24	40	30
5	10	16	giants_foundry_moulds_small_25	40	30
5	10	17	giants_foundry_moulds_small_26	40	30
5	10	18	giants_foundry_moulds_small_27	40	30
5	10	19	giants_foundry_moulds_small_28	40	30
5	11	0	giants_foundry_moulds_small_29	40	30
5	11	1	giants_foundry_moulds_small_3	40	30
5	11	2	giants_foundry_moulds_small_30	40	30
5	11	3	giants_foundry_moulds_small_31	40	30
5	11	4	giants_foundry_moulds_small_32	40	30
5	11	5	giants_foundry_moulds_small_4	40	30
5	11	6	giants_foundry_moulds_small_5	40	30
5	11	7	giants_foundry_moulds_small_6	40	30
5	11	8	giants_foundry_moulds_small_7	40	30
5	11	9	giants_foundry_moulds_small_8	40	30
5	11	10	giants_foundry_moulds_small_9	40	30
5	11	11	giants_foundry_tool_icon_0	14	14
5	11	12	giants_foundry_tool_icon_1	14	14
5	11	13	giants_foundry_tool_icon_2	14	14
5	11	14	giants_foundry_tool_icon_3	15	15
5	11	15	giants_foundry_tool_icon_4	12	16
5	11	16	giants_foundry_tool_icon_6	16	16
5	11	17	giants_foundry_tool_map_icon_0	15	15
5	11	18	giants_foundry_tool_map_icon_1	15	15
5	11	19	giants_foundry_tool_map_icon_2	15	15
5	12	0	gnomeball_buttons_0	25	38
5	12	1	gnomeball_buttons_1	25	39
5	12	2	gnomeball_buttons_2	21	38
5	12	3	god_wars_icons_0	25	25
5	12	4	god_wars_icons_1	25	23
5	12	5	god_wars_icons_2	18	25
5	12	6	god_wars_icons_3	25	24
5	12	7	god_wars_icons_4	25	25
5	12	8	grim_musicalnotes_0	45	36
5	12	9	grim_musicalnotes_1	10	28
5	12	10	grim_musicalnotes_2	10	29
5	12	11	ground_items_plusminus_0	17	17
5	12	12	ground_items_plusminus_1	17	17
5	12	13	ground_items_plusminus_2	17	17
5	12	14	ground_items_plusminus_3	17	17
5	12	15	ground_items_plusminus_4	17	17
5	12	16	ground_items_plusminus_5	17	17
5	12	17	ground_items_plusminus_6	17	17
5	12	18	ground_items_plusminus_7	17	17
5	12	19	ground_items_visibility_0	17	13
6	0	0	ground_items_visibility_1	17	15
6	0	1	group_icon_0	13	11
6	0	2	group_icon_1	13	13
6	0	3	headicons_et	13	25
6	0	4	headicons_hint	25	25
6	0	5	headicons_pk	25	25
6	0	6	headicons_pk_interface_0	25	25
6	0	7	headicons_pk_interface_1	25	25
6	0	8	headicons_pk_interface_10	25	25
6	0	9	headicons_pk_interface_11	25	25
6	0	10	headicons_pk_interface_12	25	25
6	0	11	headicons_pk_interface_14	25	25
6	0	12	headicons_pk_interface_15	25	22
6	0	13	headicons_pk_interface_16	25	25
6	0	14	headicons_pk_interface_17	25	25
6	0	15	headicons_pk_interface_18	25	25
6	0	16	headicons_pk_interface_19	25	25
6	0	17	headicons_pk_interface_2	25	25
6	0	18	headicons_pk_interface_21	25	16
6	0	19	headicons_pk_interface_22	25	16
6	1	0	headicons_pk_interface_23	25	16
6	1	1	headicons_pk_interface_24	25	16
6	1	2	headicons_pk_interface_25	25	16
6	1	3	headicons_pk_interface_28	25	16
6	1	4	headicons_pk_interface_29	25	16
6	1	5	headicons_pk_interface_3	25	25
6	1	6	headicons_pk_interface_30	25	16
6	1	7	headicons_pk_interface_31	25	16
6	1	8	headicons_pk_interface_32	25	16
6	1	9	headicons_pk_interface_7	23	25
6	1	10	headicons_pk_interface_8	15	22
6	1	11	headicons_pk_interface_9	25	25
6	1	12	headicons_prayer	25	25
6	1	13	hiscores_activities_0	18	18
6	1	14	hiscores_activities_1	16	18
6	1	15	hiscores_activities_2	15	15
6	1	16	hiscores_activities_3	16	16
6	1	17	hiscores_activities_4	14	16
6	1	18	hiscores_activities_5	18	16
6	1	19	hiscores_activities_6	18	16
6	2	0	hiscores_activities_7	16	16
6	2	1	hiscores_bosses_0	19	19
6	2	2	hiscores_bosses_1	18	16
6	2	3	hiscores_bosses_10	15	16
6	2	4	hiscores_bosses_11	19	18
6	2	5	hiscores_bosses_12	17	16
6	2	6	hiscores_bosses_13	16	18
6	2	7	hiscores_bosses_14	14	16
6	2	8	hiscores_bosses_15	13	17
6	2	9	hiscores_bosses_16	13	17
6	2	10	hiscores_bosses_17	13	17
6	2	11	hiscores_bosses_18	16	16
6	2	12	hiscores_bosses_19	18	14
6	2	13	hiscores_bosses_2	17	14
6	2	14	hiscores_bosses_20	17	16
6	2	15	hiscores_bosses_21	18	17
6	2	16	hiscores_bosses_22	12	18
6	2	17	hiscores_bosses_23	19	17
6	2	18	hiscores_bosses_24	18	16
6	2	19	hiscores_bosses_25	18	12
6	3	0	hiscores_bosses_26	12	17
6	3	1	hiscores_bosses_27	19	15
6	3	2	hiscores_bosses_28	18	17
6	3	3	hiscores_bosses_29	16	16
6	3	4	hiscores_bosses_3	15	18
6	3	5	hiscores_bosses_30	17	17
6	3	6	hiscores_bosses_31	16	18
6	3	7	hiscores_bosses_32	17	17
6	3	8	hiscores_bosses_33	11	17
6	3	9	hiscores_bosses_34	18	18
6	3	10	hiscores_bosses_35	19	19
6	3	11	hiscores_bosses_36	17	17
6	3	12	hiscores_bosses_37	17	17
6	3	13	hiscores_bosses_38	18	17
6	3	14	hiscores_bosses_39	15	19
6	3	15	hiscores_bosses_4	15	18
6	3	16	hiscores_bosses_40	15	19
6	3	17	hiscores_bosses_41	19	18
6	3	18	hiscores_bosses_42	19	18
6	3	19	hiscores_bosses_43	15	19
6	4	0	hiscores_bosses_44	17	17
6	4	1	hiscores_bosses_45	17	17
6	4	2	hiscores_bosses_46	16	14
6	4	3	hiscores_bosses_47	18	17
6	4	4	hiscores_bosses_48	17	18
6	4	5	hiscores_bosses_49	17	16
6	4	6	hiscores_bosses_5	18	16
6	4	7	hiscores_bosses_50	17	17
6	4	8	hiscores_bosses_51	22	18
6	4	9	hiscores_bosses_52	16	17
6	4	10	hiscores_bosses_53	11	19
6	4	11	hiscores_bosses_6	17	17
6	4	12	hiscores_bosses_7	15	17
6	4	13	hiscores_bosses_8	16	18
6	4	14	hiscores_bosses_9	20	16
6	4	15	hiscores_icons_0	10	13
6	4	16	hiscores_icons_1	13	13
6	4	17	hiscores_icons_2	10	13
6	4	18	hiscores_icons_3	10	13
6	4	19	hiscores_icons_4	10	13
6	5	0	hiscores_icons_7	13	13
6	5	1	hiscores_icons_8	11	13
6	5	2	hiscores_icons_9	13	12
6	5	3	hitmark_0	24	23
6	5	4	hitmark_1	24	23
6	5	5	hitmark_10	24	23
6	5	6	hitmark_11	24	23
6	5	7	hitmark_12	23	23
6	5	8	hitmark_13	21	22
6	5	9	hitmark_14	21	22
6	5	10	hitmark_15	19	22
6	5	11	hitmark_16	22	17
6	5	12	hitmark_17	23	23
6	5	13	hitmark_18	25	25
6	5	14	hitmark_19	25	25
6	5	15	hitmark_2	24	23
6	5	16	hitmark_20	21	22
6	5	17	hitmark_21	21	22
6	5	18	hitmark_22	21	22
6	5	19	hitmark_23	21	22
6	6	0	hitmark_24	24	24
6	6	1	hitmark_25	24	24
6	6	2	hitmark_26	23	24
6	6	3	hitmark_27	23	24
6	6	4	hitmark_28	24	21
6	6	5	hitmark_29	25	25
6	6	6	hitmark_3	24	23
6	6	7	hitmark_30	25	25
6	6	8	hitmark_31	25	25
6	6	9	hitmark_32	21	22
6	6	10	hitmark_33	21	22
6	6	11	hitmark_34	23	24
6	6	12	hitmark_35	23	23
6	6	13	hitmark_36	24	23
6	6	14	hitmark_37	24	24
6	6	15	hitmark_38	23	25
6	6	16	hitmark_39	23	25
6	6	17	hitmark_4	21	22
6	6	18	hitmark_40	22	23
6	6	19	hitmark_41	23	23
6	7	0	hitmark_42	23	23
6	7	1	hitmark_43	23	23
6	7	2	hitmark_44	24	24
6	7	3	hitmark_45	23	23
6	7	4	hitmark_46	23	23
6	7	5	hitmark_47	23	23
6	7	6	hitmark_5	21	22
6	7	7	hitmark_6	19	22
6	7	8	hitmark_7	22	17
6	7	9	hitmark_8	24	23
6	7	10	hitmark_9	24	23
6	7	11	hitmark_blocked	25	25
6	7	12	hosidius_sigil	32	32
6	7	13	icon_activities_25x25_0	25	25
6	7	14	icon_activities_25x25_1	25	25
6	7	15	icon_activities_25x25_10	25	23
6	7	16	icon_activities_25x25_2	25	25
6	7	17	icon_activities_25x25_3	25	25
6	7	18	icon_activities_25x25_4	23	25
6	7	19	icon_activities_25x25_5	25	25
6	8	0	icon_activities_25x25_6	25	25
6	8	1	icon_activities_25x25_7	21	25
6	8	2	icon_activities_25x25_8	25	25
6	8	3	icon_activities_25x25_9	25	25
6	8	4	icon_alchemy_chemicals01_18x18_0	15	15
6	8	5	icon_alchemy_chemicals01_18x18_1	13	16
6	8	6	icon_alchemy_chemicals01_18x18_2	17	15
6	8	7	icon_alchemy_chemicals01_20x20_0	19	19
6	8	8	icon_alchemy_chemicals01_20x20_1	15	19
6	8	9	icon_alchemy_chemicals01_20x20_2	19	18
6	8	10	icon_alchemy_chemicals01_27x27_0	25	25
6	8	11	icon_alchemy_chemicals01_27x27_1	19	25
6	8	12	icon_alchemy_chemicals01_27x27_2	25	25
6	8	13	icon_alchemy_machines01_20x20_0	20	20
6	8	14	icon_alchemy_machines01_20x20_1	18	20
6	8	15	icon_alchemy_machines01_20x20_2	20	20
6	8	16	icon_arrow_32x16_0	30	16
6	8	17	icon_arrow_32x16_1	30	16
6	8	18	icon_arrow_32x16_2	30	16
6	8	19	icon_arrow_32x16_3	30	16
6	9	0	icon_arrows	60	58
6	9	1	icon_balance	33	60
6	9	2	icon_bandit	56	29
6	9	3	icon_barracuda_objectives_18x18_0	15	15
6	9	4	icon_barracuda_objectives_18x18_1	15	17
6	9	5	icon_barracuda_objectives_18x18_10	17	17
6	9	6	icon_barracuda_objectives_18x18_11	17	17
6	9	7	icon_barracuda_objectives_18x18_12	17	17
6	9	8	icon_barracuda_objectives_18x18_13	17	17
6	9	9	icon_barracuda_objectives_18x18_14	14	18
6	9	10	icon_barracuda_objectives_18x18_15	14	18
6	9	11	icon_barracuda_objectives_18x18_16	14	18
6	9	12	icon_barracuda_objectives_18x18_17	14	18
6	9	13	icon_barracuda_objectives_18x18_18	14	18
6	9	14	icon_barracuda_objectives_18x18_19	14	18
6	9	15	icon_barracuda_objectives_18x18_2	11	17
6	9	16	icon_barracuda_objectives_18x18_20	14	18
6	9	17	icon_barracuda_objectives_18x18_21	14	18
6	9	18	icon_barracuda_objectives_18x18_22	14	18
6	9	19	icon_barracuda_objectives_18x18_23	14	18
6	10	0	icon_barracuda_objectives_18x18_3	17	17
6	10	1	icon_barracuda_objectives_18x18_4	17	17
6	10	2	icon_barracuda_objectives_18x18_5	17	17
6	10	3	icon_barracuda_objectives_18x18_6	17	17
6	10	4	icon_barracuda_objectives_18x18_7	17	17
6	10	5	icon_barracuda_objectives_18x18_8	17	17
6	10	6	icon_barracuda_objectives_18x18_9	17	17
6	10	7	icon_barracuda_objectives_32x32_0	19	31
6	10	8	icon_barracuda_objectives_32x32_1	19	31
6	10	9	icon_barracuda_objectives_32x32_2	31	29
6	10	10	icon_barracuda_objectives_32x32_3	31	29
6	10	11	icon_barracuda_rank_32x32_0	32	32
6	10	12	icon_barracuda_rank_32x32_1	32	32
6	10	13	icon_barracuda_rank_32x32_2	32	32
6	10	14	icon_barracuda_rank_32x32_3	32	32
6	10	15	icon_barracuda_rank_32x32_4	32	32
6	10	16	icon_barracuda_rank_32x32_5	32	32
6	10	17	icon_barracuda_rank_32x32_6	32	32
6	10	18	icon_barracuda_rank_64x64_0	64	64
6	10	19	icon_barracuda_rank_64x64_1	64	64
6	11	0	icon_barracuda_rank_64x64_2	64	64
6	11	1	icon_barracuda_rank_64x64_3	64	64
6	11	2	icon_barracuda_reset_22x22_0	21	21
6	11	3	icon_barracuda_reset_22x22_1	21	21
6	11	4	icon_bonds_30x30_0	26	28
6	11	5	icon_bonds_30x30_1	24	29
6	11	6	icon_bonds_30x30_2	29	29
6	11	7	icon_bones	57	57
6	11	8	icon_boss_25x25_0	23	25
6	11	9	icon_boss_25x25_1	21	25
6	11	10	icon_boss_25x25_10	23	25
6	11	11	icon_boss_25x25_11	25	25
6	11	12	icon_boss_25x25_12	18	25
6	11	13	icon_boss_25x25_13	18	25
6	11	14	icon_boss_25x25_14	25	25
6	11	15	icon_boss_25x25_15	25	23
6	11	16	icon_boss_25x25_16	25	25
6	11	17	icon_boss_25x25_17	17	25
6	11	18	icon_boss_25x25_18	25	23
6	11	19	icon_boss_25x25_19	25	25
6	12	0	icon_boss_25x25_2	23	25
6	12	1	icon_boss_25x25_20	25	24
6	12	2	icon_boss_25x25_21	25	25
6	12	3	icon_boss_25x25_22	24	25
6	12	4	icon_boss_25x25_23	25	25
6	12	5	icon_boss_25x25_24	25	25
6	12	6	icon_boss_25x25_25	25	25
6	12	7	icon_boss_25x25_26	25	25
6	12	8	icon_boss_25x25_27	25	25
6	12	9	icon_boss_25x25_28	25	25
6	12	10	icon_boss_25x25_29	25	25
6	12	11	icon_boss_25x25_3	25	25
6	12	12	icon_boss_25x25_30	25	25
6	12	13	icon_boss_25x25_31	25	25
6	12	14	icon_boss_25x25_32	22	25
6	12	15	icon_boss_25x25_33	22	22
6	12	16	icon_boss_25x25_34	22	25
6	12	17	icon_boss_25x25_35	25	23
6	12	18	icon_boss_25x25_36	25	25
6	12	19	icon_boss_25x25_37	25	25
7	0	0	icon_boss_25x25_38	25	25
7	0	1	icon_boss_25x25_39	25	25
7	0	2	icon_boss_25x25_4	25	25
7	0	3	icon_boss_25x25_40	25	25
7	0	4	icon_boss_25x25_41	25	25
7	0	5	icon_boss_25x25_42	25	25
7	0	6	icon_boss_25x25_43	25	25
7	0	7	icon_boss_25x25_44	17	25
7	0	8	icon_boss_25x25_45	17	25
7	0	9	icon_boss_25x25_46	17	25
7	0	10	icon_boss_25x25_47	25	25
7	0	11	icon_boss_25x25_48	25	25
7	0	12	icon_boss_25x25_49	25	25
7	0	13	icon_boss_25x25_5	25	25
7	0	14	icon_boss_25x25_50	25	25
7	0	15	icon_boss_25x25_51	25	25
7	0	16	icon_boss_25x25_52	25	25
7	0	17	icon_boss_25x25_53	21	25
7	0	18	icon_boss_25x25_54	25	25
7	0	19	icon_boss_25x25_55	19	25
7	1	0	icon_boss_25x25_56	25	24
7	1	1	icon_boss_25x25_57	25	25
7	1	2	icon_boss_25x25_58	21	25
7	1	3	icon_boss_25x25_59	25	25
7	1	4	icon_boss_25x25_6	25	25
7	1	5	icon_boss_25x25_60	23	25
7	1	6	icon_boss_25x25_61	23	25
7	1	7	icon_boss_25x25_62	25	25
7	1	8	icon_boss_25x25_63	25	25
7	1	9	icon_boss_25x25_64	25	25
7	1	10	icon_boss_25x25_65	25	25
7	1	11	icon_boss_25x25_66	25	25
7	1	12	icon_boss_25x25_67	25	25
7	1	13	icon_boss_25x25_68	25	24
7	1	14	icon_boss_25x25_69	25	25
7	1	15	icon_boss_25x25_7	25	25
7	1	16	icon_boss_25x25_70	25	25
7	1	17	icon_boss_25x25_8	25	25
7	1	18	icon_boss_25x25_9	25	25
7	1	19	icon_boss_50x50_0	46	50
7	2	0	icon_boss_50x50_1	42	50
7	2	1	icon_boss_50x50_10	46	50
7	2	2	icon_boss_50x50_11	50	50
7	2	3	icon_boss_50x50_12	36	50
7	2	4	icon_boss_50x50_13	36	50
7	2	5	icon_boss_50x50_14	50	50
7	2	6	icon_boss_50x50_15	50	46
7	2	7	icon_boss_50x50_16	50	50
7	2	8	icon_boss_50x50_17	34	50
7	2	9	icon_boss_50x50_18	50	48
7	2	10	icon_boss_50x50_19	50	50
7	2	11	icon_boss_50x50_2	47	49
7	2	12	icon_boss_50x50_20	50	50
7	2	13	icon_boss_50x50_21	50	50
7	2	14	icon_boss_50x50_22	48	50
7	2	15	icon_boss_50x50_23	50	50
7	2	16	icon_boss_50x50_24	50	50
7	2	17	icon_boss_50x50_25	50	50
7	2	18	icon_boss_50x50_26	50	50
7	2	19	icon_boss_50x50_27	50	50
7	3	0	icon_boss_50x50_28	50	50
7	3	1	icon_boss_50x50_29	50	50
7	3	2	icon_boss_50x50_3	50	50
7	3	3	icon_boss_50x50_30	50	50
7	3	4	icon_boss_50x50_31	50	50
7	3	5	icon_boss_50x50_32	43	50
7	3	6	icon_boss_50x50_33	43	44
7	3	7	icon_boss_50x50_34	43	50
7	3	8	icon_boss_50x50_35	50	48
7	3	9	icon_boss_50x50_36	50	50
